timestamp;obj_regio1;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;ga_cd_developer_virtualreality;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_heatingType;obj_energyEfficiencyClass;evt_count_pm_sig;obj_lastRefurbish;obj_numberOfFloors;obj_project_id;obj_noParkSpaces;obj_nbp;obj_usableArea;obj_groupnumber
2020-05-24 20:46:37.802607;Berlin;ONE_YEAR_FREE;17958406;n;y;https://pictures.immobilienscout24.de/listings/e060dafb-0855-4569-9777-420de651180d-1369126262.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1985;;REGULAR;;11.3;118347956;gas;y;false;MagentaZuhause L;y;Berlin;n;11;4;410;no_information;;5.73;200;Berlin;10623;well_kept;normal;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;10623;5;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008673168;1990000;profile0;5;true;n;n;n;Charlottenburg_Charlottenburg;118347956;7;Berlin;/expose/118347956;['Das prächtige Gebäude ist reich mit Stuck verziert und umfangreich saniert worden, insbesondere der gesamte Dachbereich. Der Eingangsbereich vermittelt dem Eintretenden ein ganz besonderes Ambiente, reich mit Stuck und Figuren verzehrt. \nDie im Angebot stehende Dachgeschosswohnung wurde später ausgebaut und erstreckt sich vom Vorderhaus über den Seitenflügel mit insgesamt ca. 200 m². 5 Zimmer, 2 eingebaute Küchen und 2 Bäder (1 Bad mit Badewanne) verteilen sich auf die gesamte Wohnfläche. Die Wohnung kann ebenfalls in zwei Bereiche getrennt werden und somit einen Gästebereich mit ca. 60m² schaffen. Der zweite Eingang zum Gästebereich befindet sich an dem Seitenflügel. Die Beheizung erfolgt ebenfalls getrennt über zwei Gasheizungsthermen. Der Aufzug geht vom Bodenniveau aus und endet eine halbe Treppe vor dem Dachgeschosseingang.\nÜber eine thermisch gedämmte Glasschiebetür gelangen Sie auf die sonnendurchflutete große Dachterrasse mit Süd- und Westausrichtung. Besonders einladend wirkt die offene Kaminfeuerstelle im Wohnbereich sowie die Dachkonstruktion mit verschiedenen Dachhöhen und ergänzender Tageslichtbeleuchtung über weitere Dachfenster.', '+ Stuck Verzierung\n+ Bad mit Badewanne\n+ Bidet\n+ Vorderhaus & Seitenflügel (als Gästewohnung nutzbar)\n+ 2 Einbauküchen\n+ 2 Eingänge\n+ Dachterrasse\n+ Offene Kaminfeuerstelle\n+ Verschiedene Dachhöhen (vorne bis ca. 2,90m und hinten ca. 2,65m)\n+ Aufzug\n+ Helles Fertigparkett\n+ Oberlichter', 'Die Wohnung befindet sich an einer ruhigen Seitenstrasse neben dem Kurfürstendamm. In wenigen Schritten erreichen Sie den S-Bahnhof Savignyplatz sowie den grünen Park des Savygnyplatzes. Alle vielfältigen Möglichkeiten des Einkaufs befinden sich im Umkreis von wenigen Gehminuten (z.B. Edeka, frisches Obst, etc.)\nAußerdem stehen viele Cafés sowie Restaurants aller internationaler Geschmacksrichtungen nahezu nebeneinander im Angebot. Eine internationale Schule ist nur wenige Häuser weiter erreichbar. Die Strasse ist mit Bäumen begrünt und vermittelt eine einladende Atmosphäre und Eleganz.\n\nFolgende öffentliche Verkehrsmittel befinden sich in der Nähe:\n\n- Bus: Haltestelle Savignyplatz 300m\n- S-Bahn: Haltestelle Savignyplatz 86m\n- U-Bahn: Haltestelle Savignyplatz 86m'];gas_heating;;showqualicontactform;2008;;;;;5;
2020-05-24 20:46:38.271155;Berlin;ONE_YEAR_FREE;8874474;y;y;https://pictures.immobilienscout24.de/listings/e7e2252e-8786-4fb8-b0a9-98b79e6aeb29-1369132049.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;2019;;REGULAR;disabled;11.73;118348741;no_information;n;false;MagentaZuhause L;y;Berlin;n;10;9;399.44;5;;5.68;125.61;Berlin;12157;first_time_use;no_information;false;100 MBit/s;no_information;Kissinger Str. ;y;https://padlock.link/ioml;https://padlock.link/ml;Kissinger_Str._;roof_storey;12157;4;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.8874474;978000;profile0;4;true;n;n;n;Steglitz_Steglitz;IM-KH-05_17-39;6;Berlin;/expose/118348741;['Ihr neues Zuhause - Leben und Wohnen im neuen Kissinger Carré!  \nDiese exklusive Penthousewohnung auf zwei Ebenen mit privater Dachterrasse entsteht auf dem Bestandshaus der Kissinger Str.. Ein skulpturaler Baukörper wird aufgesetzt und durch die optische Verbindung zwischen dem Neubau und den Bestandshäusern erscheint das Gesamtensemble wie eine Einheit. Die Bestandsgebäude aus dem Jahr 1956 werden erhalten und die Gemeinschaftsflächen werden umfangreich saniert.', 'Diese großzügige neue Maisonette-Penthouse-Wohnung verfügt über ca. 125 m² inkl. einer Dachterrasse von ca. 21 m²,  - die Hälfte der Fläche wird angerechnet. Eine hochwertige und komfortable Ausstattung wird den neuen Eigentümer begeistern. Die umfangreiche Baubeschreibung liegt vor und verspricht viele Highlights mit einer durchdachten Planung. Dank der Süd-West Ausrichtung wird diese Wohnung außerordentlich hell erscheinen und schafft somit eine zusätzliche positive und angenehme Wohnatmosphäre. Der Zugang der Wohnung wird bequem über einen Personenaufzug zu erreichen sein. Die Fertigstellung dieser neuen Wohnung ist ca. für 2021 terminiert', 'Der entstehende Neubau in der Horst-Kohl-Str. 17a in Steglitz unweit vom Lauenburger Platz, ist in einer ruhigen und begrünten Seitenstraße gelegen. Dieser Kiez ist durch sein gut bürgerliches Flair und seine hervorragende Infrastruktur sehr beliebt.'];;;;;;81370;;true;;
2020-05-24 20:46:38.644909;Berlin;ONE_YEAR_FREE;17958406;n;y;https://pictures.immobilienscout24.de/listings/30d0ea3e-ab6c-4ab0-9177-ec8518799219-1369134502.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;9.06;40 MBit/s;telekom_layer_magenta_l;über VDSL;;;REGULAR;;9.06;118349183;;y;false;MagentaZuhause L;y;Berlin;n;7;;298;no_information;;3.44;80;Berlin;14129;need_of_renovation;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14129;2.5;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008673168;325000;profile0;2;true;n;n;n;Nikolassee_Zehlendorf;118349183;3;Berlin;/expose/118349183;['Zum Verkauf steht eine Wohnung mit gefliestem Wannenbad und großem Fenster, einer kleinen, aber feinen Küche und 2,5 gut geschnittenen Zimmern. Weiterhin verfügt die Wohnung über einen großen Balkon.\nEinmal die Ärmel hoch gekrempelt und in Kürze kann in dieser bezugsfreien Wohnung ein gemütliches Zuhause entstehen.', 'Nikolassee ist ein gut situierter Ortsteil Berlins, umgeben von viel Grün und Wasser und dennoch sehr gut angebunden. \nGeschäfte, Restaurants, Cafés und Ärzte befinden sich in der direkten Umgebung. \nEine gute Verkehrsanbindung ist durch Busse, S-Bahn, U-Bahn, B1 und A115 gegeben.'];no_information;;showqualicontactform;;;;;;;
2020-05-24 20:46:38.995915;Berlin;ONE_YEAR_FREE;8874474;n;n;https://pictures.immobilienscout24.de/listings/b108ae93-db8c-45df-9617-12ac30b9b5d8-1369132576.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;true;REGULAR;disabled;11.3;118348827;district_heating;y;false;MagentaZuhause L;y;Berlin;n;5;1;203;46;energy_consumption;5.73;44;Berlin;10625;well_kept;no_information;false;100 MBit/s;no_information;Goethestr.;n;https://padlock.link/ioml;https://padlock.link/ml;Goethestr.;apartment;10625;2;121.6;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.8874474;225000;profile0;2;true;n;n;n;Charlottenburg_Charlottenburg;PO-GO-46-21V;2;Berlin;/expose/118348827;"['Dieser Altbauklassiker der vorletzten Jahrhundertwende besteht aus Vorderhaus, Seitenflügel und Quergebäude, die allesamt in gutem und gepflegtem Zustand sind. Das voll unterkellerte Objekt wird über die Fernwärme beheizt und verfügt über einen charmanten Innenhof mit Fahrradstellplätzen. Die Renovierung der Innenhoffassade ist aktuell in Planung. Die Hausgemeinschaft hat hierzu die Zahlung in die Instandhaltungsrücklage erhöht. Der anfallende Beitrag für diese Einheit beträgt monatlich 31,88 €.', 'Gelegen im 3. OG des Seitenflügels bietet diese 1-Zimmer Wohnung von 44 m² einen großzügigen Schnitt mit einem Badezimmer und eine charmante Küche, die Platz für einen Esstisch bietet. ** Alternativ kann auch mit einem geringen Aufwand diese Immobilie in eine 2-Zimmer-Wohnung umgewandelt werden. Ein Renovierungsangebot wird individuell für den neuen Eigentümer erstellt! **Das Bad ist schlicht und ansprechend gefliest, in Küche, Zimmer und Flur ist Laminat verlegt. Die altbautypische Raumhöhe und originale Kassettentüren verleihen der Wohnung besonderen Charme. Ideal als Kapitalanlage zur Vermietung, als Zweitwohnung in Berlin oder als erst eigene Wohnung bietet diese Immobilie zahlreiche Nutzungsmöglichkeiten.', ""Zentraler geht's nicht: Gelegen am westlichen Ende der Goethestraße befindet sich die Immobilie in unmittelbarer Nähe zum Karl-August-Platz, zur Shopping-Meile Wilmersdorfer Straße und zur Anbindung an S- und U-Bahn über die Bahnhöfe Charlottenburg und Wilmersdorfer Straße. Die Deutsche Oper ist fußläufig erreichbar, zahlreiche Restaurants und Cafés verschiedener Art befinden sich in unmittelbarer Umgebung. Mittendrin in der City-West von Charlottenburg!""]";district_heating;D;;1985;;;;;;
2020-05-24 20:46:39.421621;Berlin;ONE_YEAR_FREE;8874474;y;y;https://pictures.immobilienscout24.de/listings/f0aab21f-0ed9-4335-a118-af96c411f2db-1369131877.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;2019;;REGULAR;disabled;11.73;118348672;no_information;n;false;MagentaZuhause L;y;Berlin;n;8;9;236.11;17;;5.68;61.85;Berlin;12157;first_time_use;no_information;false;100 MBit/s;no_information;Horst-Kohl-Str.;y;https://padlock.link/ioml;https://padlock.link/ml;Horst-Kohl-Str.;roof_storey;12157;1;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.8874474;464000;profile0;1;true;n;n;n;Steglitz_Steglitz;IM-KH-05_17-37;3;Berlin;/expose/118348672;['Ihr neues Zuhause - Leben und Wohnen im neuen Kissinger Carré! \nDieser schöne und hochwertige Neubau mit 12 Einheiten und einem Personenaufzug vom Keller bis zur Penthouse-Wohnung entsteht nach KfW Standard im tollen grünen Kiez unmittelbar am Lauenburger Platz. Der Baubeginn ist vor kurzer Zeit gestartet. Die entstehende Eigentümergemeinschaft zwischen dem Neubau und der Bestandshäuser Horst-Kohl-Str. + Kissinger Str. wird durch die neue optische Verbindung das Gesamtensemble wie eine Einheit erscheinen lassen.', 'Diese angebotene neue Immobilie mit Balkon verfügt über ca. 61 m² inkl. einer Dachterrasse von ca. 17 m², - die Hälfte dieser Fläche wird angerechnet. Eine hochwertige und komfortable Ausstattung wird den neuen Eigentümer begeistern. Die umfangreiche Baubeschreibung liegt vor und verspricht viele Highlights mit einer durchdachten Planung. Dank der optimalen Aufteilung und den großzügig angelegten Balkon wird diese Wohnung außerordentlich hell erscheinen und schafft somit eine zusätzliche positive und angenehme Wohnatmosphäre. Der Zugang der Wohnung wird bequem über einen Personenaufzug zu erreichen sein. Die Fertigstellung dieser neuen Wohnung ist für 2021 terminiert.', 'Der entstehende Neubau in der Horst-Kohl-Str. 17a in Steglitz unweit vom Lauenburger Platz, ist in einer ruhigen und begrünten Seitenstraße gelegen. Dieser Kiez ist durch sein gut bürgerliches Flair und seine hervorragende Infrastruktur sehr beliebt.'];;;;;;81370;;true;;
2020-05-24 20:46:39.777291;Berlin;ONE_YEAR_FREE;237210;n;n;https://pictures.immobilienscout24.de/listings/891a928d-3058-4f11-98ed-43b6925319ad-1369133840.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1962;;REGULAR;;11.37;118349075;district_heating;n;false;MagentaZuhause L;y;Berlin;n;7;2;440;no_information;energy_consumption;5.8;88.2;Berlin;10713;first_time_use_after_refurbishment;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10713;4;103;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.237210;358000;profile0;4;true;n;n;n;Wilmersdorf_Wilmersdorf;3095;4;Berlin;/expose/118349075;['Hell und freundlich erwartet Sie ein besonderes Ambiente auf zwei Ebenen. Durch großzügige Fensterelemente sind Luft, Licht und Sonne wesentliche Faktoren, die der Wohnung ein angenehmes Raumklima verleihen und somit eine ideale Belichtung gewähren. Der ideale Grundriss und die sehr schönen Sichtachsen zwischen den Zimmern machen die Wohnung zu einer wahren Besonderheit. Die Ausstattung innerhalb der Räume bedarf einer Anpassung an die individuellen Ansprüche für einen zeitgemäßen Wohnzustand.\nDie Einheit besteht zur Zeit noch aus zwei Einheiten, die übernander liegen, diese müssen noch zusammen gelegt werden.', '- 2 gefließte Bäder\n- 2 Küchen\n- Panoramafenster\n- 2 große Sonnenbalkone\n- Laminatboden\n- unverbauter Grünblick\n- attraktive Gartenbegrünung\n- renovierungsbedürftig\n- sehr guter Infrastruktur', 'Der Ortsteil Wilmersdorf gehört zum Bezirk Charlottenburg-Wilmersdorf, dem renommierten Citybezirk des Westens mit großbürgerlicher Geschichte, historisch gewachsenen Institutionen wie dem Kurfürstendamm und beeindruckender Altbau-Architektur. Sein vielfältiges Stadtbild und die zentrale Lage geben Wilmersdorf einen unverwechselbaren Charakter, der sich insbesondere über den hier praktizierten urbanen Lifestyle definiert. Belebende Faktoren wie Einkaufsstraßen, Restaurants und Cafés kommen hier mit beruhigenden Faktoren wie dem Volkspark Wilmersdorf zusammen und schaffen einen facettenreichen Mix. Charlottenburg-Wilmersdorf grenzt im Süden an Steglitz-Zehlendorf, im Osten an Tempelhof-Schöneberg sowie im Norden an Mitte und erfreut sich somit in jeder Hinsicht guter, schnell erreichbarer Nachbarschaft', 'Sie haben auch eine Immobilie zu verkaufen ?\n\nWir könnten genau für Ihre Immobilie den richtigen Käufer haben, fragen Sie bei uns an !\n\nTel. 030-2640470 oder info@glatzer-immobilien-berlin.de'];district_heating;;showqualicontactform;;;;;;;
2020-05-24 20:46:40.151087;Berlin;ONE_YEAR_FREE;17958406;n;y;https://pictures.immobilienscout24.de/listings/c67af0f0-bd43-4c61-b74f-8c6a0cc6f7aa-1369127247.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1956;;REGULAR;;11.3;118348111;oil;n;false;MagentaZuhause L;y;Berlin;y;3;2;147;no_information;;5.73;35;Berlin;14055;well_kept;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;14055;1;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008673168;149000;profile0;1;true;n;n;n;Charlottenburg_Charlottenburg;118348111;1;Berlin;/expose/118348111;['Das Haus und die Wohnung sind in einem gepflegten Zustand. Wohnzimmer und Flur sind zudem mit hochwertigen Stabparkett ausgestattet und es ist ein Einbauschrank mit viel Stauraum vorhanden.\nDas Objekt liegt im Grünen und ist umgeben von Bäumen, der dazu westlich ausgerichtete Balkon lädt in den Abendstunden zum Verweilen ein.', '+ Wohnzimmer und Flur mit Stabparkett\n+ Badezimmer mit Fenster\n+ Küche und Bad sind gefliest \n+ Balkon \n+ Einbauschrank', 'Die Wohnung liegt im Bezirk Charlottenburg, nahe des Olympiastadions und der Waldbühne, wo regelmäßig tolle Events veranstaltet werden.\n5 Minuten fußläufig entfernt (400m) erreichen sie die S-Bahnstation Pichelsberg, mit der S3 und S9 sind sie in weniger als 20 min im Zentrum Berlins (Alexanderplatz). \n\nMit dem Auto erreichen sie den Autobahnanschluss  Auffahrt Kaiserdamm in unter 10 Minuten.'];oil_heating;;showqualicontactform;;3;;;;;
2020-05-24 20:46:40.499240;Berlin;ONE_YEAR_FREE;13757876;n;y;https://pictures.immobilienscout24.de/listings/fa2e866f-6616-458e-b077-e19e69f1d35c-1331029463.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;9.61;40 MBit/s;telekom_layer_magenta_l;über VDSL;;;REGULAR;disabled;9.61;114288714;no_information;y;false;MagentaZuhause L;n;Berlin;y;11;;;17;;4.28;413;Berlin;14195;first_time_use;luxury;false;100 MBit/s;underground_garage;Im Dol;y;https://padlock.link/ioml;https://padlock.link/ml;Im_Dol;apartment;14195;7;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.13757876;5750000;profile0;5;true;n;n;n;Dahlem_Zehlendorf;607;7;Berlin;/expose/114288714;['Es gibt in Berlin keinen zweiten Ort, der wie Dahlem für höchste Ansprüche und den Inbegriff von Noblesse und Luxus steht. Hier genießt man die ausgeprägte Naturverbundenheit der direkten Umgebung, die von Grunewald, Schlachtensee, Krummer Lanke und Botanischem Garten gerahmt wird. Internationales Flair und Weltoffenheit verströmt das „deutsche Oxford“ durch seine weltweit bekannten Wissenschafts- und Museumseinrichtungen. Die Nähe zur City-West und zur beliebten Steglitzer Einkaufsmeile Schlossstraße wird gesteigert durch die sehr gute Verkehrsanbindung. Mit der U3 des fußläufig erreichbaren U-Bahnhofes Podbielskistraße gelangt man in 14 Minuten auf direktem Weg zum KaDeWe. Eingebettet in die ruhige, ländliche Idylle präsentiert sich die Villa am Messelpark als eine stilvolle Hommage an die klassischen Gründerzeitvillen der Nachbarschaft. Vollendet wird diese unwiederbringliche Gelegenheit mondäner Wohnkultur durch einen großzügig angelegten Landschaftsgarten, der sich bis zur Domäne Dahlem erstreckt. Die Wohnung im Erdgeschoss verfügt über eine Privatgartenfläche von ca. 977 qm mit außergewöhnlich viel Platz, um an frischer Luft und unter alten Bäumen die Ruhe und Natur zu genießen. Die Herrschaftlichkeit der Architektur trägt sich konsequent in die Gestaltung der Innenräume. Offene Raumlösungen verbinden die repräsentativen Wohnbereiche und sorgen für einen großzügigen und hellen Eindruck, der durch Zimmerdecken mit ca. 3,20 Meter Höhe verstärkt wird. Herzstück des lichtdurchfluteten, luxuriösen Ambientes ist der als Wohnzimmer konzipierte, ca. 51 qm große Salon. Durch die südliche Ausrichtung zum Garten und weite Blickachsen wird im Wohnbereich von Salon, Kamin- und Esszimmer das Tageslicht von zwei Seiten über bodentiefe Fenster ins Gebäude geleitet. Das Untergeschoss bietet eine Sauna und flexibel nutzbare Flächen für Gäste, Fitness, Hobby und Aufbewahrung. Somit verfügt die Wohnung über Wohn-/Nutzflächen von insgesamt ca. 413 qm. Das außergewöhnliche Ambiente bietet anspruchsvollen Paaren und Familien statusgerechten Wohnraum. Ausstattungselemente wie Marmoroberflächen, Parkettboden, bulthaup Einbauküche mit Gaggenau-Geräten, Dornbracht- und Vola-Armaturen und Badewannen von Philippe Starck realisieren höchste ästhetische Ansprüche. Die Tiefgarage setzt der Ausstattung das i-Tüpfelchen auf.', 'Eine feine Selektion sorgt für die Fortsetzung der klassischen Gestaltungslinie im Inneren. Die hochwertigen Materialien stehen für eine zeitlose Ästhetik und die Erfüllung höchster Ansprüche an Wohnkultur: angenehme Holz- und Fliesenböden, formschöne Armaturen sowie ein modernes Badezimmerdesign von namhaften Herstellern. Denn Qualität ist das beste Fundament für Freude und Wertstabilität. \n\n•    413 qm Wohn-/Nutzfläche auf zwei Etagen\n•    Weitblick über die Domäne Dahlem und direkter Zugang\n•    aufwendig gestalteter Privatgarten mit über 970 qm Fläche (derzeitiger Bodenrichtwert 2.600€/qm)\n•    7 großzügige Zimmer mit Fischgät Parkettböden\n•    2 große Badezimmer mit Oberflächen in italienischem Marmor, freistehender Badewanne und edlen Armaturen \n•    bulthaup Einbauküche\n•    Sauna und Hobbyraum im Untergeschoss\n•    Kaminzimmer mit hochwertigem Kamin\n•    Hochwertige Aluminiumfenster \n•    Tiefgarage mit PKW Stellplätzen (auch SUV geeignet)\n\n... und viele weitere Highlights \n\n', 'Liebe Interessenten,\n\nDie PRIMUS ist trotz Covid-19 Pandemie für Sie uneingeschränkt da! Wie gewohnt erreichen Sie uns per E-Mail und Telefon. Videoberatungen und virtuelle Wohnungsbegehungen sind selbstverständlich auch möglich. Kommen Sie gerne mit Ihren Fragen und Anliegen zu unseren Projekten auf uns zu. Persönliche Besichtigungen und Beurkundungen finden unter Einhaltung aller Sicherheitsvorkehrungen statt. Außerdem halten wir Sie auf unseren sozialen Netzwerken weiterhin auf dem Laufenden. \n\nWir freuen uns von Ihnen zu hören und bleiben Sie gesund!'];heat_pump;;;;2;86769;1;true;;
2020-05-24 20:46:40.852562;Berlin;ONE_YEAR_FREE;285466;n;y;https://pictures.immobilienscout24.de/listings/b24ec385-01d9-406b-b323-24b17e6bdb1a-1369121007.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;;REGULAR;;11.48;118344967;district_heating;n;false;MagentaZuhause L;y;Berlin;y;7;1;;11;energy_consumption;7.14;70;Berlin;10247;no_information;sophisticated;false;100 MBit/s;no_information;"Proskauer Stra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Proskauer_Straße;apartment;10247;2;69.2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.285466;389500;profile0;2;true;n;n;n;Friedrichshain_Friedrichshain;118344967;3;Berlin;/expose/118344967;['Wunderschöner Altbau in der Proskauer Straße in Berlin Friedrichshain (Samariterviertel). \nDie Fassade wurde neu gestrichen, Fenster erneuert, neuer Aufzug im Vorderhaus, die Treppenhäuser aufwendig renoviert, Eingangstüren neu, Sprechanlage neu, etc.', 'Sehr schöne und geräumige ca. 70 qm große 2 Zimmer Wohnung mit altem Holzdielenboden & alten Altbautüren im Wohnzimmer und Schlafzimmer.', 'Eigentumswohnungen statt Arbeiterviertel\nmit der Sanierung des Samariterviertels hat sich die soziale Struktur im Kiez stark verändert. Viele alteingesessene Mieter des alten Arbeiterviertels kehrten nicht mehr zurück, Studenten und die urbane Mittelschicht zogen ein. Mittlerweile gilt der Samariterkiez als bürgerliches Viertel - mit exklusiven Eigentumswohnungen.', 'Bei Interesse an unserem Objekt erreichen Sie mich unter meiner e Mail Adresse:\ntaskulak@millennium-immobilien.de \noder unter meiner Mobilnummer:\n+49162-2107245\n\nMit freundlichen Grüßen \n\nMillennium Immobilien\nVolkan Taskulak'];central_heating;B;showqualicontactform;;;;;;;
2020-05-24 20:46:41.200341;Berlin;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/2fcbaf76-7285-4cc9-ace5-bf210281ae39-1369124756.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;12.41;40 MBit/s;telekom_layer_magenta_l;über VDSL;;;REGULAR;disabled;12.41;118347798;;n;true;MagentaZuhause L;y;Berlin;y;4;;;no_information;;6.33;37;Berlin;12103;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12103;1;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;183000;profile0;1;true;n;n;n;Tempelhof_Tempelhof;118347798;1;Berlin;/expose/118347798;['In dem prächtigen und gepflegten Jugendstilhaus liegt diese attraktive Wohnung im Seitenflügel. Der Eingang erfolgt in einem kleinen Flur, von dem sogleich das taghelle und zeitgemäße Duschbad abgeht. Daneben befindet sich die geräumige Küche, die u.a. einen Ess- und Waschmaschinenplatz bietet. In dieser Küche ist die Gasetagenheizung aus dem Jahre 2005 installiert. Warmwasser wird von einem Durchlauferhitzer produziert. Unter einer Deckenhöhe von ca. 3,25 Metern brilliert der angrenzende Wohnbereich, der durch eine große Fenster-/Türfront zum Balkon reichlich Tageslicht erhält. Charaktervoll sind die gut erhaltenen Holzdielen als massiver Bodenbelag. Der hübsche begrünte Hof wirkt direkt ins Ambiente des Wohnbereichs hinein – eine nette Wohnstimmung erwartet Sie. Ein Kellerraum steht zur Verfügung. Diese sehr angenehme Wohnung lässt sich mit einer freundlichen Aura in sehr beliebter Tempelhofer Lage genießen.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];no_information;;showqualicontactform;;;;;;;
