timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_galleryAd;obj_noParkSpaces;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_thermalChar;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;ga_cd_developer_virtualreality;obj_usableArea;obj_lastRefurbish;obj_energyEfficiencyClass;ga_cd_via_qualified
2020-05-24 20:40:51.501731;Berlin;no_information;5240003;n;y;https://pictures.immobilienscout24.de/listings/aba30c38-a4e1-46a8-ad95-c544e07fd56b-1370717788.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;10.3;;10.3;118640791;;y;false;y;Berlin;y;7;;250;0;;4.2;82;Berlin;14165;well_kept;no_information;false;no_information;Ebersteinweg;n;Ebersteinweg;roof_storey;14165;3;n;2,active;Deutschland;standard;wohnung_kauf;n;3;true;001.5240003;329000;profile0;3;3;true;n;showqualicontactform;n;n;Zehlendorf_Zehlendorf;ETW 22052020-001;4;Berlin;/expose/118640791;['Zum Verkauf steht eine gepflegte 3 Zimmer DG-Wohnung, die sofort bezogen werden kann. \n\nAusführliche Angaben zu der Wohnung sowie eine Vorabbegehung in echtem 3D, erhalten Sie nach einer, bei uns getätigten Anfrage, mit Ihren vollständigen Angaben zur Person und Zusendung Ihrer Rückrufnummer.', 'Die Wohnung befindet sich in im 3. OG in gefragter Lage von Zehlendorf.'];ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;;;MagentaZuhause M;50 MBit/s;https://padlock.link/iomm;https://padlock.link/mm;;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;90;2012;;
2020-05-24 20:40:51.849142;Berlin;central_heating;63078;n;n;https://pictures.immobilienscout24.de/listings/959f8cf9-097d-429b-a808-c2ea274131e1-1370718830.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.24;1900;12.24;118640920;oil;n;false;y;Berlin;y;7;1;224.42;no_information;energy_consumption;6.53;68.49;Berlin;10825;well_kept;sophisticated;false;no_information;no_information;n;no_information;raised_ground_floor;10825;2;n;2,active;Deutschland;standard;wohnung_kauf;n;0;true;001.63078;343000;profile0;5;2;true;n;;n;n;Schöneberg_Schöneberg;118640920;3;Berlin;/expose/118640920;"['Es handelt sich um einen sehr repräsentativen weißen Stuckaltbau (Foto), der nach historischen Aufnahmen rekonstruiert wurde.', 'Bei der Wohnung handelt  es sich um eine Maisonettwohnung. Das Wohnzimmer und die Küche befinden sich im Hochpaterre und im Tiefgeschoss ist das Schlafzimmer und das moderne Wannenbad.\n\nDie Wohnung verfügt über:\n\n- abgezogenen Dielenfußboden\n- gefl. Wannen-Duschbad mit Tageslichtfenster\n- Zentralheizung mit Warmwasserversorgung\n- Küche mit Küchenzeile \netc.', 'Das Haus steht nahe dem Volkspark Schöneberg in einer sehr ruhigen Wohnstraße.\n\nVerkehrsverbindungen:\n\nU‑Bahn: U4 (Innsbrucker Platz ♿, Rathaus Schöneberg) \nS‑Bahn; S41, S42, S46 (Innsbrucker Platz ♿)\nBus M48, M85, 187, 248', 'Für weitere Fragen oder einem Besichtigungstermin stehen wir Ihnen gerne unverbindlich zur Verfügung.\r\n\r\n']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;157;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;68.49;1991;;
2020-05-24 20:40:52.281168;Berlin;no_information;174522;n;n;https://pictures.immobilienscout24.de/listings/aa6d2899-45da-41de-85e0-75ce357c19f4-1370714130.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.14;;11.14;118640340;;n;true;y;Berlin;y;4;;;no_information;;6.17;43;Berlin;10409;no_information;no_information;false;no_information;no_information;n;no_information;apartment;10409;1;n;2,active;Deutschland;top;wohnung_kauf;y;;true;001.174522;195000;profile0;;1;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;118640340;2;Berlin;/expose/118640340;['Attraktiv sind die Größe, Tageshelligkeit und gute Ausstattungsqualität dieser Wohnung. In der gefragten Klasse Apartments unter 50 m2 ist sie sehr angenehm. Erfreulich sind z.B. das taghelle Bad mit Wanne und die Geräumigkeit der Küche, um einen Esstisch aufzustellen. Zu den wichtigsten Maßnahmen gehörte das Einsetzen von Isolierglasfenstern. Installiert ist eine Gaszentralheizung. Dieser gefälligen Wohnung ist ein Kellerraum zugeordnet.\nWer eine schlichte Wohnung in einem beliebten Stadtteil wünscht, ist mit diesem interessanten Investment auf dem richtigen Weg.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:40:52.641584;Berlin;no_information;174522;n;n;https://pictures.immobilienscout24.de/listings/81c4fa98-3b3c-4fe5-bc18-c47bacb08b95-1370713993.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.73;;11.73;118640328;;n;true;y;Berlin;n;8;;;no_information;;5.75;80;Berlin;12163;no_information;no_information;false;no_information;no_information;n;no_information;apartment;12163;3;n;2,active;Deutschland;top;wohnung_kauf;n;;true;001.174522;410000;profile0;;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;118640328;3;Berlin;/expose/118640328;['Diese angenehme Dachgeschosswohnung wurde in den 80ziger Jahren erbaut und 2015/2016 saniert. Ergebnis ist eine erquickend sonnige Wohnung mit ca. 2,70 Meter hohen Zimmerdecken. Der großzügige Wohn- und Essbereich ist mit einer langen Fenstergaube in Südrichtung zum Hof optimal ausgestattet. Auf dem neuen Eichen-\nholzparkett lässt sich ein ansprechendes Ambiente genießen.\nIn der adretten, noch neuwertigen Einbauküche gibt es eine schlichte Schrank- und Gerätezeile. Vor dem großen Dachflächenfenster kann ein kleiner Esstisch platziert werden. Das komplett, inklusive Leitungen, erneuerte Bad wurde intelligent für reichlich\n \nKomfort geplant. Sehr erfreulich sind die eleganten großformatigen Boden- und Wandfliesen, die Wanne neben dem Fenster, die Duschkabine, Handtuchheizung und andere formschönen Sanitärelemente. Praktisch ist der Waschmaschinenplatz. Die beiden Schlafzimmer wirken ebenfalls sehr sympathisch. Beruhigend ist zu wissen, dass es neue Elektroverteiler gibt.    2019 wurde im Haus eine neue Zentralheizung installiert. Die Warmwasserversorgung erfolgt mittels Durchlauferhitzer.\nEin Abstellraum steht dieser Wohnung im Untergeschoss zu. Die Rasenfläche im Hof darf von den Hausbewohnern genutzt werden. Abstellmöglichkeiten für Fahrräder sind vorhanden.\nWer nahe dem Steglitzer Zentrum ruhig wohnen will, für den ist dies eine ausgezeichnete Kaufempfehlung. Ein Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:40:52.982792;Berlin;no_information;174522;n;y;https://pictures.immobilienscout24.de/listings/4ff42f56-cda4-475b-a9f5-68e2d97550bb-1370713789.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;13.06;;13.06;118640308;;y;true;y;Berlin;y;8;;;no_information;;6.49;146;Berlin;13403;no_information;no_information;false;no_information;no_information;n;no_information;apartment;13403;4;n;2,active;Deutschland;top;wohnung_kauf;n;;false;001.174522;440000;profile0;;4;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;118640308;6;Berlin;/expose/118640308;['Diese Wohnung erstreckt sich über zwei Etagen und fasziniert mit einem großzügigen, anregend lichtdurchfluteten und gepflegten Ambiente. Nach dem Eingangsflur mit Platz für eine Garderobe ist die Raumoffenheit sehr ansprechend. Der erste generöse Raumbereich hat zwei große Fenster und eine Balkontür in die Morgensonne. Dieser familien- und gastfreundliche Raumbereich führt in die riesige Wohnküche und in ein Nebenzimmer, das ebenfalls einen Balkon besitzt. Von der tollen Wohnküche geht es hinauf  \nzur zweiten Etage, auf der ein behagliches Zimmer, ein ästhetisches Bad mit Wanne und eine nicht einsehbare Sonnenterrasse zur Verfügung stehen. Mit dem ebenfalls taghellen Duschbad auf der ersten Etage ist diese Maisonette bestens ausgestattet. Akzentuiert wird das Wohnungsambiente u.a. von geschmackvollen Bodenbelägen, fein geputzten Wänden, einer zeitgemäßen Einbauküche und modernen Sanitärelementen. 2013 wurde diese komfortable Wohnung umfassend saniert. Für die Wärmeversorgung ist eine Gasheizung zuständig. Ein Kellerraum ist vorhanden. Auf dem Grundstück kann ein kleiner Spielplatz für Kinder mitgenutzt werden.\nDiese Maisonette ist in jeder Hinsicht eine sehr attraktive Wohnung. \n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;disabled;;;;;;;;;;;;;;
2020-05-24 20:40:53.335335;Berlin;central_heating;18267813;n;y;https://pictures.immobilienscout24.de/listings/4d94170b-974b-460f-9fd3-dafa67479186-1370724517.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;12.19;1900;12.19;118641676;no_information;n;false;n;Berlin;y;7;1;;10;energy_consumption;7.44;55;Berlin;10999;need_of_renovation;no_information;false;no_information;"Liegnitzer Stra&szlig;e";n;Liegnitzer_Straße;apartment;10999;2;n;2,active;Deutschland;schaufenster;wohnung_kauf;n;4;true;002.01009069705;313500;profile0;6;2;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;8505291a-2983-4ef8-85d8-00e6229756fc;2;Berlin;/expose/118641676;['__Das Gebäude__\n\nEin Altbau mit Charakter: Auch wenn das Haus in der Liegnitzer Straße 10 von außen eher schnörkellos daherkommt, so sind es im Endeffekt doch die inneren Werte, die diesen schönen Gründerzeitbau ausmachen. Zu diesen gehören unter anderem Holzböden wie Dielen und Parkett, sonnige Balkone, lichte Raumhöhen von über drei Metern und nicht zuletzt natürlich auch jede Menge charmante Altbaudetails. Alles in allem also ein Objekt, das zum Wohlfühlen einlädt.\n\n__Die Wohnung__\n\nMachen Sie diese 2-Zimmer-Wohnung im Herzen Kreuzbergs zu Ihrem neuen Zuhause. Dank der Größe von 55 Quadratmetern ist sie hervorragend für Singles oder Paare geeignet, die gern hautnah den Alltag dieses kultigen Ortsteils erleben und danach in ihrer individuell gestalteten Wohlfühloase zur Ruhe kommen wollen. Dort erwarten Sie eine helle Küche, ein kompaktes Bad, ein gemütliches Schlafzimmer und ein großzügig geschnittenes Wohnzimmer. An Letzterem befindet sich ein straßenseitiger Balkon mit Ausblick auf die eleganten Gründerzeitfassaden der Nachbarschaft. So macht Wohnen Freude.\n\n__Die Lage__\n\nDas vielfältige Angebot von Kreuzberg ist weit über alle Grenzen hinaus bekannt. Der Bezirk steht nicht nur für lange Nächte, sondern auch für Tage voller Lebensqualität und ein vielfältiges Angebot an Kultur, Freizeit- und Einkaufsmöglichkeiten. Kurzum: Kiezatmosphäre an jeder Ecke. Mittendrin lädt die Liegnitzer Straße mit ihren sanierten Altbauten in eine lebendige Nachbarschaft zwischen Landwehrkanal und Görlitzer Park ein. Aus diesem Kiez sind die Innenstadtbezirke Mitte, Tiergarten und Schöneberg ebenso schnell zu erreichen wie die Urlaubsatmosphäre am Wasser, die Joggingstrecke im Park oder die Weite des Tempelhofer Feldes.', 'Jede Menge Gestaltungspotential\n\nStraßenseitiger Balkon\n\nViel Tageslicht\n\nCharmante Altbauelemente\n\nKiezlage in Kreuzberg', 'Das vielfältige Angebot von Kreuzberg ist weit über alle Grenzen hinaus bekannt. Der Bezirk steht nicht nur für lange Nächte, sondern auch für Tage voller Lebensqualität und ein vielfältiges Angebot an Kultur, Freizeit- und Einkaufsmöglichkeiten. Kurzum: Kiezatmosphäre an jeder Ecke. Mittendrin lädt die Liegnitzer Straße mit ihren sanierten Altbauten in eine lebendige Nachbarschaft zwischen Landwehrkanal und Görlitzer Park ein. Aus diesem Kiez sind die Innenstadtbezirke Mitte, Tiergarten und Schöneberg ebenso schnell zu erreichen wie die Urlaubsatmosphäre am Wasser, die Joggingstrecke im Park oder die Weite des Tempelhofer Feldes.', 'Traumwohnung gefunden? Dann nutzen Sie jetzt die EverEstate Immobilienfinanzierung in Zusammenarbeit mit unserem Partner ZIEGERT Immobilien und profitieren Sie von jahrelanger Expertise in Verbindung mit kompetenter Beratung. Kontaktieren Sie uns unter +49 (0) 30 / 700 1797 59 oder auf www.everestate.de/immobilienfinanzierung-mit-everestate und erhalten Sie auf Ihre Bedürfnisse zugeschnittene Angebote.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;131;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;true
2020-05-24 20:40:53.677524;Berlin;central_heating;174522;n;y;https://pictures.immobilienscout24.de/listings/20e36917-5ec6-4e70-9735-9665ac7c4d91-1370714352.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;12.41;1931;12.41;118640367;electricity:natural_gas_heavy;y;true;y;Berlin;y;5;1;;no_information;energy_required;6.33;55;Berlin;12101;no_information;no_information;false;no_information;no_information;n;no_information;apartment;12101;2;n;2,active;Deutschland;top;wohnung_kauf;n;;true;001.174522;229000;profile0;;2;true;n;showqualicontactform;n;n;Tempelhof_Tempelhof;118640367;2;Berlin;/expose/118640367;['Diese akkurat kernsanierte Wohnung brilliert mit einer erstaunlichen Raumgroßzügigkeit auf handlicher Fläche. Zudem wird durch die großen Fenster eine intensive Tageshelligkeit erzeugt. Es handelt sich um moderne Isolierfenster im historischen Stil, die 2011 eingesetzt wurden. In den zwei Zimmern liegen schöne Parkettböden. Sehr attraktiv ist die 2011 montierte Einbauküche im Landhausstil. Sie überzeugt als komfortable Wohnküche mit Zugang auf den Balkon. Auch das taghelle Bad zeigt sich sehr ansprechend. Zu den ästhetischen Ausstattungen gehören u.a. großformatige Fliesen, eine Waschkonsole und Dusche. Dieser makellosen Wohnung ist ein Kellerraum zugeordnet. Die Heizversorgung obliegt einer Gastherme – eine rundum sympathische Wohnung in Wohlfühllage erwartet Sie.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD, CEI & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBesuchen Sie auch unsere Website: www.immoberlin.de'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;170.5;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:40:54.099419;Berlin;no_information;174522;n;n;https://pictures.immobilienscout24.de/listings/a6651407-b05b-408e-b03c-9d8deaa48ee0-1370713317.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.24;;12.24;118640256;;y;true;y;Berlin;n;10;;;no_information;;6.53;133;Berlin;10781;no_information;no_information;false;no_information;no_information;n;no_information;apartment;10781;4;n;2,active;Deutschland;top;wohnung_kauf;n;;true;001.174522;789000;profile0;;4;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;118640256;6;Berlin;/expose/118640256;['Altbaufans, die in großzügigen lichtdurchfluteten Zimmern wohnen wollen, werden in diesem Haus begeistert sein. Alle vier Hauptzimmer haben Fenster in den Süden. Drei Zimmer besitzen eine klassische Enfilade, die durch stilvolle Holzprofiltüren eine interne Verbindung herstellt. Diese salonartige Offenheit wird betont von hübsche Stuckdecken und markanten Holzdielenböden in bestem Zustand. Ein herrlicher Raum ist die familien- und gastfreundliche Wohnküche mit frischer Einbau-/Gerätezeile samt Koch-/Esstresen. Daneben zeigt auch das Bad ein taghelles, klares und funktionales Interieur. Diese Wohnung erzeugt sofortige Einzugsfreude.\nSchöne Aussichten und perfekt im Sonnenverlauf – die Salonzimmer sind mit ihren großen Doppelkastenfenstern in renovierten Zustand für das Wohlbehagen elementar. Ein Zimmer erhielt eine Hochebene, die z.B. als Spiel-/Schlafboden nutzbar ist. Ideal als begehbarer Kleiderschrank, Wirtschafts-/Abstellraum oder Medienraum weist der kleinste Raum in den kühlenden Norden. In dieser hervorragend ausgerichteten Wohnung erfreut ein belebendes Flair. Die Gasetagentherme und großen Heizkörper sorgen für wohlige, angenehm autark Wärmegefühle.\nWer hohe Ansprüche an die Großzügigkeit einer Berliner Altbauwohnung stellt, dem wird dieses äußerst adrette Ambiente in gefragter Urbanität auf Anhieb gefallen.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:40:54.545857;Berlin;central_heating;8874474;n;y;https://pictures.immobilienscout24.de/listings/2f6e53be-a0ea-46e3-b314-304b1c58265b-1370725776.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;22;11.48;1910;11.48;118641808;gas;n;false;y;Berlin;y;10;1;357;5;energy_consumption;7.11;129;Berlin;10247;first_time_use;no_information;false;no_information;Finowstr.;y;Finowstr.;apartment;10247;4;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;001.8874474;999999;profile0;5;4;true;y;;n;n;Friedrichshain_Friedrichshain;BO-FI-5_6_31;6;Berlin;/expose/118641808;['Das um 1910 errichtete Gebäude aus dem Jugendstil besteht aus insgesamt 30 Einheiten. Die gut erhaltenen Treppenhäuser zeigen charmante Stuckdetails und originale Türen.\nDas Objekt verfügt über Fahrradabstellräume im Erdgeschoss.', 'Zu verkaufen! Diese komfortable Wohnung ist über einen modernen Aufzug leicht zu erreichen. Die neu fertiggestellte Penthousewohnung in der Finowstr. bietet einen atemberaubenden Blick über ganz Berlin.\nIn der gesamten Wohnung genießen Sie ein wunderschönes Licht und die beiden Terrassen ermöglichen Ihnen an schönen Tagen eine angenehme Zeit im Außenbereich. Hinzu kommt noch die 30 m2 große Dachterrasse.\nKontaktieren Sie uns jetzt, um mehr zu erfahren.', 'Das Objekt befindet sich im Herzen Berlin Friedrichhains , einem der beliebtesten Kieze der Stadt in unmittelbarer Nähe zum Boxhagener Platz und zur belebten Simon-Dach-Straße. Die lebendige Nachbarschaft lockt mit zahlreichen Bars, Restaurants, Cafés und Geschäften, die vom täglichen Bedarf bis hin zum alternativen Berliner Schick alles bieten, was das Herz begehrt! Die Finowstraße selbst ist dabei ruhig in idealer fußläufiger Entfernung zur U-Bahn Samariterstraße gelegen. Tram und S-Bahn komplettieren die hervorragende Anbindung an den öffentlichen Transport im Bezirk.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;120;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;;2018;;
2020-05-24 20:40:54.928857;Berlin;district_heating;63078;n;y;https://pictures.immobilienscout24.de/listings/a1277cb6-c30c-4ddc-b726-77ef7e1a24f9-1370715972.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;12.24;1900;12.24;118640421;district_heating;n;false;y;Berlin;y;6;1;307.8;53;energy_consumption;6.53;57.78;Berlin;10825;well_kept;no_information;false;no_information;"Badensche Stra&szlig;e";n;Badensche_Straße;no_information;10825;2;n;2,active;Deutschland;standard;wohnung_kauf;y;3;true;001.63078;269000;profile0;4;2;true;n;;n;n;Schöneberg_Schöneberg;118640421;2;Berlin;/expose/118640421;['Die hier angebotene Wohnung befindet sich im Gartenhaus 3.0G in einen sehr aufwendigen modernisierten Stuckaltbau.\nWie im Bild zu sehen ist , ist der Eingangsbereich mit\nstilvoller Holztäfelung, Deckenmalerein mit Blattgold und Granit mit einem schmiedeeisernen Aufzug, beleuchteter Fassade, im Innenhof einen weißen 2m Engelsfigur etc.\nIm angegebenen Hausgeld sind alle Nebenkosten wie z.B. Heizung und Warmwasser enthalten.', 'Die helle, sonnige Zwei-Zimmer -Wohnung verfügt über eine Logia, abgezogene Dielen, Wannenbad mit Fenster,Küche mit Spüle und Herd,Keller, Kabel etc..', 'Es ist eine gute Wohnlage mit Einkaufsmöglichkeiten\nund einer guten Vehrkehrstrucktur.', 'Für weitere Fragen, oder einen Besichtigungstermin stehen wir Ihnen gerne zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;103;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;57.78;;;
