timestamp;obj_regio1;obj_heatingType;ga_cd_via_qualified;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_noParkSpaces;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_groupnumber;evt_count_pm_sig;obj_energyEfficiencyClass;obj_usableArea;obj_lastRefurbish;obj_galleryAd;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_project_id;obj_nbp
2020-05-24 21:22:41.788342;Berlin;gas_heating;;ONE_YEAR_FREE;18306883;n;y;https://pictures.immobilienscout24.de/listings/508ab80b-a177-490d-ae13-9231a0e5b499-1322905439.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;10.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1950;REGULAR;10.3;111737316;;gas;y;false;MagentaZuhause L;n;Berlin;y;5;1;266.19;7;energy_required;4.2;48.62;Berlin;14167;well_kept;normal;false;100 MBit/s;outside;"Echtermeyer Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Echtermeyer_Straße;raised_ground_floor;14167;2;231.6;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.408232e0-fe8f-4a25-a54e-450c03d6e932;230000;profile0;3;2;true;n;n;n;Zehlendorf_Zehlendorf;201;2;Berlin;/expose/111737316;['Diese schöne, gepflegte Wohnung Hochpaterre gelegen kann ab sofort käuflich erworben werden. Zu der Wohnung zählen zwei geräumige und gut geschnittene Zimmer. Ein aktueller Energieausweis liegt vor. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen steht außerdem eine Einbauküche zur Verfügung. Das Badezimmer ist mit einer Dusche ausgestattet und auch findet die Waschmaschine Platz im Badezimmer.\n\nGerne vereinbaren wir mit Ihnen ein Besichtigungstermin!', 'In der Einbaubauküche sind moderne Küchengeräte integriert, die zur Küche gehören, im Bad befindet sich eine moderne Dusche, die der aktuelle Eigentümer einbauen lassen hat', 'begrünte Seitenstraße (Sackgasse), 15min Fußweg bis zum S-Bahnhof Zehlendorf, ruhig gelegen, Sie erreichen den Potsdamer Platz und auch den Flughafen Tegel in nur 20 Autominuten, Einkaufsmöglichkeiten, Kitas und Schulen runden die Umgebung ab,', 'Die Wohnung ist vermietet und die Mietzahlung erfolgt immer pünktlich, alle Informationen und Unterlagen erhalten Sie bei Interesse'];;showqualicontactform;;48.62;2018;;;;;
2020-05-24 21:22:42.157628;Berlin;central_heating;;ONE_YEAR_FREE;277060;n;y;https://pictures.immobilienscout24.de/listings/27916749-5d78-4c0d-a4f6-c00fc8a59200-1298419757.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.12;40 MBit/s;telekom_layer_magenta_l;über VDSL;1959;REGULAR;11.12;111833554;;district_heating;n;false;MagentaZuhause L;y;Berlin;y;6;2;229.9;1;;6.13;67.9;Berlin;10585;negotiable;no_information;false;100 MBit/s;outside;"Loschmidtstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Loschmidtstraße;raised_ground_floor;10585;2.5;;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.277060;255983;profile0;5;2;true;n;n;n;Charlottenburg_Charlottenburg;111833554;3;Berlin;/expose/111833554;['Herd/Spüle/Wannenbad\nBalkon/Keller\n\nEs handelt sich um eine 2,5 Zimmer Wohnung im Hochpaterre.\n\nDie Bilder zeigen den Istzustand der WE.\nDie Wohnung wird gemäß Leistungsbeschreibung neu saniert. Diese legen wir Ihnen bei einem Besichtigungstermin gerne vor. Ankauf saniert         EUR 278.390,--.', 'Loschmidtstraße/Otto-Suhr-Allee dicht U-Bhf Richard-Wagner-Platz'];;showqualicontactform;;58.9;;;;;;
2020-05-24 21:22:42.509591;Berlin;central_heating;true;ONE_YEAR_FREE;16481091;n;y;https://pictures.immobilienscout24.de/listings/e3a0f093-b418-40a0-85c6-c04cdfdb8d0c-1343891677.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;11.48;10 MBit/s;telekom_layer_magenta_m;über VDSL;1900;REGULAR;11.48;111741879;;gas;n;false;MagentaZuhause M;y;Berlin;y;9;1;255.39;53;energy_consumption;7.14;90;Berlin;10245;fully_renovated;no_information;false;50 MBit/s;no_information;"Corinthstra&szlig;e";y;https://padlock.link/iomm;https://padlock.link/mm;Corinthstraße;apartment;10245;3;137.4;n;2,active;true;Deutschland;schaufenster;50 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.16100359;529000;profile0;5;3;true;y;n;n;Friedrichshain_Friedrichshain;5322;4;Berlin;/expose/111741879;['Das Haus in der Corinthstr.53 wurde im Jahr 1900 erbaut und besteht aus 29 Wohnungen. Der größte Teil ist vermietet und ein paar Wohnungen sind bezugsfrei. Heizung und Warmwasser laufen über eine Gaszentralheizung. Die Fassaden und die Hausflure werden neu gestrichen und die Wohnungen im Hinterhaus bekommen Balkone angebaut. Das Vorderhaus hat bereits Balkone. Die Einheiten sind zwischen 25m2 und 142m2 groß und haben zwischen 1 und 5 Zimmern.Benannt ist sie seit dem 31. Mai 1951 nach dem Maler Lovis Corinth (1858-1925). Corinth war Vorstand der Künstlergruppe Berliner Secession und gilt als einer der bedeutendsten Vertreter des deutschen Impressionismus. Vom 23. August 1902 bis zur Umbenennung hieß sie Goßlerstraße, nach dem preußischen Ministerialbeamten Gustav Konrad Heinrich von Goßler (1838-1902).', '- Die Wohnung wird gerade saniert\n- Fahrstuhl wird angebaut\n- Parkettboden\n- Gespachtelte Wände\n- Friedrichshain\n- 3. Obergeschoss\n- Fassaden und Hausflure werden gerade neu gestrichen\n- Innenhof mit Fahrradabstellplätzen\n- Gaszentralheizung\n- Wannenbad\n- Bezugsfrei\n- Gemeinschaftsgarten im 2. Hof wird gerade erneuert\n- Balkon (wird angebaut)', 'Im Bezirk Friedrichshain, in einer ruhigen Seitenstraße gelegen, befindet sich die Corinthstr.53. Ob Joggen an der Spree, Erholung auf einer der weitläufigen Grünflächen oder Familienausflüge zu einer der vielen Spiel- und Sportplätze – in dieser beliebten Gegend kommen sowohl Groß und Klein auf ihre Kosten. Auch das nähere Umfeld bietet neben einer guten Nahversorgung mit einladenden Cafés und Restaurants ein abwechslungsreiches Angebot und ist bei jungen Berlinern wie bei alteingesessenen Anwohnern gleichermaßen beliebt. Mehrere Schulen und Kindergärten machen die Lage ebenfalls sehr familienfreundlich.Angesichts vieler Cafés, Restaurants, Boutiquen undGalerien sowie der Möglichkeit alle Annehmlichkeitendes täglichen Bedarfs fußläufig zu erreichen machendiesen Bezirk zu einer immer beliebter werdendenWohngegend.', 'Haftungsausschluss: Alle Angaben und Darstellungen in dieser Unterlage beruhen auf Angaben des Auftraggebers und wurden mit größter Sorgfalt und so vollständig wie möglich zusammengestellt. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben erfolgen daher ohne jede Gewähr. Diese Unterlage dient der Information und stellt kein vertragliches Angebot dar. Soweit Grundrissgraphiken, Maßangaben und Einrichtungen enthalten sind, dienen diese Einrichtungen einem Beispielcharakter und sind nicht im Kaufpreis mit inbegriffen, weiter wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgraphiken nicht immer maßstabsgetreu sind. Eine Haftung für zukünftige allgemeine wirtschaftliche Entwicklungen, gegenwärtige Immobilienmarkteinschätzungen und zukünftige Immobilienmarktentwicklungen, Änderungen der Gesetzeslage, der Rechtsprechung sowie generell eine Garantie für den Eintritt der in der Unterlage angenommenen, wirtschaftlichen Ergebnisse kann nicht übernommen werden. Auf den baualtersbedingten Zustand wird hingewiesen. Diese Unterlage und die darin enthaltenen Informationen sind ausschließlich für den jeweiligen Empfänger bestimmt. Die unbefugte Weitergabe an Dritte ist untersagt. Die unbefugte Weitergabe der Objektinformationen und das Anbieten des Objektes an bzw. durch andere werden zivil- und strafrechtlich verfolgt. Kaufverhandlungen sind ausschließlich über die Firma Sebastian Faber Immobilien, An der Tränke 54, in 13589 Berlin bzw. deren Beauftragten zu führen. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache möglich. Änderungen und Zwischenverkauf vorbehalten.'];;showqualicontactform;;90;;;;;;
2020-05-24 21:22:42.896058;Berlin;central_heating;;ONE_YEAR_FREE;17069422;n;y;https://pictures.immobilienscout24.de/listings/1ddbbaa7-1b65-41c4-8125-f7b0a7903761-1299603240.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1938;REGULAR;11.37;111703681;;no_information;y;false;MagentaZuhause L;y;Berlin;n;6;1;185;no_information;no_information;5.8;49;Berlin;10707;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10707;2;;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007821175;255000;profile0;;2;true;n;n;n;Wilmersdorf_Wilmersdorf;ISDUS12;2;Berlin;/expose/111703681;['Im Jahre 1938 errichteter fünfgeschossiger Neubau befindet sich die 2 Zimmer-Wohnung mit Balkon und den Blick ins Grüne. Die Wohnung befindet sich im  Hochparterre, geht allerdings zum Innenhof raus. Küche und Badezimmer gehen zur Strasse raus und haben eingebaute ins Fassade Rollladen. Wohnzimmer und Schlafzimmer mit Balkon sind zum Süden ausgerichtet und haben freien Blick ins grüne Garten. Im Garten können Sie bei sonnigen Tagen entspannen oder mit Freunden grillen. Alle Fenster und Balkon haben hochwertige ins Fassade eingebaute Rollladen, das dient als zusätzliche Sicherheit, insbesondere wenn man verreist.. Die Wohnung wird komplett renoviert zum Kauf angeboten.   Weitere Fotos und eine Besichtigung erhalten Sie sehr gerne auf Ihre Anfrage!', 'Die Wohnung liegt in der ruhigen Strasse unweit von Olivaer Platz entfernt. Fehrberliner Platz mit dem Park ist auch fast um die Ecke. Der U-Bahn Adenauer Platz ist innerhalb 10 Minuten zu Fuß erreichbar.\nDie Geschäfte für den täglichen Bedarf, sowie Schulen, Kitas und Ärzte befinden sich in unmittelbarer Umgebung. Der Stadtring ist wenige Autominuten entfernt. Die Anbindung an den öffentlichen Nahverkehr ist durch Busse und den S-Bahnhof Charlottenburg als gut zu bezeichnen.'];;;;;;;;;;
2020-05-24 21:22:43.331156;Berlin;district_heating;;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/1742e438-9eac-4ab2-a492-dcfc4fc5a024-1296982583.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;11.73;111723181;;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;;18 A;;5.75;79.44;Berlin;12157;no_information;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Straße;apartment;12157;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;379000;profile0;;3;true;n;n;n;Steglitz_Steglitz;Schönhauser18-5;3;Berlin;/expose/111723181;['Der denkmalgeschützte Altbau ist gepflegt.', '- Bad mit Fenster\n- vermietet\n- 1. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten, der Walther-Schreiber-Platz und die Schloßstraße die mit allem ausgestattet ist was die Shoppingwelt zu bieten hat.\nIn der unmittelbaren Umgebung gibt es Schulen und auch zur Uni ist es nicht weit.', 'Die monatliche Nettokaltmiete beträgt 742,74 €.'];0;showqualicontactform;;;;;;;;
2020-05-24 21:22:43.686586;Berlin;central_heating;;ONE_YEAR_FREE;145924;n;y;https://pictures.immobilienscout24.de/listings/7f895729-6664-4511-ba72-608c736ae5e6-1297889885.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;9.33;40 MBit/s;telekom_layer_magenta_l;über VDSL;1996;REGULAR;9.33;111791750;;gas;y;false;MagentaZuhause L;y;Berlin;y;5;5;350.64;no_information;energy_consumption;5.86;70;Berlin;13156;well_kept;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13156;2;126;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.145924;222000;profile0;4;2;true;n;n;n;Rosenthal_Pankow;10263;3;Berlin;/expose/111791750;['Die Wohnung befindet sich im dritten Obergeschoss eines im Jahre 1996 erbautem Haus. Die gesamte Anlage ist gepflegt und die Wohnung befindet sich in einem sehr guten Erhaltungszustand. Alle Räume sind vom Flur zu begehen, die Küche liegt nach Nordwest zur Gartenseite. Einbaumöbel sind vorhanden, des Weiteren ist das Bad sehr geräumig und mit einer Badewanne ausgestattet. Das Wohnzimmer mit dem Erkerbereich und großen Fenstern ist nach Westen ausgerichtet. Das Schlafzimmer liegt ebenfalls nach Nordosten. Ein großer Abstellraum und ein Balkon komplettieren das Angebot.', '- Wohnzimmer mit Balkon\n- Schlafzimmer zum Innenhof\n- Wohnküche\n- Wannenbad \n- Abstellraum im Flur\n- Kellerabteil', 'Der Heegermühler Weg kreuzt die Germanenstraße und liegt in Wilhelmsruh. Das Umfeld ist städtisch geprägt durch alte und neue Mehrfamilienhäuser mit großen umgebenden Grünflächen. Alle Gelegenheiten des täglichen Bedarfs sind bequem zu erreichen. Die Lage ist seit Langem im Aufschwung und es deutet sich an, dass sich in Zukunft das Wohnniveau weiter durch ein knappes Angebot und steigende Preise auszeichnen wird. Alle Besorgungen lassen sich um die Ecke erledigen und die öffentlichen Verkehrsmittel fahren praktisch bis vor der Haustür.', 'Bei Abschluss des Kaufvertrages beträgt die vom Erwerber zu zahlende Maklerprovision 7,14% inkl. gesetzlicher Mehrwertsteuer vom beurkundeten Kaufpreis. Die in diesem Angebot genannten Daten stammen vom Eigentümer/Verkäufer, insofern können wir für die Richtigkeit der Angaben keine Haftung und/oder Gewährleistung übernehmen. Irrtum und Zwischenverkauf vorbehalten.'];;showqualicontactform;D;5;;;;;;
2020-05-24 21:22:44.105878;Berlin;district_heating;;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/93db4f2d-9d40-4bde-a31b-76741705237b-1296938899.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;11.73;111719944;;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;;18 A;;5.75;83.5;Berlin;12157;no_information;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Straße;apartment;12157;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;389000;profile0;;3;true;n;n;n;Steglitz_Steglitz;Schönhauser18-4;4;Berlin;/expose/111719944;['Der denkmalgeschützte Altbau ist gepflegt.', '- Loggia\n- Bad mit Fenster\n- vermietet\n- 1. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten, der Walther-Schreiber-Platz und die Schloßstraße die mit allem ausgestattet ist was die Shoppingwelt zu bieten hat.\nIn der unmittelbaren Umgebung gibt es Schulen und auch zur Uni ist es nicht weit.', 'Die monatliche Nettokaltmiete beträgt 628,06 €.'];0;showqualicontactform;;;;;;;;
2020-05-24 21:22:44.496270;Berlin;self_contained_central_heating;;ONE_YEAR_FREE;1230634;n;y;https://pictures.immobilienscout24.de/listings/84aa28f7-629f-4715-9bcc-5cd8e7226d34-1348469150.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.44;40 MBit/s;telekom_layer_magenta_l;über VDSL;1905;REGULAR;10.44;111738451;;gas;n;false;MagentaZuhause L;y;Berlin;y;8;1;265;no_information;energy_required;7.11;106.47;Berlin;13187;well_kept;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13187;3;102;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1230634;479000;profile0;;3;true;n;n;n;Pankow_Pankow;5261;5;Berlin;/expose/111738451;['Diese helle repräsentative 3-Zimmerwohnung befindet sich in einer schönen 1905 erbauten Gründerzeitvilla. Zwei Zimmer sind mit Flügeltüren miteinander verbunden. Der Erker und  der große Balkon mit Blick ins Grüne laden zum Verweilen ein.\r\nDer Altbau überzeugt durch hochwertige Elemente wie Stuckverzierungen, Parkettfußböden, Holzflügeltüren und Kassettendoppelfenster.\r\nAuch das Treppenhaus und der begrünte Innenhof wurden gut gepflegt und sind in einem hervorragenden Zustand. Die Deckenhöhe liegt bei 3,40 m. \r\n\r\nDaten zur Vermietung:\r\nMietbeginn 01.01.1998\r\nAktuelle Nettokaltmiete pro Monat 611,86 €\r\nJahresnettokaltmiete 7342,32 €\r\nRendite 1,53%\r\nTeilungserklärung 03.07.2012', 'Für eine Besichtigung stehen wir gern zur Verfügung. Alternativ haben wir eine Vielzahl an Dachrohlingen im  Angebot. Fragen Sie uns, wenn für Sie ein Dachgeschossausbau interessant ist! Wir beraten Sie gern!'];;showqualicontactform;;;;;;;;
2020-05-24 21:22:44.953166;Berlin;district_heating;;ONE_YEAR_FREE;17174552;n;n;https://pictures.immobilienscout24.de/listings/a2aadc38-181f-4ba4-91bf-a36b5a73f24d-1370134381.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;1957;REGULAR;11.48;111682601;;district_heating;n;true;MagentaZuhause L;y;Berlin;n;8;2;;no_information;energy_consumption;7.14;70.71;Berlin;10243;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10243;3;158.7;n;2,active;true;Deutschland;schaufenster;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007947300;410000;profile0;4;3;true;n;n;n;Friedrichshain_Friedrichshain;499073;3;Berlin;/expose/111682601;"['Die im leicht erhöhten Erdgeschoss gelegene moderne 3-Zimmer-Wohnung bietet auf circa 71 Quadratmeter Wohnfläche ein hochwertiges Wohnambiente. Beim Typ ""Modern"" wurden die Wohnungen umfassend saniert. Die Raumkonzeption folgt einer funktionalen Einteilung, denn von der Diele gehen alle Zimmer einzeln ab. Schöne Parkettböden und das Tageslicht-Badezimmer mit seinen Marken-Armaturen sowie der Badewanne sorgen für eine angenehme Wohnatmosphäre. Die drei Zimmer sind hell und bieten viele Gestaltungsmöglichkeiten. Die Wohnung ist bezugsfrei. Hier können Sie sofort einziehen und Ihr Nest in der Hauptstadt genießen. \r\n\r\nSüdlich vom Strausberger Platz und dem Frankfurter Tor entstand nach dem Zweiten Weltkrieg ein modernes Quartier nach den Leitmotiven der durchgrünten Stadtlandschaft. Nur neun Fahrradminuten östlich vom Alexanderplatz gelegen, ist der Komplex ideal innerhalb der neuen städtischen Koordinaten verortet, denn neben den nahegelegenen Kiezen, dem Boxhagener Platz sowie Comeniusplatz sind es nur wenige Minuten bis ans Spreeufer, zum neuen Quartier rund um die Mercedes-Benz Arena und zur East Side Gallery.\r\n\r\nEin weiteres Highlight ist die perfekte Anbindung an sämtliche Bezirke, denn nur drei Gehminuten liegt die U-Bahnstation Weberwiese entfernt. Es hält die U5 von Hönow kommend mit dem Ziel Alexanderplatz, wo es Umsteigemöglichkeiten zur S-Bahn, Regionalbahn und Tram gibt. Zukünftig wird die U5 bis zum Hauptbahnhof verkehren. Ferner sind es vom 54 East nur acht Minuten mit dem Fahrrad bis zum Volkspark Friedrichshain, 950 Meter zum Simon-Dach-Kiez und 35 Autominuten bis zum Hauptstadtflughafen BER.', '-    Wohnzimmer\r\n-    Schlafzimmer\r\n-    1 weiteres Zimmer, z.B. Kinder- oder Arbeitszimmer\r\n-    Küche mit Speisekammer\r\n-    Badezimmer mit Fenster und Badewanne\r\n-    Abstellraum im Flur', '-    Zentral gelegen in Friedrichshain nahe Karl-Marx-Allee\r\n-    Ca. 3 Gehminuten zu der U 5-Station Weberwiese und ca. 8 min zum Frankfurter Tor \r\n-    Ca. 10 min mit der U-Bahn bis Alexanderplatz und 13 Gehminuten bis Ostbahnhof\r\n-    Ca. 8 min mit dem Rad bis zum Volkspark Friedrichshain\r\n-    Ca. 950 m zum Simon-Dach-Kiez mit vielseitiger Restaurant- und Cafészene\r\n-    Verschiedene Super- und Drogeriemärkte (Edeka, Aldi, Rossmann u.a.) fußläufig in ca. 7 bis 12 min. erreicht.\r\n', 'Showroom-Öffnungszeiten\r\n\r\nFr. 15:00 bis 18:00 Uhr und Sa. + So. 12:00 bis 15:00 Uhr\r\n\r\nAnschrift:\r\nWedekindstraße 24, 10243 Berlin\r\n']";0;showqualicontactform;;;;disabled;;;78151;true
2020-05-24 21:22:45.300483;Berlin;central_heating;;ONE_YEAR_FREE;17689537;n;n;https://pictures.immobilienscout24.de/listings/c73714d3-a4cf-497f-8a6f-29c17fa483fc-1296175001.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;9.93;40 MBit/s;telekom_layer_magenta_l;über VDSL;1902;REGULAR;9.93;111655771;1;gas;n;false;MagentaZuhause L;n;Berlin;n;7;1;332.7;21;energy_consumption;5.47;114.54;Berlin;13469;well_kept;no_information;false;100 MBit/s;outside;"F&uuml;rst-Bismarck-Str.";n;https://padlock.link/ioml;https://padlock.link/ml;Fürst-Bismarck-Str.;ground_floor;13469;4;136;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;399000;profile0;3;4;true;n;n;n;Waidmannslust_Reinickendorf;FBS21_WE3R;5;Berlin;/expose/111655771;['ABSOLUT REPRÄSENTATIVER UND GEPFLEGTER ALTBAU!\n\nBei dieser Immobilie (Denkmalschutz) handelt es sich um einen gepflegten und klassischen Altbau bestehend aus einem Vorderhaus (Eckgebäude) mit 13 Einheiten und einer Remise mit 4 Einheiten. Die Remise ist voll unterkellert. Die Immobilie verfügt ebenso über 7 Außenstellplätze.\nDie außergewöhnlich schöne Außenfassade mit den aufwändigen Stuckelementen, die Balkone mit die geschmackvoll renovierten Treppenaufgänge mit den altbautypischen Eingangstüren verdeutlichen die Einzigartigkeit der Immobilie.', 'INTERESSANTE RÄUMLICHKEITEN MIT VIEL POTENZIAL UND EINER GROßEN TERRASSE!\n\nGepflegte Räumlichkeiten in einem repräsentativen Altbau mit Laminatboden, zum Teil erhaltenen Stuckelementen, einfacher Einbauküche mit Fenster und separatem Essbereich, gefliestem Wannenbad mit Fenster sowie einer großzügigen Terrasse. Die Einheit ist direkt von der Straße aus und auch vom Hausflur aus zu begehen. Alle Zimmer verfügen über Außenjalousien. \nEs kann auch zusätzlich ein Außenstellplatz auf dem Hof erworben werden.\nAktuell handelt es sich bei diesem Räumlichkeiten noch um eine Gewerbefläche, die allerdings in Wohnraum umgewandelt werden könnte.', 'ENTSPANNTES ARBEITEN IM GRÜNEN UND IN S-BAHNNÄHE!\n\nDie Immobilie befindet sich in Waidmannslust, einem Ortsteil von Reinickendorf. Die Wohnumgebung ist überwiegend durch Einfamilienhäuser, Doppelhäuser und kleinere Mehrfamilienhäuser geprägt. Der S-Bahnhof Waidmannslust (S 1 und S 26 und diverse Buslinien) ist ca. 7 Minuten zu Fuß entfernt. Von dort gelangen Sie in ca. 20 Minuten in die City. Ebenso ist die Autobahn 114 ist ca. 5 Minuten zu erreichen. Die Infrastruktur ist trotz der eher ruhigen Lage ebenso gut ausgeprägt. Kitas, Schulen, Cafés, Restaurants sowie Einkaufsmöglichkeiten befinden sich in unmittelbarer Wohnumgebung.', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!'];;showqualicontactform;;;;;;;;
