timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_project_id;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_nbp;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_energyType;obj_thermalChar;evt_count_pm_sig;obj_lastRefurbish;obj_groupnumber;obj_galleryAd;obj_usableArea;obj_noParkSpaces;obj_energyEfficiencyClass
2020-05-11 12:14:11.605707;Berlin;gas_heating;ONE_YEAR_FREE;17054652;n;y;https://pictures.immobilienscout24.de/listings/c3d3fac2-15dc-48e8-bf91-e5183ea4203d-1312788502.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;9.52;40 MBit/s;telekom_layer_magenta_l;über VDSL;1913;REGULAR;;9.52;112999432;natural_gas_light;y;false;MagentaZuhause L;n;Berlin;y;11;1;;no_information;4.81;260;Berlin;14195;first_time_use_after_refurbishment;luxury;false;100 MBit/s;outside;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;maisonette;14195;7.5;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.7875a881-8db8-4105-97d6-6a47434aba1e;1899000;profile0;2;5;true;y;n;n;Dahlem_Zehlendorf;112999432;7;Berlin;/expose/112999432;['Durch den separaten Eingang betritt man die geräumige Diele und gelangt über eine stilvolle Treppe in das erste Obergeschoss.\nHier befinden sich neben dem großzügigen Wohn-Esszimmer und der hochwertigen Einbauküche (mit VZUG-Geräten) das Schlafzimmer mit Bad-en-suit und ein Gäste-WC.\nDas weitere Zimmer lässt sich auch noch mit einem breiten Durchgang mit dem Wohnzimmer verbinden.\n\nVon der Küche aus ist der ca. 30m² große Balkon mit Süd-Ost-Ausrichtung betretbar.\n\nIm Dachgeschoss befindet sich ein weiteres Badezimmer mit Dusche (Wanne optional) sowie das großzügige Studio, welches sich auch in 3 bis 4 Zimmer unterteilen lässt.', 'separater Eingang, großer Eingangsbereich, Abstellraum, zwei Bäder mit Duschen und Badewannen, Gäste-WC, hochwertiges Parkett, luxuriöse Einbauküche, großzügige Räume, elektr. Dachfenster im DG, Klimaanlage im DG optional'];energy_consumption;118;showqualicontactform;2020;;;;;D
2020-05-11 12:14:12.122588;Berlin;floor_heating;ONE_YEAR_FREE;15936845;n;y;https://pictures.immobilienscout24.de/listings/4d5c19f9-6fc9-43c5-9013-855af4ba806e-1366843956.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;43;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;2014;REGULAR;;12.19;117987798;;y;false;MagentaZuhause L;n;Berlin;n;9;8;;10;7.44;85;Berlin;10963;mint_condition;sophisticated;false;100 MBit/s;underground_garage;Bernburgerstr.;y;https://padlock.link/ioml;https://padlock.link/ml;Bernburgerstr.;no_information;10963;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01005474902;590000;profile0;5;2;true;n;y;n;Kreuzberg_Kreuzberg;117987798;4;Berlin;/expose/117987798;['Schöne helle Wohnung an einer ruhigen Strasse nähe Potzdammer Platz', 'Küche, Tiefgaragenplatz,Holzboden', 'NÄHE POTZDAMMER PLATZ'];no_information;;showqualicontactform;2014;;;85;1;
2020-05-11 12:14:12.524267;Berlin;gas_heating;ONE_YEAR_FREE;18392812;n;y;https://pictures.immobilienscout24.de/listings/04992c86-e680-4586-bdf7-86bf22654110-1366886341.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;2000;REGULAR;;11.48;117992183;gas;n;false;MagentaZuhause L;y;Berlin;y;7;5;150;no_information;7.14;67;Berlin;10249;fully_renovated;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10249;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;3;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.817f69d7-d279-43eb-a227-a10601616d09;345000;profile0;5;2;true;n;n;n;Friedrichshain_Friedrichshain;FB 02;3;Berlin;/expose/117992183;['Die Wohnung befindet sich im 3.OG in einer ruhigen Seitenstrasse, im Gartenhaus mit Süd-Balkon ohne Lift.\nDie Wohnung ist hell, da von beiden Seiten Fenster vorhanden sind, siehe GR.\nEs handelt sich um einen typischen Berliner Altbau der Anfang der 2000 Jahre saniert wurde. Heizung Gas-Zentralheizung mit zentraler Wasseraufbereitung.\nUmlagefähige Nebenkosten 2017 p.a. ca. 1.417 Euro\nNichtumlagefähige Nebenkosten 2017 p.a. ca. 340 Euro\nDie Wohnung war bis zum Ende April 2020 eine Mietwohnung, es wird in den Wohnräumen und dem Flur ein neuer Bodenbelag verlegt, das Badezimmer wird komplett neu gemacht, weiterhin wird die Wohnung komplett neu gestrichen, inkl. Türen, alles im Kaufpreis enthalten. Es ist keine Einbauküche vorhanden. Öffentliche Verkehrsanbindung 1 Min. Fußweg!', 'Die Wohnung wird modernisiert verkauft\nim Kaufpreis lt. Eigentümer enthalten\nkomplett neues Bad\nneuer Boden in den Wohnräumen & im Flur\nkomplett neuer Anstrich, Decken, Wände, Türen\nDie Maßnahmen haben noch nicht begonnen, wer jetzt kauft, kann bei der Farb- und Materialauswahl seine Wünsche einbringen', 'Der Petersburger Platz im Berliner Ortsteil Friedrichshain ist ein rechteckiger Platz, der sich parallel zur Petersburger Straße zwischen Mühsamstraße und Straßmannstraße befindet. Der Platz war im Bebauungsplan der Stadt als Platz M der Abteilung XIII² verzeichnet. Am 4. August 1897 wurde er wie die schon existierende, an seiner Längsseite verlaufende Verkehrsstraße nach der damaligen russischen Hauptstadt Sankt Petersburg benannt. Er trug diesen Namen bis zu seiner Umbenennung in Kotikowplatz am 1. September 1982.', 'Anfragen werden nur beantwortet, mit vollständigen Angaben: Name, Anschrift, Rückrufnummer, Email\n\nGerne helfen wir bei Finanzierungsfragen, wir haben beste Kontakte\n\nalle gemachten Angaben sind unter Ausschluss jeder Gewähr/Garantie\nwir übernehmen keine Haftung für die Angaben und verweisen auf unsere AGB'];energy_consumption;125.84;showqualicontactform;2000;;;;;
2020-05-11 12:14:12.870381;Berlin;central_heating;ONE_YEAR_FREE;306124;n;y;https://pictures.immobilienscout24.de/listings/74133b30-089a-41ff-9c54-96b0b90299ed-1366858888.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;12.78;117990139;district_heating;n;false;MagentaZuhause L;y;Berlin;y;10;1;;no_information;7.25;121;Berlin;10557;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10557;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.306124;779000;profile0;5;3;true;n;n;n;Tiergarten_Tiergarten;Wohnung Nr. 10 in der Jagowstraße;6;Berlin;/expose/117990139;['Verkauft wird auf einem in der Mitte der Jagowstraße in BERLIN-MITTE, Ortsteil TIERGARTEN gelegenen Grundstück im repräsentativen Altbau-Vorderhaus – diese komplett sanierte große 3 Zimmer-Wohnung mit Balkon zur Süd-West-Seite. \nDer Altbau wird zeitgleich mit dem Neubau eines Gartenhauses, saniert. Die Wohnung erreichen Sie über die Treppe und über einen neuen an der Hoffassade erbauten Glas-LIFT mit Halbtreppenzugang zur Wohnung.', 'Parkett-Böden, gespachtelte Wände, Holz-Fenster, hohe Türen, hochwertige Bäder, Armaturen und Objekte.', 'Eine künstlich geschaffene Insel mitten in Berlin - das ist Moabit. Umrahmt von der Spree, dem Berlin-Spandauer Schifffahrtskanal, dem Westhafenkanal und dem Charlottenburger Verbindungskanal, ist dieser Urberliner Bezirk durch 25 Brücken mit den umliegenden Stadtteilen verbunden. Moabit liegt in direkter Nähe zum berühmten Tiergarten sowie dem Hauptbahnhof. Im Norden des Stadtteils findet sich der Westhafen, der größte Hafen Berlins. Im Westen grenzt das Charlottenburger Schloss direkt an Moabit. Eine äußerst herzliche Kiezatmosphäre in Verbindung mit diversen kleineren und größeren Grünflächen als auch die hervorragend zentrale Lage zwischen Hauptbahnhof und Charlottenburg, machen Moabit in Berlin-Tiergarten zu etwas ganz Besonderem.', 'HINWEISE:\n\nDieses Angebot erfolgt für den KÄUFER provisionspflichtig. Bei Zustandekommen eines Kaufvertrages berechnet SCHNORR & PARTNER IMMOBILIEN dem Erwerber eine Provision in Höhe von 7,14 % (inkl. 19% Mehrwertsteuer) des beurkundeten Kaufpreises, sofern nicht anders vereinbart. Über die steuerlichen Aspekte informiert Sie Ihr Steuerberater. Auf Wunsch sind wir Ihnen auch gern bei Ihrer Finanzierung behilflich. Alle Angaben beruhen auf den uns vom Eigentümer zur Verfügung gestellten Informationen. Eine Haftung für die Richtigkeit bzw. Vollständigkeit können wir nicht übernehmen. Irrtum und Zwischenverkauf vorbehalten. \n\nFür weitere Informationen senden wir Ihnen gern ein ausführliches Exposé zu. Bitte teilen Sie uns Ihre Telefonnummer und Adresse mit. Für vertiefende Gespräche können wir im Büro gern einen Termin vereinbaren.'];energy_consumption;90;showqualicontactform;2020;10;;;;NO_INFORMATION
2020-05-11 12:14:13.187077;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1145741;n;n;https://pictures.immobilienscout24.de/listings/90314445-02c9-4b4b-aeb8-76048a5ce9e1-1366875660.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;14.43;40 MBit/s;telekom_layer_magenta_l;über VDSL;1907;REGULAR;;14.43;117992495;gas;n;false;MagentaZuhause L;n;Berlin;n;4;1;175.6;2;7.95;55.92;Berlin;13349;well_kept;normal;false;100 MBit/s;no_information;"T&uuml;rkenstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Türkenstraße;ground_floor;13349;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;0;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1145741;189000;profile0;5;2;true;n;n;n;Wedding_Wedding;3026.00010-2;2;Berlin;/expose/117992495;['Attraktiver Berliner Altbau in beliebter Lage im Stadtteil Wedding. Der Stadtteil liegt im Bezirk Mitte. Die Straße ist eine ruhige Nebenstraße.\n\nDie Wohnung liegt im Erdgeschoss des um die Jahrhundertwende errichteten Gebäudes. Sie betreten die Wohnung über den Hausflur. Küche und Wohnzimmer liegen straßenseitig, das Schlafzimmer und das Bad sind zum Hof ausgerichtet. \n\nEin gepflegter grüner Innenhof wertet die Wohnlage auf. Der Hof ist südöstlich gelegen.', 'Aktuell wird die Gasetagenheizung in der Wohnung erneuert. An den Fenstern sind Jalousien angebracht. Durch das Fenster im Badezimmer und den Wohnräumen kommt viel Tageslicht. \n\nWohn- und Schlafzimmer haben einen guten Schnitt.', 'Weding ist ein Berliner Stadtteil, der zum Bezirk Mitte gehört. Dieser ist geprägt durch Gründerzeitbauten und entsprechend vielen Grünflächen. \n\nDie Infrastruktur ist äußerst gut ausgebaut. Öffentliche Verkehrsmittel sind gut erreichbar und Einkaufsmöglichkeiten vorhanden.', 'Sofern Sie Fragen haben oder einen Beratungstermin wünschen, freuen wir uns über Ihren Anruf. Gern kann das Objekt nach Terminvereinbarung besichtigt werden. Da die Wohnung vermietet ist, kann dieser Termin nicht kurzfristig geplant werden. \n\nWeitervermittlung über Makler nicht möglich. \n\nAlle Angaben beruhen auf Informationen Dritter, daher ist eine Haftung ausgeschlossen.'];energy_consumption;149.3;showqualicontactform;;;;;;NO_INFORMATION
2020-05-11 12:14:13.510553;Berlin;central_heating;ONE_YEAR_FREE;15165706;n;y;https://pictures.immobilienscout24.de/listings/d720eb3d-5d77-4b15-8fb2-3ab85ded3f65-1341029441.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;;11.14;114968935;natural_gas_light;y;false;MagentaZuhause L;n;Berlin;y;11;1;;92;6.17;103;Berlin;10435;first_time_use_after_refurbishment;luxury;false;100 MBit/s;no_information;"Knaackstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Knaackstraße;apartment;10435;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01000725059;1153600;profile0;5;3;true;n;n;n;Prenzlauer_Berg_Prenzlauer_Berg;114968935;5;Berlin;/expose/114968935;['Das Gebäude, bestehnd aus Vorderhaus, Seitenflügel, Hinterhaus sowie Garten wurde in Jahren 2018/2019 umfangreich saniert.\n\nDer Bereich des Dachgeschosses wurde vollständig neu erbaut. Dieser verfügt über zwei neue luxuriöse Penthäuser mit großzügigen Dachterrassen.\n\nNeue Aufzugsanlagen wurden für das Vorderhaus sowie für das Hinterhaus geschaffen, sämtliche Treppenhäuser wurden aufwendig saniert. Dazu gehören detailgetreute Treppengeländer im Altbaucharme, gespachtelte Wände, hochwertiger Bodenbelag mit Messingstangen und Messingbriefkästen. \n\nDie neuen Türen und Fenster wurden detailgetreu nachgebaut, die Holzfenster verfügen über eine 3-fach-Verglasung. Die aus Holz bestehende Wohnungseingangstüren verfügen über eine 3-fach-Verriegelung mit entsprechendem Schallschutz. \n\nDie gesamte Elektroversorgung des Hauses, sowie in den einzelnen Wohnungen wurde komplett erneuert. Desweiteren wurden zu den Elektrosträngen auch sämtliche Stränge der Wasser- sowie Abwasserversorgung erneuert. Eine neue Heizungsanlage wurde verbaut. \n\nDas komplette Objekt wurde mit einer Wärmedämmung versehen, dies führt zu einer besonderen Energieeinsparung.', 'Diese hochwertige sanierte Altbauwohnung unterscheidet sich vom Grundriss der anderen Wohnungen des Hauses. Der Altbaucharme wird durch die historischen Stuckelemente an der Decke betont. Die großzügige moderne Küche wurde mit unterschiedlichen Materialien verbaut und bietet genügend Platz um einen Esstisch zu platzieren.\n\nDer großzügige Wohnbereich wird durch ein Durchgangszimmer getrennt, beide Räume verfügen über einen Zugang zum gemütlichen großzügigen Balkon mit einer einzigartigen Aussicht auf die Kulturbrauerei.\n\nDas Schlafzimmer liegt zum ruhigen Innenhof und hat die Besonderheit eines dazugehörigen Ankleidezimmers. Das hochwertige Masterbad ist großflächig in Marmor Optik gefliest, die Bodenebene Dusche wird durch eine Glaswand getrennt.\n\nFußbodenheizung sowie ein großzügiger Zehnder Handtuchwärmer können separat voneinander zum Heizen geschaltet werden.\n\nAuch diese Wohnung verfügt über Eichenparkett und große Flügeltüren nach Maß mit hochwertigen Zimmergarnituren.', 'Die Knaackstraße liegt in einer der gefragtesten Wohnlagen Berlins. Sie wohnen hier ruhig und doch zentral. Das Haus liegt direkt gegenüber der Kulturbrauerei. \n\nDie Kulturbrauerei ist eines der wenigen Industrie-Architekturdenkmäler in Berlin. Auf dem 25.000 m² großen Areal aus dem 19. Jahrhundert befinden sich über 20 Gebäude auf sechs Höfen. Wo früher die Schultheiß-Brauerei (1853-1967) ihr Bier braute, ist nach der Wende ein multikulturelles Zentrum entstanden, das sich zu einer der größten alternativen Kultureinrichtungen Berlins entwickelt hat.\n\nAuch die Verkehrsanbindung ist optimal: Nur wenige Gehminute ist die U-Bahn Eberswalder Straße entfernt, wo Sie mit einer direkten U-Bahn-Verbindung wenige Minuten zum Alexanderplatz haben oder auch die U-Bahnstation Stadtmitte, Potsdamer Platz oder Zoologischer Garten direkt erreichen können. Zum Hauptbahnhof Berlin benötigen Sie etwas 15min, mit dem Auto erreichen Sie in etwa 20 Minuten, den Flughafen Tegel in etwa 30 Minuten sowie den Flughafen Schönefeld in circa 40 Minuten.\n\nDer Kollwitzkiez – benannt nach der Grafikerin und Bildhauerin Käthe Kollwitz – ist eine der beliebtesten Gegenden von Berlin. Die alte Baumasse, zahlreiche Cafés und Restaurants mit Terrassenplätzen schaffen eine beinahe mediterrane Atmosphäre. Um die Knaackstraße erwarten Sie wunderschöne Flaniermeilen mit unzähligen Cafés, Restaurants, Bars, Boutiquen und anderen kleinen Geschäften zum Wohlfühlen. Nahegelegene Super- und Biomärkte, Spielplätze, Galerien, die Kulturbrauerei, die Staatsoper, der Volkspark Friedrichshain sowie der beliebte Wochenmarkt am Kollwitzplatz runden das überwältigende Freizeit- und Kulturangebot ab.', 'www.knaackstrasse92.com\nDirekt vom Eigentümer.'];energy_required;70;showqualicontactform;2019;;;;;
2020-05-11 12:14:13.950974;Berlin;central_heating;ONE_YEAR_FREE;306124;n;y;https://pictures.immobilienscout24.de/listings/3a2a66af-05e9-498a-b0a9-7d6d50bc1c97-1366863554.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;12.78;117990758;district_heating;n;false;MagentaZuhause L;y;Berlin;n;9;1;250;no_information;7.25;76.76;Berlin;10557;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10557;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.306124;521000;profile0;5;3;true;n;n;n;Tiergarten_Tiergarten;Jagowstr. 14 Wohnung Nr. 9;3;Berlin;/expose/117990758;['Verkauft wird auf einem in der Mitte der Jagowstraße in BERLIN-MITTE, Ortsteil TIERGARTEN gelegenen Grundstück im repräsentativen Altbau-Vorderhaus – diese komplett sanierte große 3 Zimmer-Wohnung mit Balkon zur Süd-West-Seite. \nDer Altbau wird zeitgleich mit dem Neubau eines Gartenhauses, saniert. Die Wohnung erreichen Sie über die Treppe und über einen neuen an der Hoffassade erbauten Glas-LIFT mit Halbtreppenzugang zur Wohnung.', 'Gehobene bis sehr gehobene Ausstattung der sanierten Wohnungen und der Dachgeschoss-Wohnungen. Detaillierte Informationen erhalten Sie in der Bauleistungsbeschreibung, die wir Ihnen gern ausreichen werden.', 'Eine künstlich geschaffene Insel mitten in Berlin - das ist Moabit. Umrahmt von der Spree, dem Berlin-Spandauer Schifffahrtskanal, dem Westhafenkanal und dem Charlottenburger Verbindungskanal, ist dieser Urberliner Bezirk durch 25 Brücken mit den umliegenden Stadtteilen verbunden. Moabit liegt in direkter Nähe zum berühmten Tiergarten sowie dem Hauptbahnhof. Im Norden des Stadtteils findet sich der Westhafen, der größte Hafen Berlins. Im Westen grenzt das Charlottenburger Schloss direkt an Moabit. Eine äußerst herzliche Kiezatmosphäre in Verbindung mit diversen kleineren und größeren Grünflächen als auch die hervorragend zentrale Lage zwischen Hauptbahnhof und Charlottenburg, machen Moabit in Berlin-Tiergarten zu etwas ganz Besonderem.', 'HINWEISE: Das Exposé mit der vollständigen Adresse wird nur versendet bei Angabe Ihrer vollständigen Anschrift. Makleranfragen NICHT erwünscht. \n\nDieses Angebot erfolgt für den KÄUFER provisionspflichtig. Bei Zustandekommen eines Kaufvertrages berechnet SCHNORR & PARTNER IMMOBILIEN dem Erwerber eine Provision in Höhe von 7,14 % (inkl. 19% Mehrwertsteuer) des beurkundeten Kaufpreises, sofern nicht anders vereinbart. Über die steuerlichen Aspekte informiert Sie Ihr Steuerberater. Auf Wunsch sind wir Ihnen auch gern bei Ihrer Finanzierung behilflich. Alle Angaben beruhen auf den uns vom Eigentümer zur Verfügung gestellten Informationen. Eine Haftung für die Richtigkeit bzw. Vollständigkeit können wir nicht übernehmen. Irrtum und Zwischenverkauf vorbehalten. \n\nFür weitere Informationen senden wir Ihnen gern ein ausführliches Exposé zu. Bitte teilen Sie uns Ihre Telefonnummer und Adresse mit. Für vertiefende Gespräche können wir im Büro gern einen Termin vereinbaren.'];energy_consumption;90;showqualicontactform;2020;10;;;;NO_INFORMATION
2020-05-11 12:14:14.341660;Berlin;central_heating;ONE_YEAR_FREE;1163286;n;y;https://pictures.immobilienscout24.de/listings/a68d3062-7adf-492c-b898-9eecfd0bdea0-1366877137.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;1919;REGULAR;;12.78;117992786;gas;n;false;MagentaZuhause L;y;Berlin;y;9;1;354;no_information;7.25;122;Berlin;10555;well_kept;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10555;4;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1163286;549000;profile1_customersettings;5;4;true;n;n;n;Tiergarten_Tiergarten;117998888;6;Berlin;/expose/117992786;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 4. OG im Vorderhaus  in einem gepflegten Altbaugebäude aus dem Jahre 1919. Das Haus hat keinen Personenaufzug. The rented apartment is located in the 4. floor in a building of 1919.', 'Die vermietete Eigentumswohnung hat 4 Zimmer mit Dielenböden und Stuckdecken. Es gibt ein Wannenbad mit Fenster. Die Wohnung hat einen Balkon. Die Küche hat Platz für einen Eßplatz. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an. \nThe rented dwelling has 4 rooms. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in klassischer Lage Berlin Tiergarten, nahe der Spree. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Tiergarten. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];energy_consumption;128;showqualicontactform;;;;;;
2020-05-11 12:14:14.689389;Berlin;central_heating;ONE_YEAR_FREE;1163286;n;y;https://pictures.immobilienscout24.de/listings/455e98b5-f1cd-4433-a8ee-d500b7b9e594-1366882664.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.24;10 MBit/s;telekom_layer_magenta_m;über VDSL;1918;REGULAR;;12.24;117993777;oil;n;false;MagentaZuhause M;y;Berlin;y;6;1;164;no_information;6.53;62;Berlin;10823;well_kept;normal;false;50 MBit/s;no_information;no_information;n;https://padlock.link/iomm;https://padlock.link/mm;no_information;apartment;10823;2;n;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;y;2;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1163286;299000;profile1_customersettings;4;2;true;n;n;n;Schöneberg_Schöneberg;117900888;3;Berlin;/expose/117993777;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 2. OG in einem Altbaugebäude aus dem Jahre 1918. Das Gebäude hat keinen Personenaufzug.\nThe dwelling is located in the 2. floor in a building of 1918.', 'Die vermietete Eigentumswohnung hat 2 Zimmer mit Dielen und ein Wannenbad mit Fenster. Die Wohnung hat einen ruhigen West-Balkon. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.\nThe dwelling has 2 rooms with wooden floor and a balcony. If you whant more information with fotos, groundplan etc. please send us your name and your post adress.', 'Das Gebäude befindet sich in klassischer Lage Berlin Schöneberg, Akazienkiez. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is in a quiet street of Schöneberg. The U/S-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];energy_required;125.8;showqualicontactform;;;;;;
2020-05-11 12:14:15.015386;Berlin;central_heating;ONE_YEAR_FREE;1163286;n;y;https://pictures.immobilienscout24.de/listings/9f0b2a0d-a8c0-41f1-af0e-074c4d0698a4-1366880994.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;10.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;1957;REGULAR;;10.14;117993618;oil;y;false;MagentaZuhause L;y;Berlin;y;4;2;;no_information;5.19;41;Berlin;14193;well_kept;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14193;1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1163286;185000;profile1_customersettings;4;1;true;n;n;n;Schmargendorf_Wilmersdorf;1179009888;2;Berlin;/expose/117993618;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie bezugsfreie Eigentumswohnung liegt in einem Altbaugebäude aus dem Jahre ca. 1956 im 1. OG im Vorderhaus. The apartment is located in the 1. floor in a building of ca.1956.', 'Die bezugsfreie Eigentumswohnung hat ein Wohn-Schlafzimmer und einen ruhigen West-Balkon. Es gibt ein Wannenbad mit Fenster zur Belüftung. Die Wohnung wird über zentrale Ölheizung beheizt. Die Küche ist mit Einbauschränken und Geräten ausgestattet. Zu der Wohnung gehört ein Keller.\nThe dwelling has 1 room for sleeping and living and a balcony to the west. The bathroom has a buth tub and a window. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in gefragter Lage Berlin Wilmersdorf, nahe dem Kurfürstendamm. Zahlreiche Busverbindungen sind fußläufig erreichbar. In der näheren Umgebung (Berkaer Str. und Roseneck) befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Wilmersdorf. In the near region you have schools and shopping possibilities around.'];energy_consumption;166;showqualicontactform;;;;;;
