timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_numberOfFloors;obj_energyEfficiencyClass;obj_lastRefurbish;ga_cd_via_qualified;obj_galleryAd;obj_groupnumber;obj_noParkSpaces
2020-05-11 12:36:41.720982;Berlin;central_heating;15402574;n;y;https://pictures.immobilienscout24.de/listings/050439ba-2268-44a2-9ae8-6b736d2931bb-1349272258.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;9.97;1913;9.97;115603131;oil;y;false;y;Berlin;y;8;1;343;no_information;;5.62;88;Berlin;14193;well_kept;sophisticated;false;no_information;no_information;n;no_information;raised_ground_floor;14193;2;;n;2,active;Deutschland;premium;wohnung_kauf;n;0;001.15350375;499000;profile0;2;true;n;showqualicontactform;n;n;Schmargendorf_Wilmersdorf;AA;4;Berlin;/expose/115603131;['Letzte Hausrenovierungen: \t2010 Steigleitungen, Dach \n\t2013 Keller, Außenanlagen \n\t2017 Fassade (Denkmal)\nLetzte Renovierung der WE:\t2018\nZimmeranzahl: \t2\nLoggia:\tja, zum ruhigen und weitläufigen Innenhof\nEtage: \tHochparterre\nBad:\tmit Wanne\nEBK:\tja\nBöden:\tEichenparkett im Wohnzimmer, Dielen im Schlafzimmer\n\tFliesenboden in Flur und Küche, Marmorfliesen im Bad\nKeller:\tja\nKabelanschluss: \tvorhanden\nEnergieträger: \tÖlzentralheizung\nEnergieaus:\tnicht notwendig: Denkmal\nTeilgewerbliche Nutzung:\tist erlaubt\nBezugsfrei:\tsofort\nHausgeld: \t343 € (inkl. Heizung und Instandhaltungsrücklage) \nDie hier angebotene Eigentumswohnung befindet sich im Hochparterre eines ca. 1913 - 1915 erbauten Altbaumehrfamilienhaus-Ensembles, welches unter dem Denkmalschutz steht.', 'In der ganzen Wohnung heruntergezogene Decken mit Halogenleuchtmittel.\nDie Wohnung wurde vor wenigen Monaten frisch renoviert. Aus dem einen halben Zimmer haben die Verkäufer für 7.000 € einen begehbaren Schrank gemacht. \nDie Loggia schaut schön ins Grüne. Sehr ruhig und trotzdem zentral und das Hinterhaus hat von außen einen Villencharakter. Der zugewiesene Keller liegt direkt unter dem Erker im Wohnzimmer. Der Keller ist sehr trocken!\nHaus:\nDie Beheizung und die Warmwassererzeugung erfolgen über eine Zentralheizung.\nDie Steigleitungen und das Dach wurden ca. 2010 saniert auch das Treppenhaus wurden in den letzten Jahren gemacht. 2017 wurde die Fassade denkmalgerecht erneuert.', 'Die Wohnung liegt noch in Schmargendorf, nur in 300 m beginnt schon Grunewald! Dieser Ortsteil von Wilmersdorf zeichnet sich vor allem dadurch aus, dass man sowohl den Grunewald als auch den Kurfürstendamm bzw. die Innenstadt in kürzester Zeit erreicht. \nDas gesamte Schmargendorf ist von gepflegten Altbauhäusern mit kleinen Geschäften, Cafés, Restaurants, Seen und kleinen Parkanlagen geprägt. Eine ausgezeichnete medizinische Versorgung durch eine hohe Anzahl niedergelassener Fachärzte bieten eine sehr hohe Lebensqualität mit kurzen Wegen. 5 Minuten zu Fuß zum Hubertussee. Zum Grunewaldsee und Grunewald geht man nur 10 Minuten zu Fuß. In 5 Minuten sind Sie schon im Wiener Café am Roseneck. und in der Umgebung gibt es viele gute Restaurants (Vietnamese, Italiener). Ganz in der Nähe sind die Post, Taxistand, Autobahnanschluss. Ku’damm 5 Minuten mit dem Fahrrad. Schmargendorfer - Einkaufskiez 5 Minuten zu Fuß - Lebensmittel, Bank, Blumenläden, Klamotten, etc.\n\nFür Freizeitaktivitäten bietet das Stadion Wilmersdorf mit Freianlagen, Sporthallen, Frei- und Hallenbad sowie einem Eisstadion sehr viel Auswahl.', 'Ganz wichtig bei der Anfrage: Teilen Sie uns Ihre vollständigen Kontaktdaten: Vor- und Nachnamen, Adresse, Mail und Telefonnummer mit.\n\nSeit einigen Jahren gilt in Deutschland das Geldwäschegesetz. Nach diesem Gesetz ist jedes Immobilienbüro verpflichtet, bei Kontaktaufnahme die Identität des Kunden festzuhalten. \n\nDieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. \n\nDie in diesem Exposé gemachten Angaben beruhen auf Auskünften des Eigentümers oder vorgelegten Plänen und Berechnungen. Wir übernehmen daher keine Haftung, für die hier gemachten Angaben, insbesondere für Flächenangaben, Grundrisse, Lageskizzen sowie wann was und wie im Hause renoviert und saniert wurde, da wir das nicht persönlich überwachen konnten. Dieses Angebot ist freibleibend, ein Zwischenverkauf bleibt vorbehalten.\n\nHinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie Finanzierungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater. Wir stehen Ihnen gerne für Fragen zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;5;;2017;true;disabled;;
2020-05-11 12:36:42.082514;Berlin;central_heating;523356;n;y;https://pictures.immobilienscout24.de/listings/8891c270-c9e3-464b-b6bf-2ee805565412-1308396965.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.74;1912;10.74;112621992;district_heating;y;false;y;Berlin;y;5;1;265;43 D;energy_required;5.44;57;Berlin;12524;mint_condition;sophisticated;false;no_information;"Preussenstra&szlig;e";n;Preussenstraße;maisonette;12524;3;129.5;n;2,active;Deutschland;top;wohnung_kauf;y;0;001.523356;222000;profile0;3;true;y;showqualicontactform;n;n;Altglienicke_Treptow;PS/W 2.5;2;Berlin;/expose/112621992;"['Ein Juwel unter den Gartenstädten: die ""Preussensiedlung"" in Alt-Glienicke! Erschaffen von berühmten Baumeistern war sie einst Wegweiser für viele Vorhaben des Reformwohnungsbaus - nun erstrahlt sie im neuen Glanze! Mit Privatgärten, Terrassen und Wohnküchen und einer vor allem effizienten Nutzung der Wohnfläche sind naturnahe, im ""malerischen Landhausstil"", aber dennoch moderne Häuser geschaffen worden. Genießen Sie Gartenstadtromantik in Ihrer eigenen grünen Oase!', 'Wohnen in einem Denkmal-Haus im Grünen mit dem technischen Luxus des 21. Jahrunderts! Lassen Sie sich von den ""Raumwundern"" begeistern: Die Dielenböden in allen Wohnräumen wurden aufgearbeitet bzw. neu verlegt, in den Designer-Bädern sind - passend zur Gartenstadt - zartgrüne Fliesen eingebaut worden. Die Außenfassade wurde mit einer speziellen Putzrezeptur versehen, die eine energetisch hocheffiziente Mineralfaserdämmung auf dem Bestandmauerwerk umhüllt. Zu dem Haus gehört ein Keller. Genießen Sie die Sonne auf der Süd-Gartenterrasse oder im Privat-Garten!', 'Rund um die Preussensiedlung findet man diverse Einkaufsmöglichkeiten; Schulen, Restaurants und Cafe`s sind nur wenige Minuten fußläufig entfernt. Ausgezeichnet ist die Anbindung an die öffentlichen Verkehrsmittel wie S-Bahn und Flughafen Schönefeld.', 'Die Einbauküche ist Bestandteil des Kaufpreises.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;2;;2011;;;5;
2020-05-11 12:36:42.663148;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/32007b1f-1517-45ce-b029-8ce902637e17-1349166899.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.24;1900;11.24;115593424;district_heating;y;false;y;Berlin;y;11;1;;no_information;energy_required;6.16;170;Berlin;10719;first_time_use;luxury;false;no_information;no_information;y;no_information;roof_storey;10719;5;112.9;n;2,active;Deutschland;standard;wohnung_kauf;n;5;002.01000690340;1600000;profile0;5;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;319+;7;Berlin;/expose/115593424;['Das Wohnhaus befindet nahe der Meierottostraße.\n\nDiverse Einkaufsmögflichkeiten sind vorhanden.', '- Deckenhöhe ca. 3,20 m\n- großer Wohn/Essbereich \n- offene Küche mit Einbauküche\n- Parkett\n- Wannenbad \n- Duschbad\n- Terrasse ca. 28 m²\n- bodentiefe Fenster\n- Kamin\n- Kellerraum', '- zum U-Bahnhof Spichernstraße sind es ca. 7 Gehminuten\n\n- zum Kurfürstendamm sind es ca. 5 Gehminuten'];;;;;;;;;;;;;;;;;;;;;
2020-05-11 12:36:43.139965;Berlin;central_heating;679265;n;y;https://pictures.immobilienscout24.de/listings/78990b74-fd75-4015-8e03-b3edee531ed8-1359284565.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;33;12.1;1958;12.1;115561124;gas;y;false;n;Berlin;y;6;2;204;no_information;energy_required;7.07;53.22;Berlin;10783;fully_renovated;sophisticated;false;outside;no_information;n;no_information;no_information;10783;2;130.8;n;2,active;Deutschland;standard;wohnung_kauf;n;2;001.679265;275000;profile0;2;true;y;showqualicontactform;n;n;Schöneberg_Schöneberg;246;2;Berlin;/expose/115561124;['Helle, ruhig gelegene Zweizimmerwohnung im 2.OG (kein Lift) mit einer Ost-Westausrichtung in bezugsfertigem Zustand.\nDer angebotenen Kfz-Stellplatz muß nicht erworben werden.', '-komplett neue Isolierglasfenster\n-neue Einbauküche mit\n *neuem E-Herd/Cerankochfeld\n *neuer Kühl-Gefrierkombination\n *Dunstabzughaube 90cm breit\n *Geschirrspüler\n *Küchentisch\n *praktischem Einbauregal\n *Arbeitsplatte teilweise 70 cm breit\n-neu gespachtelte Wände\n-Duschbad mit \n *Handtuchheizkörper\n *Platz und Anschlüsse für Waschmaschine\n *Glastür zur Dusche\n-W-Wasser per Durchlauferhitzer (Gas)\n-Westbalkon\n-Parkettboden\n-Raumhöhe ca. 2,57m\n-Garderobenbereich\n-Abstellbereich hinter Rollo\n-Zusatzschloss (Querriegel)\n-Kellerabteil', 'Zentrale Schöneberger Lage in einer ruhigen Nebenstraße der Potsdamer Straße, unweit der U- und S-Bahnstationen Kleistpark, Yorkstraße. Wenige Schritte zum Winterfeldtplatz. Gute Anbindung an den ÖNPV bei kurzen Wegen für den Motorisierten zur Stadtautobahn.', 'BITTE BEACHTEN SIE:\nDAS VERSENDEN DES EXPOSÉS, BZW. DAS VEREINBAREN VON BESICHTIGUNGSTERMINEN ERFOLGT NUR DANN, WENN UNS DIE POSTALISCHE ANSCHRIFT UND DIE RUFNUMMER DES SUCHENDEN BEKANNT SIND.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;5;NO_INFORMATION;2020;;;;1
2020-05-11 12:36:43.499065;Berlin;no_information;116879;n;y;https://pictures.immobilienscout24.de/listings/964376f3-2590-45ad-bdda-eaf6c817387c-1349172924.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;10.94;;10.94;115594058;no_information;n;false;n;Berlin;y;10;;;no_information;;5.34;142.8;Berlin;12249;no_information;sophisticated;false;no_information;no_information;y;no_information;no_information;12249;4.5;;n;2,active;Deutschland;premium;wohnung_kauf;n;2;001.116879;761300;profile0;4;true;n;showqualicontactform;y;n;Lankwitz_Steglitz;P766;6;Berlin;/expose/115594058;['Diese intelligent geschnittene Familienwohnung können Sie als 4 oder 5 Zimmerwohnung ausgestalten. Fussbodenheizung, Parkett, bodentiefe, dreifach verglaste Fenster mit elektrischen Rollläden, Markensanitärausstattung in den Bädern und ein Stellplatz in der Tiefgarage versprechen einen Wohnkomfort, der kaum Wünsche offen lässt. Die Fertigstellung dieser Wohnung ist für März 2023 geplant, auf die Grundrisse können Sie somit noch Einfluss nehmen. ', '- Fussbodenheizung\n- 2 Balkone\n- bodentiefe Fenster mit elektrischen Rolläden\n- Parkettböden in den Wohn- und Schlafräumen\n- Stellplatz in der Tiefgarage', 'In grüner, sehr angenehmer Wohnlage offerieren wir Ihnen dieses Immobilienangebot, unweit des S- und Regionalbahnhofes Lichterfelde Ost. Der nahegelegene Kranoldplatz bietet Ihnen diverse Einkaufsmöglichkeiten, z.B. Butter Lindner, Biomarkt, mehrere Supermärkte und diverse Fachgeschäfte. Auch Ärzte, Optiker und Bankfilialen sind hier angesiedelt. Damit haben Sie eine nahezu vollständie Versorgungsinfrastruktur fussläufig entfernt. Mit der Regionalbahn erreichen Sie den Potsdamer Platz in ca. 12, den Hauptbahnhof in ca. 15 Minuten.'];;;;;;;;;;;;;;false;3;;;true;;;1
2020-05-11 12:36:43.814753;Berlin;central_heating;523356;n;y;https://pictures.immobilienscout24.de/listings/e14566ca-0c6f-4362-8028-2513ba4084b9-1349265447.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;22;10.47;1874;10.47;115602372;district_heating;n;false;y;Berlin;y;11;1;521;27;energy_required;6.36;197;Berlin;13187;mint_condition;luxury;false;underground_garage;"Neue Sch&ouml;nholzer Stra&szlig;e";y;Neue_Schönholzer_Straße;loft;13187;2.5;78.2;n;2,active;Deutschland;standard;wohnung_kauf;y;4;001.523356;1085000;profile0;2;true;y;showqualicontactform;y;n;Pankow_Pankow;AM/1.16;7;Berlin;/expose/115602372;"['Aus der ""Alten Mälzerei"" in Pankow wurden - neben den ""Hesperidenhöfen"" und Floratürmen"" - auch die ""Minervasuiten"": Hinter Zinnen, Rundbögen und Arkaden sind traumhafte Wohnräume geschaffen worden! Deutsche Geschichte wurde mit der griechischen Mythologie, traditioneller Baukunst und modernster Technik raffiniert verbunden.', 'Tauchen Sie in die Leichtigkeit des Südens ein: Über die Freitreppe, vorbei am Amphitheater und durch den privaten Loungebereich, erreicht man per Fahrstuhl bequem das großzügige Loft: In allen Wohnräumen ist klassisches Echtholzparkett in Eiche verlegt, in den Bädern elegante Natursteinfliesen. Sensationell ist die Wellness-Kuppel mit Traum-Badezimmer, Ankleideraum und einer im Schlafzimmer frei stehender Badewanne! Einzigartig ist der offene Wohnbereich mit Galerieebene und dem Rundgewölbe eines ehemaligen Schornsteins der Mälzerei. Genießen Sie von Ihrer großen West-Dachterrasse den Blick über Pankow!', 'Ruhig und grün gelegen, eingebettet in eine\numfangreiche Infrastruktur mit diversen\nEinkaufsmöglichkeiten, Cafes, Restaurants, Schulen, Kindergärten, Parkanlagen usw.! Innerhalb weniger Minuten erreicht man fußläufig S- und U-Bahn, der ABahnanschluß A 114 ist nur 2 km entfernt.', 'Hinweis: der TG-Stellplatz ist nicht im Kaufpreis enthalten. Das Hausgeld für den TG-Stellplatz beträgt 29 €/Monat.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;4;;2010;;;;1
2020-05-11 12:36:44.188543;Berlin;central_heating;14544073;n;n;https://pictures.immobilienscout24.de/listings/7642313f-5d9e-4de1-aaff-eafec0575c39-1349170013.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.01;1910;12.01;115593708;gas;n;false;y;Berlin;n;6;1;;.;energy_required;7.88;51.98;Berlin;10963;need_of_renovation;no_information;false;no_information;"M&ouml;ckernstra&szlig;e";n;Möckernstraße;ground_floor;10963;1.5;175.5;n;2,active;Deutschland;standard;wohnung_kauf;n;0;002.01000690340;289000;profile0;1;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;221+;2;Berlin;/expose/115593708;['Das Wohnhaus befindet sich in einer Nebenstraße der Yorckstraße.', '- große Wohnküche\n- Wannenbad', '- in wenigen Minuten mit dem Bus zum S-U-Bahnhof Yorkstraße'];;;;;;;;;;;;;;;;;;;;;
2020-05-11 12:36:44.502515;Berlin;central_heating;431366;n;y;https://pictures.immobilienscout24.de/listings/f56e63c7-5dfe-40a8-ac91-92aec3528569-1349364935.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.71;1998;10.71;115612158;district_heating;y;false;y;Berlin;y;5;5;246.49;2b;energy_consumption;5.2;65.86;Berlin;12437;well_kept;normal;false;garage;Platanenweg;n;Platanenweg;ground_floor;12437;2;71;n;2,active;Deutschland;top;wohnung_kauf;y;0;001.431366;225000;profile0;2;true;n;;n;n;Plänterwald_Treptow;PL_E014-D;3;Berlin;/expose/115612158;['Dieses Haus wurde 1998 in die bereits vorhandene, gewachsene Wohnanlage integriert. Sie besticht durch modernen Wohnkomfort und eine traumhaft grüne Lage.', 'Das Wohnzimmer ist ca. 28 m² groß und sehr schön hell. Die Küche ist vom Flur aus begehbar und führt, ebenso wie das Wohnzimmer, auf die große, sonnige Terrasse. Neben einer Einbauküche (ausreichend viel Stauraum auch eine Spüle, einen Elektroherd, Kühlschrank mit Eisfach) lässt sich ein kleiner Esssbereich einrichten.   \n\nBesonderes Highlight ist das marmorgeflieste Badezimmer mit getrennter Badewanne und Dusche.  \n\nDas ebenfalls großzügige Schlafzimmer ist vom Flur aus zu begehen und bietet ausreichend Platz für ein großes Doppelbett und Kleiderschränke.', 'Wer eine ruhige und grüne Lage sucht, ist hier genau richtig. Ein angenehmes Wohnumfeld und nette Nachbarn sind hier selbstverständlich. Einkaufsmöglichkeiten finden Sie in fußläufiger Nähe. Zum S-Bahnhof Plänterwald läuft man etwa 7 Minuten. Mehrere Buslinien sind in ca. 3 Minuten erreichbar.\nSupermärkte sind fußläufig zu erreichen. In der nahe gelegenen Baumschulenstraße findet man ein reichhaltiges Angebot an Geschäften des tägichen Bedarfs.', 'Die Wohnung ist unbefristet vermietet. Die derzeitige Nettokaltmiete liegt bei 510,-- EUR pro Monat. \n\nZusätzlich zu der Wohnung kann eine Garage für 30.000 EUR erworben werden (nicht im Angebotspreis berücksichtigt). Diese ist zur Zeit für 120 EUR/Monat vermietet.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;3;B;;;;;1
2020-05-11 12:36:44.865943;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/9fafec59-07c0-4f71-b050-7200038ba91d-1349168388.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.12;1920;11.12;115593518;district_heating;n;false;y;Berlin;n;10;1;;.;energy_required;6.13;120.65;Berlin;14057;no_information;no_information;false;no_information;Kaiserdamm;y;Kaiserdamm;roof_storey;14057;3;101.5;n;2,active;Deutschland;standard;wohnung_kauf;n;5;002.01000690340;769300;profile0;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;305+;5;Berlin;/expose/115593518;['Das Wohnhaus befindet sich in einem gepflegtem Zustand.\n\nDer Rohling ist mit allen Versorgungsleitungen versehen.\n\nDiverse Einkaufsmöglichkeiten sind vor Ort vorhanden.', '- Terrasse', '- wenige Minuten mit dem Bus zum U-Bahnhof Kaiserdamm'];;;;;;;;;;;;;;;;;;;;;
2020-05-11 12:36:45.193763;Berlin;central_heating;377811;n;y;https://pictures.immobilienscout24.de/listings/759287ed-27c0-4e53-a5b5-1d8c9d1fa725-1349222839.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.35;1966;11.35;115598727;district_heating;n;false;y;Berlin;y;5;2;232.1;19;energy_consumption;7.53;75.24;Berlin;10243;well_kept;normal;false;no_information;"F&uuml;rstenwalder Str.";n;Fürstenwalder_Str.;apartment;10243;4;91;n;2,active;Deutschland;standard;wohnung_kauf;y;1;001.377811;250000;profile0;4;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;115598727;3;Berlin;/expose/115598727;['Das reine Wohnhaus ist Teil einer kleinen und gepflegten Wohnanlage in zentraler und innerstädtischer Lage.\n\nDie helle und sich in einem gepflegten Zustand befindliche Wohnung ist im 1. OG des reinen Vorderhauses gelegen und verfügt über eine sonnige Ost-West-Ausrichtung.', 'Die wesentlichen Kriterien zu der Wohnung nachfolgend in Kurzform:\n\n- vier separate Zimmer\n- gefliestes Wannenbad mit Fenster\n- großzügiger Balkon mit Westausrichtung \n- Küche\n- Kellerabteil', 'Das Objekt liegt in einer ruhigen Anwohnerstraße zwischen dem Volkspark Friedrichshain und dem U-Bahnhof Strausberger Platz. \n\nDer Alexanderplatz ist innerhalb weniger Gehminuten zu ereichen.', 'Zur Beachtung:\n\nDie Bilder zeigen eine andere Wohnung in dieser Anlage mit dem identischen Grundriss bzw. der identischen Ausrichtung, jedoch in einer anderen Geschoßlage.\n\nMietzinsinformationen:\n\nDer Nettokaltmietzins beträgt aktuell 462,73 EUR/Monat und der monatliche Gesamtwarmmietzins 632,24 EUR .\n\nWohngeldinformationen:\n\nDas monatliche Wohngeld inkl. des Zuführungsanteils zur Instandhaltungsrücklage beträgt 263,45 EUR.\n\nInformation bzgl. der Kündigungsfristen des Mietverhältnisses:\n\nBei etwaig gewünschter Eigennutzung ist die Kündigung des Mietverhältnisses unter Einhaltung der ordentlichen Kündigungsfrist möglich.\n\nDie beträgt neun Monate.\n\nZusätzlich zu berücksichtigende Kündigungssperrfristen bestehen für dieses Objekt nicht mehr.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;4;;;;;;
