timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_noParkSpaces;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_lastRefurbish;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_usableArea;obj_rentSubsidy;ga_cd_developer_virtualreality;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-30 19:21:57.847895;Berlin;district_heating;16472331;n;n;https://pictures.immobilienscout24.de/listings/dc6e34be-b0ff-48cc-a9fd-b9c9ecd8e9b4-1371702264.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;14.43;1905;disabled;14.43;118842372;;district_heating;n;true;y;Berlin;y;4;1;no_information;energy_required;7.95;42.95;Berlin;13351;well_kept;no_information;NO_INFORMATION;false;no_information;no_information;n;no_information;apartment;13351;1;164.4;n;2,active;Deutschland;top;wohnung_kauf;n;0;true;001.16093826;160000;profile0;5;1;true;n;;n;n;Wedding_Wedding;E-00655-RR-20;2;Berlin;/expose/118842372;['++ ca. 43 m² Wohnfläche\n++ 1 Zimmer\n++ Erdgeschoss im Gartenhaus\n++ renovierungsbedürftig\n++ leerstehend, die Arbeiten könnten sofort beginnen\n++ sensationelle Lage im afrikanischen Viertel\n++ Wohnhaus in einem tadellosen Zustand\n\nBesichtigungen können kurzfristig organisiert werden.', 'Die Immobilie ist verkehrsgünstig und dennoch ruhig im Ortsteil Wedding von Mitte gelegen. Vom nahegelegenen U-Bahnhof Seestraße gelangt man mit der U6 in nur 10 Minuten zur Friedrichstraße. Über die Seestraße ist zudem auch die Anbindung an die Stadtautobahn gewährleistet. \n\nUmfangreiche Einkaufsmöglichkeiten und infrastrukturelle Einrichtungen befinden sich in der nahegelegenen Müllerstraße. Der unweit der Immobilie gelegene Schillerpark, die Rehberge und der Plötzensee laden im Sommer zum Verweilen ein. Fußläufig erreichbar sind auch die Beuth Hochschule für Technik und das Charité Campus Virchow-Klinikum.', 'Die Courtage in Höhe von 7,14 % inkl. der gesetzlichen Mehrwertsteuer auf den Kaufpreis ist mit dem Zustandekommen des Kaufvertrages (notarieller Vertragsabschluss) verdient und fällig. Die vermittelnde und/oder nachweisende R & R Consulting GmbH und ggf. deren Beauftragter, erhalten einen unmittelbaren Zahlungsanspruch gegenüber dem Käufer (Vertrag zugunsten Dritter, § 328 BGB).\n\nHinweise: \n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Zwischenvermietung- oder verkauf bleibt vorbehalten. Sollte das von uns nachgewiesene Objekt bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. Die Weitergabe dieses Exposés an Dritte ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus. Im übrigen gelten die allgemeinen Geschäftsbedingungen für die Rechtsbeziehung zwischen Ihnen und der R & R Consulting GmbH. \n\nGwG-Hinweis:\nDie R & R Consulting GmbH ist als Maklerfirma nach § § 1, 2 Abs. 1 Nr. 10, 4 Abs. 3 Geldwäschegesetz (GwG) dazu verpflichtet, vor Begründung einer Geschäftsbeziehung die Identität des Vertragspartners festzustellen und zu überprüfen. Hierzu ist es erforderlich, dass wir die relevanten Daten Ihres Personalausweises festhalten (zB. mittels einer Kopie.)'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;133;;;
2020-05-30 19:21:58.197730;Berlin;central_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/ac235283-3898-40c6-9b55-3549bb8c6879-1371692165.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.14;;disabled;11.14;118840939;1;;y;false;y;Berlin;y;10;;no_information;;6.17;165;Berlin;10409;mint_condition;sophisticated;;false;outside;no_information;n;no_information;maisonette;10409;4;;n;2,active;Deutschland;standard;wohnung_kauf;n;1;true;001.216206;995000;profile0;2;4;true;y;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;118840939;7;Berlin;/expose/118840939;['Die Wohnung befindet sich in einem kleinen Neubau , welcher 2012/2013 errichtet wurde. Die Wohnung erstreckt sich über 2 Etagen und verfügt über eine großzügige Aufdachterrasse.\nIm 1. Obergeschoß befindet sich der großzügige Wohn- Küchenbereich, ein Gäste WC, ein Abstellraum und der Eingangsbereich. Im 2. Obergeschoß haben wir 3 Zimmer , ein Bad, eine Ankleide und einen großzügigen Flur. Über eine Treppe erreicht man die Aufdachterrasse.', 'Stellplatz\nhohe Räume\nEinbauküche\ngroßer Balkon\nAufdachterrasse', 'Die Wohnung befindet sich in einer ruhigen Nebenstraße im Komponistenviertel in einer ruhigen und doch sehr zentralen Lage. Einkaufsmöglichkeiten befinden sich ebenso in der Nachbarschaft wie öffentliche Verkehrsmittel.', 'Für Rückfragen erreichen Sie uns auch gern unter der Rufnummer 0172-3261193.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;170;400;;;
2020-05-30 19:21:58.535161;Berlin;floor_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/67909fc6-6422-446f-a6dd-ffa3ef223344-1371688146.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;10.62;2018;disabled;10.62;118840247;2;district_heating;y;false;y;Berlin;y;11;9;no_information;energy_required;5.96;298;Berlin;10439;mint_condition;luxury;C;false;underground_garage;no_information;y;no_information;penthouse;10439;8;76;n;2,active;Deutschland;standard;wohnung_kauf;n;5;;001.216206;1950000;profile0;5;5;true;n;showqualicontactform;y;n;Pankow_Pankow;118840247;7;Berlin;/expose/118840247;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', 'Aufdachterrasse\nLift\nhohe Räume\nTiefgarage möglich\nFußbodenheizung\nDeckenkühlung\n3 Bäder\nsehr hochw. Einbauküche', 'Berlin-Weißensee an der Grenze zu Pankow und dem Prenzlauer Berg', 'Für Rückfragen erreichen Sie uns unter 0172-3261193.\n\nWeitere Angebote halten wir gern für Sie bereit.'];;;;;;;;;;2020;;;;;;;;
2020-05-30 19:21:59.016171;Berlin;central_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/974304b0-9dd0-4219-83a2-67513bab48bb-1371688012.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;23;11.48;1956;disabled;11.48;118840217;;district_heating;n;false;y;Berlin;y;9;2;no_information;energy_required;7.14;107.6;Berlin;10247;first_time_use_after_refurbishment;sophisticated;D;false;no_information;no_information;n;no_information;roof_storey;10247;4;114;n;2,active;Deutschland;standard;wohnung_kauf;n;5;;001.216206;649000;profile0;5;4;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;118840217;5;Berlin;/expose/118840217;['Der in den 1950er Jahren errichtete Altbau liegt in einer ruhigen Wohnstraße nahe dem belebten Boxhagener Platz und wurde umfassend saniert. \n\nDas Dachgeschoß, welches einen tollen Ausblick über Berlin ermöglicht, ist ausgebaut und kann leer oder vermietet übergeben werden. \n\nInsgesamt haben wir 33 Wohneinheiten, 29 Einheiten als Bestand und 4 Einheiten neu (Dachgeschoß), welche über 3 Hauseingänge erschlossen werden. \n\nZu den ausgeführten Sanierungsarbeiten zählen unter anderem alle Stränge, Treppenhäuser, sowie die Fassade.\n\nVereinbaren Sie einen Termin mit uns und überzeugen Sie sich selbst von dem schönen Haus, sowie der tollen Umgebung.', 'Diese schön sanierte Dachgeschosswohnung bietet vier Zimmer, wovon sich zwei eine Terrasse teilen, die mit einem tollen Blick über Berlin lockt. \n\nViel Lichteinfall und weiß gestrichene sowie verputzte Wände erzeugen ein offenes und freies Raumgefühl.\n\n2 Badezimmer und ein in das Wohnzimmer integrierter Küchenbereich runden das Paket ab und machen diese Wohnung zu einem Ort zum wohl fühlen.\n\n\n- Etagenwohnung\n- Dachgeschoss\n- 4 Zimmer\n- Terrasse\n- hochwertige Materialien\n- kein Aufzug', 'Sehr zentrale ruhige Lage nahe der Boxhagener Straße im Simon - Dach - Kiez. Nur wenige Gehminuten zur U-Bahn Samariterstraße, sowie zu Restaurants/Bars.', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];;;;;;;;;;2019;;;;6;;;;
2020-05-30 19:21:59.355374;Berlin;central_heating;15333889;y;y;https://pictures.immobilienscout24.de/listings/4f75a2dd-389a-4a2e-944d-7f65b4738b90-1371694609.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.19;2020;;12.19;118841070;;gas;n;false;n;Berlin;y;8;9;53;energy_consumption;7.48;69.65;Berlin;10999;first_time_use;sophisticated;;false;outside;"Wiener Stra&szlig;e";n;Wiener_Straße;roof_storey;10999;2;83.1;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;002.01000738787;468000;profile0;5;2;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;118841070;3;Berlin;/expose/118841070;"['Bei der Wohnung handelt es sich um eine neue und\nhochwertige Dachgeschosswohnung, die kürzlich im\nRahmen der Gebäudeaufstockung fertiggestellt wurde.\n\nDas restliche Gebäude wurde 1970 errichtet und 2010 vollständig und energetisch durchdacht saniert.', 'Highlight der Wohnung sind die beiden Terrassen. Die straßenseitige Terrasse/Loggia ist überdacht und bietet einen fantastischen Ausblick über den Görlitzer Park und vom Fernsehturm bis nach Treptow. Die hofseitige Terrasse lädt hingegen zum Sonnen in ruhiger und entspannter Atmosphäre ein. \nDie von allen Seiten lichtdurchflutete Wohnung ist mit hochwertigen Holz- bzw. Fliesenfußböden und\ngehobenen Sanitärobjekten namhafter Markenhersteller ausgestattet. Die Wohnung wird vollständig mit einer Fußbodenheizung beheizt und ein Kaminanschluss ist möglich.\nDie Wohnung hat teilweise eine Deckenhöhe von über 3 m, die für ein großzügiges Raumgefühl sorgt.\nDie Wohnung befindet sich im 4. Obergeschoss ohne Aufzug! Die Genehmigung des Aufzuganbaus wurde von der zuständigen Behörde nicht erteilt.', 'Der Blick auf den ""Görli"" und der Szenebezirk Kreuzberg sprechen eigentlich für sich. Mit Kreuzberg erwartet Sie ein bevorzugtes, kulturell vielfältiges und lebendiges  Wohnumfeld.   \nDie Anbindung an die öffentlichen Verkehrsmittel ist ideal. Schulen, Kitas, Einkaufsmöglichkeiten, zahlreiche Frühstückcafés und Restaurants sind schnell zu erreichen. \nIn unmittelbarer Umgebung befinden sich der Kinderbauernhof im Görlitzer Park, der Landwehrkanal und die Spree - ideale Voraussetzungen für Spaziergänge oder Joggen direkt vor der Tür.', 'Der Erwerb eines Außenstellplatzes ist optional möglich. Der Kaufpreis beträgt 15.000,- €.\nEbenfalls optional möglich ist der Erwerb eines zusätzlichen, abschließbaren Hobbyraums von ca. 16 m².\nDa die Wohnung 2020 fertiggestellt wurde, fällt sie bei einer beabsichtigten Vermietung nicht unter die Mietpreisbegrenzung des Berliner Mietendeckels!!!\nEs handelt sich um die linke Wohnung im\nGrundriss.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;2020;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;69.65;220;;;
2020-05-30 19:21:59.743172;Berlin;central_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/e5ff5bc2-f9e7-41d7-afde-cbee9e1d841a-1371688037.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.48;1956;disabled;11.48;118840222;;district_heating;n;false;y;Berlin;y;7;2;no_information;energy_required;7.11;57.4;Berlin;10247;first_time_use;sophisticated;D;false;no_information;no_information;n;no_information;roof_storey;10247;2;114;n;2,active;Deutschland;standard;wohnung_kauf;n;5;;001.216206;349000;profile0;5;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;118840222;2;Berlin;/expose/118840222;['Der in den 1950er Jahren errichtete Altbau liegt in einer ruhigen Wohnstraße nahe dem belebten Boxhagener Platz und wurde umfassend saniert. \n\nDas Dachgeschoß, welches einen tollen Ausblick über Berlin ermöglicht, ist ausgebaut und kann leer oder vermietet übergeben werden. \n\nInsgesamt haben wir 33 Wohneinheiten, 29 Einheiten als Bestand und 4 Einheiten neu (Dachgeschoß), welche über 3 Hauseingänge erschlossen werden. \n\nZu den ausgeführten Sanierungsarbeiten zählen unter anderem alle Stränge, Treppenhäuser, sowie die Fassade.\n\nVereinbaren Sie einen Termin mit uns und überzeugen Sie sich selbst von dem schönen Haus, sowie der tollen Umgebung.', 'Diese schön sanierte Dachgeschosswohnung bietet drei Zimmer und eine Terrasse, die mit einem tollen Blick über Berlin lockt. \n\nViel Lichteinfall und weiß gestrichene sowie verputzte Wände erzeugen ein offenes und freies Raumgefühl.\n\nEin in das Wohnzimmer integrierter Küchenbereich rundet das Paket ab und macht diese Wohnung zu einem Ort zum wohlfühlen.\n\n\n- Etagenwohnung\n- Dachgeschoss\n- 3 Zimmer\n- Terrasse\n- hochwertige Materialien\n- kein Aufzug', 'Sehr zentrale ruhige Lage nahe der Boxhagener Straße im Simon - Dach - Kiez. Nur wenige Gehminuten zur U-Bahn Samariterstraße, sowie zu Restaurants/Bars.', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];;;;;;;;;;2018;;;;6;;;;
2020-05-30 19:22:00.121566;Berlin;central_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/69f4acea-5e71-4552-a85e-08284f4e6bbb-1371688221.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;11.14;2017;disabled;11.14;118840254;1;district_heating;y;false;y;Berlin;y;11;9;no_information;energy_required;6.17;207;Berlin;10409;mint_condition;luxury;C;false;underground_garage;no_information;y;no_information;penthouse;10409;5;76;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;001.216206;1399000;profile0;5;5;true;n;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;118840254;7;Berlin;/expose/118840254;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', '- Eichenparkett\n- bulthaupt Einbauküche\n- hohe Räume\n- 3-Fachverglassung\n- große Glasfronten\n- große Terrasse\n- Aufdachterrasse\n- Personenaufzug direkt in die Wohnung\n- Keller\n- Tiefgarage (optional)', 'ca. 50m Supermarkt (EDEKA)\nca. 50m Bushaltestelle ( Bus 158 und 255) \nca. 400m Tram Haltestelle (12 / 50/ M2/ M13)\nca. 600m Biomarkt', 'Fragen und Besichtigungen können gern unter 0172-3261193 abgestimmt werden.\n\nWeitere Wohnungen auf Anfrage.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;2018;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;;
2020-05-30 19:22:00.670258;Berlin;floor_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/9713a44d-c40e-4f69-9e25-2ad69a56d53e-1371692181.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;11.14;2018;disabled;11.14;118840932;;district_heating;y;false;y;Berlin;y;11;9;no_information;energy_required;6.17;209;Berlin;10409;mint_condition;sophisticated;C;false;underground_garage;no_information;y;no_information;roof_storey;10409;5;76;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;001.216206;1399000;profile0;5;5;true;n;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;118840932;7;Berlin;/expose/118840932;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', '- flexible Grundrisse\n- Fußbodenheizung\n- Parkettböden\n- Balkon oder Terrasse\n- 3-fach verglaste Holzfenster\n- teilweise HWR und Gäste Bad (nach Wohnungsgröße)\n- Gartenanteil im Erdgeschoss\n- Aufzug\n- Keller\n- Tiefgarage (optional)\n- Gemeinschaftssauna', 'Berlin-Weißensee an der Grenze zu Pankow und dem Prenzlauer Berg', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-30 19:22:01.041030;Berlin;district_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/e157e32e-ea84-40b7-8348-7ee70af8d81e-1371692215.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.64;1996;disabled;10.64;118840917;1;district_heating;n;false;y;Berlin;y;7;5;no_information;;6.15;88.5;Berlin;13088;mint_condition;sophisticated;;false;underground_garage;no_information;n;no_information;roof_storey;13088;3;;n;2,active;Deutschland;standard;wohnung_kauf;n;2;true;001.216206;395000;profile0;2;3;true;n;showqualicontactform;n;n;Weißensee_Weißensee;118840917;4;Berlin;/expose/118840917;['Die Wohnung befindet sich in einer kleinen Stadtvilla im obersten Geschoß. Alle Zimmer sind sep. vom Flur zu begehen. Insgesamt besitzt die Wohnung 4 Balkone wobei zwei direkten unverbaubar auf Wasser blicken.', 'lichtdurchflutete Wohnung\nalter Fußboden wurde professinell entfernt\nWannenbad mit Tageslicht\nbegehbarer Kleiderschrank\n4 Balkone\nhohe Räume\nkeine Durchgangszimmer\nKellerraum\nEventuell ist auch der Erwerb eines Tiefgarageplatzes denkbar', 'Unmittelbat an den Bitburger Teichen gelegen, in einer kleinen Stadtvilla. Das Umfeld ist von kleinen Stadtvillen und Einfamilienhäusern geprägt'];ONE_YEAR_FREE;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;WITH_HYBRID;MagentaZuhause M Hybrid (2);16 MBit/s;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;2020;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd;90;400;;10 MBit/s;50 MBit/s
2020-05-30 19:22:01.457167;Berlin;central_heating;216206;n;y;https://pictures.immobilienscout24.de/listings/13779fe1-a6d2-40be-96ac-c1f3a26de046-1371687992.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;11.48;1956;disabled;11.48;118840206;;district_heating;n;false;y;Berlin;y;9;2;no_information;energy_required;7.14;104.7;Berlin;10247;mint_condition;sophisticated;D;false;no_information;no_information;n;no_information;roof_storey;10247;4;114;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;001.216206;639000;profile0;5;4;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;118840206;5;Berlin;/expose/118840206;['Der in den 1950er Jahren errichtete Altbau liegt in einer ruhigen Wohnstraße nahe dem belebten Boxhagener Platz und wurde umfassend saniert. \n\nDas Dachgeschoß, welches einen tollen Ausblick über Berlin ermöglicht, ist ausgebaut und kann leer oder vermietet übergeben werden. \n\nInsgesamt haben wir 33 Wohneinheiten, 29 Einheiten als Bestand und 4 Einheiten neu (Dachgeschoß), welche über 3 Hauseingänge erschlossen werden. \n\nZu den ausgeführten Sanierungsarbeiten zählen unter anderem alle Stränge, Treppenhäuser, sowie die Fassade.\n\nVereinbaren Sie einen Termin mit uns und überzeugen Sie sich selbst von dem schönen Haus, sowie der tollen Umgebung.', 'Diese schön sanierte Dachgeschosswohnung bietet vier Zimmer, wovon sich zwei eine Terrasse teilen, die mit einem tollen Blick über Berlin lockt. \n\nViel Lichteinfall und weiß gestrichene sowie verputzte Wände erzeugen ein offenes und freies Raumgefühl.\n\n2 Badezimmer und ein in das Wohnzimmer integrierter Küchenbereich runden das Paket ab und machen diese Wohnung zu einem Ort zum wohl fühlen.\n\n\n- Etagenwohnung\n- Dachgeschoss\n- 4 Zimmer\n- Terrasse\n- hochwertige Materialien\n- kein Aufzug', 'Sehr zentrale ruhige Lage nahe der Boxhagener Straße im Simon - Dach - Kiez. Nur wenige Gehminuten zur U-Bahn Samariterstraße, sowie zu Restaurants/Bars.', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;MagentaZuhause M;50 MBit/s;https://padlock.link/iomm;https://padlock.link/mm;2019;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;6;;;;
