timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_galleryAd;obj_energyEfficiencyClass;obj_thermalChar;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_telekomInternetType;obj_noParkSpaces;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomHybridUploadSpeed;obj_lastRefurbish;obj_telekomHybridDownloadSpeed;ga_cd_via_qualified;ga_cd_developer_virtualreality
2020-05-30 19:20:10.125358;Berlin;;175423;n;y;https://pictures.immobilienscout24.de/listings/ceb61fe8-18bf-4b54-8b6e-a52287c0927d-1372216213.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;10.3;1972;10.3;118930099;no_information;y;false;y;Berlin;n;6;3;;no_information;energy_consumption;4.2;70;Berlin;14169;well_kept;no_information;false;no_information;no_information;n;no_information;apartment;14169;3;n;2,active;Deutschland;standard;wohnung_kauf;n;1;true;001.175423;280000;profile0;;3;true;n;showqualicontactform;n;n;Zehlendorf_Zehlendorf;5476 (1/5476);3;Berlin;/expose/118930099;"['- gegliedertes Mehrfamilienhaus \r- 3-stöckig\r- attraktive Wohneigentumsgemeinschaft mit 39 Einheiten\r- hofseitig großzügige Begrünung ', '- 70 m²: Wohnzimmer, Arbeitszimmer, Küche, ein Bad und eine geräumige Loggia mit Blick in den Garten\r- praktisch geschnitten\r- Einbauküche\r- Loggia\r- Parkmöglichkeiten vorhanden\r- Keller\r- Fahrradabstellraum\r\r- renovierungsbedürftig', '- zentral und ruhig gelegen in Zehlendorf\r- Bushaltestelle und Fischtalpark ""vor der Tür""\r- U-Bahnhof fußläufig erreichbar\r- im Umkreis Einkaufsmöglichkeiten / Dienstleister / gastronomische Einrichtungen / medizinische Einrichtungen\r- hervorragende Lage für Erholung und sportliche Betätigung in Berlin und Umland ', 'Der vorliegende Energieausweis ist abgelaufen - ein aktueller Energieausweis ist beantragt.\r\rDie Wohnung ist ab dem 01. August 2020 bezugsfrei.']";;;217;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-30 19:20:10.451824;Berlin;heat_pump;494664;y;y;https://pictures.immobilienscout24.de/listings/0982f766-d0a4-4f4f-8f06-9664bd6e63da-1372211692.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.14;2020;11.14;118928878;;n;false;y;Berlin;y;10;9;;no_information;energy_required;6.17;84.38;Berlin;10439;first_time_use;no_information;false;no_information;no_information;y;no_information;penthouse;10439;2;n;2,active;Deutschland;top;wohnung_kauf;n;5;false;001.494664;789000;profile0;5;2;true;y;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;11-1325;4;Berlin;/expose/118928878;['Auf einem großen innenliegenden Areal entstehen drei Neubauten. Der Zugang erfolgt durch zwei noch bestehende Vorderhäuser, welche ca. 1907 errichtet wurden.\n\nDas Gebäude, in dem sich die angebotene Wohnung befindet, beherbergt auf 6 Ebenen 6 Wohnungen mit 2 Zimmern. Alle mit Balkon bzw. im Erdgeschoss mit Terrasse. Die Dachgeschosswohnung verfügt zusätzlich über eine Aufdachterrasse.\n\nBitte fordern Sie unser ausführliches Gesamtexposé an.', '- modern und hell gestaltet\n- Balkon\n- große Aufdachterrasse\n- zum Teil bodentiefe Fenster\n- hochwertiges Bad mit großformatigen Fliesen\n- Eichendielen\n- Sonnenrollos\n- CAT Verkabelung\n- Fußbodenheizung\n- Kellerabteil\n- Fahrradstellplätze im begrünten und hellen Außenbereich', 'Der Bezirk Prenzlauer Berg liegt im östlichen Zentrum von Berlin und gehört zu den beliebtesten Wohngegenden der Stadt. Ein Bezirk mit vielen Restaurants, Cafés und Einkaufsmöglichkeiten, wie die Schönhauser Allee Arkaden. Die Gebäude befinden sich direkt am beliebten Kiez rund um den Arnimplatz. Der nahe gelegene Mauerpark lädt zum Flanieren ein. Die Verkehrsanbindung ist erstklassig, sowohl der S-Bahnhof Bornholmer Straße, als auch der S-/U-Bahnhof Schönhauser Allee liegen in fußläufiger Entfernung. Kitas und Schulen befinden sich in unmittelbarer Umgebung.', 'Die Visualisierungen sind unverbindlich. Die Möblierung ist nicht Bestandteil des Angebots.'];disabled;B;61;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:10.797231;Berlin;central_heating;5240003;y;y;https://pictures.immobilienscout24.de/listings/002f6a64-fd76-416a-acdb-9e29bbadfdc5-1372207303.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.29;2019;10.29;118928454;geothermal;y;false;y;Berlin;y;7;9;243;0;;4.13;66;Berlin;12527;mint_condition;luxury;false;underground_garage;Relingstr.;y;Relingstr.;other;12527;2.5;n;2,active;Deutschland;standard;wohnung_kauf;n;3;false;001.5240003;350000;profile0;3;2;true;n;showqualicontactform;y;n;Grünau_Köpenick;KA 29052020-014;3;Berlin;/expose/118928454;['Die vermiete Traumwohnung bestehend aus 2,5 Zimmern mit ca. 66 m², wurde im Juni 2019 erbaut und befindet sich in einem Neubauviertel in Grünau. Hochwertige Verarbeitung vom Treppenaufgang bis hin zur Terrasse. \nDie angebotene Wohnung besteht aus einem Flur mit einer Abstellkammer, einem Wohnzimmer mit offener Küche mit EBK und Zugang zur Terrasse, einem schönen Bad mit Wanne und separater Dusche mit Fenster und einem Schlafzimmer und einem halben Zimmer.\n\nDie Einheit ist seit dem 01.09.19 unbefristet mit einem Staffelmietvertrag vermietet. Die monatliche Nettokaltmiete liegt bei 900,- € zuzüglich des Garagenstellplatzes.\nDas entspricht einer Rendite von 3,1 % p.a.\n\n\nAusstattung:\n\nFußbodenheizung\nHochwertige Einbauküche\nElektrische Beschattungen\nGroßzügiges Kellerabteil\nEichenparkett\n\nDes Weiteren kann man einen Tiegaragenstellplatz für 26.000 € käuflich erwerben.', 'Diese attraktive Eigentumswohnung befindet sich im Admiralshaus, am Ufer der Dahme in Grünau, eines neuen Bauprojektes von 52° Nord.\nGrünau ist bekannt für die Regattastrecke und das Strandbad in der Umgebung.\nDer Bahnhofskomplex von Grünau ist auch die Verbindung der Grundstückssiedlungen, die sich zum südlichen Stadtrand von Bohnsdorf erstrecken.\n\nIn unmittelbarer Nähe sind Einkaufsmöglichkeiten fußläufig erreichbar. \nAußerdem finden Sie Cafés, Bars und verschiedene Restaurants.\n\nZur Verkehrsanbindung gehören Tram und Bus der Linien 68 und N62, die Sie in nur wenigen Minuten bis zum S-Bhf. Grünau mühelos befördern.'];;;;;;;;;;1;;;;;;;;;;;;
2020-05-30 19:20:11.129691;Berlin;heat_pump;494664;y;y;https://pictures.immobilienscout24.de/listings/6d7ba6fa-8d0f-4c01-8e91-df39627a52ed-1371939894.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.14;2020;11.14;118882160;no_information;n;false;y;Berlin;y;11;9;;no_information;energy_required;6.17;147.86;Berlin;10439;first_time_use;no_information;false;no_information;no_information;n;no_information;maisonette;10439;5;n;2,active;Deutschland;premium;wohnung_kauf;n;0;false;001.494664;1439000;profile0;;5;true;y;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;3-1325;6;Berlin;/expose/118882160;['Auf einem großen innenliegenden Areal entstehen drei Neubauten. Der Zugang erfolgt durch zwei noch bestehende Vorderhäuser, welche ca. 1907 errichtet wurden.\n\nDas Gebäude, in dem sich die angebotene Wohnung befindet, beherbergt 5 Wohnungen mit Balkon. Das Penthouse verfügt zusätzlich über eine große Aufdachterrasse und die EG / 1. OG Maisonettewohnungen zusätzlich über eine Terrasse mit Gartenanteil, sowie über jeweils einen Hobbyraum mit Bad im Untergeschoss.\n\nBitte fordern Sie unser ausführliches Gesamtexposé an.', '- modern und hell gestaltet\n- Balkon\n- zum Teil bodentiefe Fenster\n- hochwertige Bäder mit großformatigen Fliesen\n- Eichendielen\n- elektrische Rollläden im Erdgeschoss\n- Sonnenrollos in allen Etagen\n- CAT Verkabelung\n- Fußbodenheizung\n- Kellerabteil\n- zusätzlicher Hobbyraum im Untergeschoss\n- Terrassen und Sondernutzung an Grünflächen\n- Fahrradstellplätze im begrünten und hellen Außenbereich', 'Der Bezirk Prenzlauer Berg liegt im östlichen Zentrum von Berlin und gehört zu den beliebtesten Wohngegenden der Stadt. Ein Bezirk mit vielen Restaurants, Cafés und Einkaufsmöglichkeiten, wie die Schönhauser Allee Arkaden. Die Gebäude befinden sich direkt am beliebten Kiez rund um den Arnimplatz. Der nahe gelegene Mauerpark lädt zum Flanieren ein. Die Verkehrsanbindung ist erstklassig, sowohl der S-Bahnhof Bornholmer Straße, als auch der S-/U-Bahnhof Schönhauser Allee liegen in fußläufiger Entfernung. Kitas und Schulen befinden sich in unmittelbarer Umgebung.', 'Die Visualisierungen sind unverbindlich. Die Möblierung ist nicht Bestandteil des Angebots.'];disabled;A;46.8;;;;173.11;;;;;;;;;;;;;;true;
2020-05-30 19:20:11.509738;Berlin;central_heating;16229868;n;y;https://pictures.immobilienscout24.de/listings/3e2d5bba-ffb8-4c13-a576-93bc7843b1d5-1372222172.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;20;10.73;1997;10.73;118930936;natural_gas_light;n;false;n;Berlin;y;8;5;390;no_information;energy_required;4.8;100;Berlin;12524;modernized;sophisticated;false;underground_garage;no_information;n;no_information;roof_storey;12524;4;n;2,active;Deutschland;top;wohnung_kauf;n;3;true;001.15932545;445500;profile0;3;4;true;y;showqualicontactform;n;n;Altglienicke_Treptow;5898;4;Berlin;/expose/118930936;['Die moderne, helle vier-Zimmer-Dachterrassen-Eigentumswohnung verfügt über eine Wohnfläche von ca. 100 m² und befindet sich im 3. Obergeschoss einer modernen Wohnanlage im schönen Berlin-Altglienicke, ganz in der Nähe des neuen Hauptstadtflughafens.\n\nDie Wohnung verfügt über einen geräumigen Eingangsbereich mit sogenanntem Lichtband zur natürlichen Belichtung des Eingangsbereiches (siehe Fotos), eine praktische Garderobennische und einen separaten Abstellraum.\n\nVom Flur aus können alle Zimmer der Wohnung betreten werden. Nach Südwesten ausgerichtet befindet sich die offene Küche mit einem großzügig konzipierten Ess- und Wohnbereich und Zugang zur sonnigen Dachterrasse. Die Dachterrasse ist etwa 10 m² groß, so dass sich ein Tisch und eine Sonnenliege bequem stellen lassen. \n\nAlle Zimmer verfügen über große Fenster, viel Licht und Platz für Stellfläche von großen Schränken. \n\nDie Eigentumswohnung wurde in 2019/ 2020 renoviert.\n\nDie Wohnung ist modern geschnitten, hell, geräumig und verfügt über eine Fußbodenheizung und einen Kellerraum.\n\nZu der Eigentumswohnung gehört ein Tiefgaragenstellplatz zu einem Kaufpreis von € 9.800,-.\nDer Gesamtpreis beträgt somit € 455.300,-.', 'Die Wohnung liegt im sogenannten Windschatten (somit ruhig gelegen), des neuen \nHauptstadtflughafens BER, welcher in nur 9 Minuten zu erreichen ist.\n\nDer Ortsteil Berlin Altglienicke zählt zu den grünsten und wasserreichsten Stadtteilen von Berlin und ist infrastrukturell sehr gut mit lokalen Nahversorgern und einem hervorragenden Betreuungsangebot für Kinder angebunden.\n\nIn der Köpenicker Straße und der Wegedornstraße, von der Semmelweisstraße gut zu Fuß\nerreichbar, finden Sie Restaurants, Supermärkte und alles für den täglichen Bedarf – Bäcker, Post, Apotheke, Drogerie, Getränkemarkt, uvm.\n\nDer Wissenschafts- und Technologiepark Adlershof und die S-Bahnstation Adlershof sind mit dem Fahrrad oder mit dem Auto in wenigen Minuten zu erreichen. Auch das malerische Ufer des Müggelsees und der Landschaftspark Rudow-Altglienicke liegen vor der Haustür.\nDer S-Bahnhof Adlershof ist nur 1 km und die Busstation 300 m weit entfernt.\n\nZur Autobahn sind es 2 km und der Flughafen BER liegt in 5 km Entfernung.', 'Geschäftsbedingungen/ Sonstiges:\n\nAlle Angaben sind ohne Gewähr und basieren auf Informationen, die uns von unserem Auftraggeber sowie Kooperationspartnern zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr auf Vollständigkeit und Richtigkeit der Angaben. \nUnsere Angebote sind streng vertraulich. \nDas Angebot ist freibleibend, Zwischenverkauf und Vermietung sind vorbehalten.\n'];;E;145;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;1;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;2019;;;
2020-05-30 19:20:12.053263;Berlin;self_contained_central_heating;5240003;n;n;https://pictures.immobilienscout24.de/listings/0fccdfe5-c1b2-4c6a-b5da-86a7dc1d248b-1372207867.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;12.24;1899;12.24;118928561;gas;y;false;y;Berlin;y;7;1;180;0;;6.53;75;Berlin;10777;no_information;sophisticated;false;no_information;"Motzstra&szlig;e";n;Motzstraße;apartment;10777;2;n;2,active;Deutschland;standard;wohnung_kauf;n;4;true;001.5240003;399000;profile0;5;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;ETW 29052020-016;3;Berlin;/expose/118928561;"['Die Wohnung befindet sich im 4. OG des rechten Seitenflügel eines wunderschönen Stuck-Altbaus nahe dem Viktoria-Luise-Platz, einem sehr beliebten Wohnbereich von Berlin. \n\nDer Winterfeldtplatz sowie der Victoria-Luise-Platz sind fußläufig schnell erreichbar.', '- Einbauküche mit Einbaugeräten von Siemens\n- Holzdielenboden\n- Holzkastenfenster\n- Alle Fenster sind nach Süd-Westen ausgerichtet; aufgrund der Geschosslage im Haus ist die Wohnung sehr gut belichtet\n- Zimmer durch große Glastrennwand mit Flügeltür getrennt\n- Altbautypische Holztüren\n- Hohe Decken\n- Kleiner zusätzlicher Raum, der sich gut als begehbarer Kleiderschrank nutzen lässt\n- Gas-Etagenheizung\n- repräsentativer Eingangsbereich im Jugendstil\n- großes, vielfältiges Angebot; unterschiedlichste Restaurants jeder Preiskategorie in der Nachbarschaft\n- Eck-Badewanne mit Whirlpool-Funktion\n- Tagesbelichtetes Badezimmer', 'Die Wohnung befindet sich im 4. OG des rechten Seitenflügel eines wunderschönen Stuck-Altbaus nahe dem Viktoria-Luise-Platz, einem sehr beliebten Wohnbereich von Berlin.  Ein Fahrstuhl ist im Seitenflügel nicht vorhanden.\n\nUm den Platz mit Springbrunnen und Kolonnade sind um 1900 wunderschöne Stadtvillen im Jugendstil erreichtet worden. \n\nImposante Fassaden, mondäne Portale und die Weitläufigkeit des Platzes versetzen einen auch heute noch in die Zeit Kaiser Wilhelm II. nach dessen Tochter der Platz benannt ist. \n\nDie Wohnung befindet sich wenige hundert Meter vom Nollendorfplatz (U3 und U4), dem westlichen Ende des Kurfüstendamm`s entfernt, wo sich u.a. das KaDeWe das bekannteste Warenhaus Deutschlands befindet. \n\nGleich um die Ecke  liegt der Viktoria-Luise-Platz (U4) hier befinden Sie sich mitten im Inneren der Berliner West- City.', 'Die Vermarktung erfolgt auf Basis eines qualifizierten Makler-Alleinauftrages. \n\nBitte haben Sie Verständnis dafür, dass wir weiterführende Objektinformationen nur nach Bekanntgabe der Kontaktdaten (Name und Anschrift) versenden werden. \n\nDer Makler- Vertrag mit uns kommt durch schriftliche Vereinbarung oder durch die Inanspruchnahme unserer Maklertätigkeit auf der Basis der Zusendung des Objekt-Exposés und seiner Bedingungen zustande. \n\nDie Käufercourtage in Höhe von 7,14% auf den Kaufpreis inkl. gesetzlicher Mehrwertsteuer ist bei notariellem Vertragsabschluss verdient und fällig.']";;;;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;2017;;;true
2020-05-30 19:20:12.495435;Berlin;floor_heating;5240003;y;y;https://pictures.immobilienscout24.de/listings/2af15146-399d-4940-9a58-5b5cf6a7c345-1372209044.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.48;2019;11.48;118928778;district_heating;y;false;y;Berlin;y;7;9;320;0;;7.11;45;Berlin;10249;first_time_use;no_information;false;no_information;Ebertystr.;y;Ebertystr.;roof_storey;10249;2;n;2,active;Deutschland;standard;wohnung_kauf;n;6;false;001.5240003;364000;profile0;6;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;ETW 29052020-020;2;Berlin;/expose/118928778;['Die hierbei angebotene Neubauwohnung, die 2019 im Zuge eines Neubauprojektes entstand, befindet sich im 6. OG, die Sie mühelos mit einem Fahrstuhl erreichen können.\n\nDie Wohnung besteht aus einem Schlafzimmer mit Zugang zur Terrasse und dem Duschbad sowie aus einem Wohnzimmer mit offener und hochwertiger Küche und ebenfalls einem zweiten Zugang zur Terrasse.\n\nAls Fußbodenbelag wurde hier hochwertiges Parkett in der ganzen Wohnung verlegt.\n\nAuch ein Kellerabteil ist Bestandteil dieses Angebots.', 'Die Wohnung befindet sich im beliebten Samariterviertel in naher Umgebung des U-Bhf. Frankfurter-Tor, der Linie U5 den man in wenigen Minuten fußläufig erreicht. \n\nDes Weiteren gibt es ein Straßenbahnnetz der Linie 21 und Buse M10.\nSomit bietet die Verkehrsanbindung außer Bus, Tram und Bahn eine schnelle Vernetzung zum Stadtzentrum. \n\nEinkaufsmöglichkeiten sowie verschiedene Cafés, Bars, Restaurants und medizinische Einrichtungen bieten den Bewohnern die Möglichkeit jeglicher Art, Ihre alltäglichen Erledigungen nachzugehen.\n\nNaheliegende Parkanlagen wie der „Forckenbeckplatz“ oder der „Blankensteinpark“ laden zum Verweilen ein.'];;;;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:12.938856;Berlin;heat_pump;494664;y;y;https://pictures.immobilienscout24.de/listings/95fc4ecf-20df-4b75-ac60-40153580b089-1372178222.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.14;2020;11.14;118924620;;n;false;y;Berlin;y;9;9;;no_information;energy_required;6.17;70.16;Berlin;10439;first_time_use;no_information;false;no_information;no_information;y;no_information;apartment;10439;2;n;2,active;Deutschland;top;wohnung_kauf;n;4;false;001.494664;599000;profile0;5;2;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;10-1325;3;Berlin;/expose/118924620;['Auf einem großen innenliegenden Areal entstehen drei Neubauten. Der Zugang erfolgt durch zwei noch bestehende Vorderhäuser, welche ca. 1907 errichtet wurden.\n\nDas Gebäude, in dem sich die angebotene Wohnung befindet, beherbergt auf 6 Ebenen 6 Wohnungen mit 2 Zimmern. Alle mit Balkon bzw. im Erdgeschoss mit Terrasse. Die Dachgeschosswohnung verfügt zusätzlich über eine Aufdachterrasse.\n\nBitte fordern Sie unser ausführliches Gesamtexposé an.', '- modern und hell gestaltet\n- Balkon\n- zum Teil bodentiefe Fenster\n- hochwertiges Bad mit großformatigen Fliesen\n- Eichendielen\n- Sonnenrollos\n- CAT Verkabelung\n- Fußbodenheizung\n- Kellerabteil\n- Fahrradstellplätze im begrünten und hellen Außenbereich', 'Der Bezirk Prenzlauer Berg liegt im östlichen Zentrum von Berlin und gehört zu den beliebtesten Wohngegenden der Stadt. Ein Bezirk mit vielen Restaurants, Cafés und Einkaufsmöglichkeiten, wie die Schönhauser Allee Arkaden. Die Gebäude befinden sich direkt am beliebten Kiez rund um den Arnimplatz. Der nahe gelegene Mauerpark lädt zum Flanieren ein. Die Verkehrsanbindung ist erstklassig, sowohl der S-Bahnhof Bornholmer Straße, als auch der S-/U-Bahnhof Schönhauser Allee liegen in fußläufiger Entfernung. Kitas und Schulen befinden sich in unmittelbarer Umgebung.', 'Die Visualisierungen sind unverbindlich. Die Möblierung ist nicht Bestandteil des Angebots.'];disabled;B;61;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:13.363189;Berlin;central_heating;5240003;n;y;https://pictures.immobilienscout24.de/listings/7d2f7b62-5f59-43fc-92e6-f85c1542c8eb-1372208834.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.3;1965;11.3;118928741;gas;y;false;y;Berlin;y;7;2;303;0;;5.73;80;Berlin;10587;no_information;no_information;false;no_information;Cauerstr.;y;Cauerstr.;apartment;10587;3;n;2,active;Deutschland;standard;wohnung_kauf;y;3;true;001.5240003;325000;profile0;5;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;KA 29052020-019;3;Berlin;/expose/118928741;['Diese wunderschöne, ca. 80 m² große 3 Zimmerwohnung, erbaut ca. 1965, befindet sich im 3. OG und besteht aus einem Schlafzimmer, einem Durchgangs- und Wohnzimmer mit Wannenbad und Küche mit EBK. \n\nDie Wohnung ist langfristig vermietet.\n\nAußerdem gehört zu der Wohnung ein ca. 15 m² großer Kellerraum. \n\nDie monatliche Nettokaltmiete beträgt 1000,00 EUR.\n\nDas Objekt hat eine Rendite von 2,6 %', 'Das Objekt befindet sich im zentralen Ortsteil Berlins, Wilmersdorf. \n\nDavon abgesehen, dass in unmittelbarer Nähe Sie Einkaufmöglichkeiten, Kindergärten und vieles Mehr mühelos in wenigen Minuten erreichen, sind zum Erholen verschiedene Cafés, Bars und Restaurants auffindbar. \n\nDie Verkehrsanbindung besteht aus U-Bahnhof Richard-Wagner-Platz. der Linien U7 und ist Fußläufig in nur 5 Minuten zu erreichen.'];;;;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-30 19:20:13.724575;Berlin;central_heating;1903091;n;n;https://pictures.immobilienscout24.de/listings/06bd4975-90c8-4308-9c60-eac85f35e6d2-1372209910.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.77;1966;10.77;118928918;district_heating;y;false;y;Berlin;y;7;2;208.78;no_information;energy_consumption;5.67;54.3;Berlin;10178;no_information;no_information;false;no_information;no_information;y;no_information;raised_ground_floor;10178;3;n;2,active;Deutschland;top;wohnung_kauf;n;0;true;001.1903091;338000;profile0;10;3;true;n;showqualicontactform;n;n;Mitte_Mitte;6650;2;Berlin;/expose/118928918;['Lage, Lage, Lage - und eine tolle Wohnung. In der historischen Mitte Berlins, kaum 500m vom Alexanderplatz entfernt, angrenzend zu Friedrichshain und Prenzlauer Berg bieten wir Ihnen ein bezugsfreies 3-Zimmer-Apartment zum Kauf an. Das Gebäude aus dem Jahr 1966 wurde mehrfach saniert und erhielt erst kürzlich einen neuen Fassadenanstrich. Das Apartment ist stufenfrei über ein repräsentatives Foyer zu erreichen. Ein kluger baujahrstypischer Schnitt verleiht den drei Zimmern, verteilt auf ca. 54,3m², ein angenehmes Raumgefühl. Ein zeitloses Badezimmer, zwei Schlafzimmer und eine ausgestattete Wohnküche in Süd-Ost-Ausrichtung warten auf den nächsten Eigentümer. Der Innenhof ist sehr gepflegt. Die reibungslos funktionierende Gemeinschaft wird aus etwa 200 Einheiten gebildet. Heizung und die Warmwasseraufbereitung erfolgen über Fernwärme.', 'In der Mitte von Mitte! Zentraler kann man in Berlin nicht wohnen. Hier spielt sich ein Großteil des wirtschaftlichen, kulturellen und politischen Lebens der deutschen Hauptstadt ab. Das Apartment befindet sich fast am Alexanderplatz, unweit von Friedrichshain und Prenzlauer Berg, einen Katzensprung zu vielen tollen Kiezen und Hot Spots. Angrenzend an diese drei Bezirke befindet sich die Mollstraße, sie ist die verlängerte Torstraße und verläuft von der Karl-Liebknecht-Straße/Prenzlauer Allee bis hin zum Platz der vereinten Nationen in Friedrichshain. Ein Apartment am Nabel der City Ost mit hervorragenden Einkaufsmöglichkeiten, einem breiten Kulturangebot sowie zahlreichen Sehenswürdigkeiten in unmittelbarer Nähe. Die zentrale Lage in der historischen Mitte Berlins ist mit kaum einer anderen Innenstadtlage zu vergleichen.\r\n\r\nVerkehrsanbindung Mollstraße: Tram: M2, M8. Bus: 142, 200\r\nVerkehrsanbindung Alexanderplatz: S-Bahn, U-Bahn, Regionalbahn. '];;;98;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
