timestamp;obj_regio1;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;geo_bln;obj_cellar;obj_purchasePriceRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_heatingType;obj_yearConstructed;obj_courtage;obj_yearConstructedRange;obj_rentSubsidy;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_usableArea;obj_galleryAd;obj_groupnumber;obj_floor;obj_numberOfFloors;ga_cd_developer_virtualreality;obj_project_id;obj_nbp;ga_cd_via_qualified;obj_lastRefurbish
2020-05-30 19:41:43.259118;Berlin;ONE_YEAR_FREE;261165;n;y;https://pictures.immobilienscout24.de/listings/422de33b-8f75-4379-b069-beffef52612b-1359869869.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;10.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;10.37;116900754;oil;y;false;MagentaZuhause L;Berlin;y;5;no_information;4.8;53;Berlin;12203;well_kept;normal;false;100 MBit/s;outside;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12203;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.261165;225000;profile0;2;true;n;showqualicontactform;n;n;Lichterfelde_Steglitz;W-02H77A;2;Berlin;/expose/116900754;['Die 1970 auf einem ca. 1.436 m² großen Grundstück errichtete Wohnanlage besteht aus einem an der Straße liegenden Haus mit 15 Wohneinheiten und einem hinten auf dem Grundstück erbauten Haus mit 9 Wohneinheiten. Zwischen den beiden Gebäuden liegt die Tiefgarage mit 15 Stellplätzen. Diese gehören der Eigentümergemeinschaft und können angemietet werden. Die hier angebotene Wohnung liegt im 2. Obergeschoss des hinteren Hauses. Sie wurde 2015 umfassend modernisiert und ist sofort bezugsfähig. Zur Wohnung gehört ein Kellerraum.', '• 2015 modernisiert\n• Einbauküche\n• Parkett im Wohnbereich\n• Balkon\n• Kellerraum\n• PKW-Stellplatz ggf. anmietbar', 'Der charmante Stadtteil Lichterfelde-West ist mit seiner Vielfalt an herrschaftlichen Villen unterschiedlichster historischer Baustile, seinen großen Gärten und Alleen als eines der ältesten Villenviertel Berlins bekannt. Der in großen Teilen denkmalgeschützte Baubestand erzählt noch heute die bewegte Geschichte dieses einmaligen Stadtteils im attraktiven Süd-Westen der Hauptstadt. Heute gilt Lichterfelde-West als bevorzugtes Wohngebiet für einkommensstarke Familien, die ein Leben im Grünen mit der Bequemlichkeit des Stadtlebens verbinden möchten. Die Infrastruktur ist ausgezeichnet: Den attraktiven Stadtkern von Lichterfelde-West erreichen Sie in nur wenigen Minuten. Hier erwarten Sie bekannte Bio-Märkte, Cafés und eine erfrischende Fülle von inhabergeführten Geschäften. Von den S-Bahnhöfen „Lichterfelde-West“ bzw. „Sundgauer Strasse“ gelangen Sie bequem zur beliebten Shopping-Meile “Schloßstrasse“ im benachbarten Steglitz und in nur ca. 20 Minuten zum Potsdamer Platz. Mit dem PKW haben Sie ausgezeichneten Anschluss an die Flughäfen und die Berliner City. Der berühmte Botanische Garten und die zahlreichen Einrichtungen der Freien Universität im an-grenzenden Ortsteil Dahlem befinden sich in der unmittelbaren Nähe. In Richtung Westen liegen die Berliner Seen, aus-gedehnte Waldgebiete und Naherholungsziele sowie die preußische Kulturhauptstadt Potsdam. Ein idealer Standort, um urbanes Lebensgefühl in einem grünen Umfeld zu genießen.', 'Der Makler-Vertrag mit uns und/oder unserem Beauftragten kommt durch schriftliche Vereinbarung oder durch die Inanspruchnahme unserer Maklertätigkeit auf der Basis des Objekt-Exposés und seiner Bedingungen zustande. Die Käufercourtage in Höhe von 7,14 % auf den Kaufpreis einschließlich gesetzlicher Mehrwertsteuer ist bei notariellem Vertragsabschluss verdient und fällig. Die Höhe der Bruttocourtage unterliegt einer Anpassung bei Steuersatzänderung. Die Engel & Völkers EuV Residential Berlin GmbH und ggf. deren Beauftragte erhalten einen unmittelbaren Zahlungsanspruch gegenüber dem Käufer (Vertrag zugunsten Dritter, § 328 BGB). Grunderwerbssteuer, Notar- und Gerichtskosten trägt der Käufer.\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Zwischenvermietung bleibt vorbehalten. Sollte das von uns nachgewiesene Objekt bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. Die Weitergabe dieses Exposees an Dritte ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus. Im Übrigen gelten die allgemeinen Geschäftsbedingungen für die Rechtsbeziehung zwischen Ihnen und Engel & Völkers EuV Residential Berlin GmbH.'];oil_heating;1979;y;3;178;energy_consumption;E;146.2;;;;2;3;;;;;
2020-05-30 19:41:43.652466;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/fcab4b69-fbf1-4910-abf8-c02cf30373af-1359869203.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;10.62;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;10.62;116901101;gas;n;false;MagentaZuhause L;Berlin;n;6;no_information;5.96;70;Berlin;13187;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13187;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;298000;profile0;2;true;n;showqualicontactform;n;n;Pankow_Pankow;5444 (1/5444);3;Berlin;/expose/116901101;[];;;n;;;energy_consumption;;132;;;;;;;;;;
2020-05-30 19:41:43.994260;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/e45e5426-619f-4adc-95de-42e8d17703a6-1359872608.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;14.43;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;14.43;116901439;no_information;n;false;MagentaZuhause L;Berlin;n;8;no_information;7.95;90;Berlin;13347;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;loft;13347;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;495000;profile0;3;true;n;showqualicontactform;n;n;Wedding_Wedding;5454 (1/5454);4;Berlin;/expose/116901439;['Ein Energieausweis ist beantragt, liegt aber noch nicht vor.'];;;;;;;;;;;;;;;;;;
2020-05-30 19:41:44.318283;Berlin;ONE_YEAR_FREE;17425585;n;n;https://pictures.immobilienscout24.de/listings/9cc3f8b3-580f-48d9-b774-55d7c1107f6f-1359868507.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;12.24;116901050;gas;y;true;MagentaZuhause L;Berlin;y;6;9;6.53;60.54;Berlin;10781;refurbished;no_information;false;100 MBit/s;no_information;"Traunsteiner Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Traunsteiner_Straße;ground_floor;10781;2;n;2,active;true;Deutschland;schaufenster;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008164665;300000;profile0;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;10781TR9/Eh1;2;Berlin;/expose/116901050;"['Sofort einziehen. Die schönen Dinge des Lebens genießen. Ruhig schlafen. \n\nDiese Wohnung strahlt frisch saniert wie ein kleiner Diamant und die beliebte Lage nahe dem Bayerischen Viertel und fußläufig zum Viktoria-Luise-Platz ein Glücksfall: eine ruhige Wohnstraße und trotzdem zentral und schnell an die City angebunden.\nDer perfekte Grundriss bietet mit ca. 61 m2 erstaunlich viel Platz: zwei große Zimmer, ein Badezimmer mit Tageslicht-Fenster, eine Küche mit Essbereich und ein weiteres halbes Zimmer, welches sich ideal als Arbeits- oder Gästeraum nutzen lässt. Die Erdgeschosswohnung ist durch ihre großen Fenster ungewöhnlich hell und das Wohnhaus von 1955 außergewöhnlich gut gepflegt.\nWillkommen im lässigen Schöneberg, dem charmanten Altberliner Bezirk \ninmitten der Hauptstadt.\n', 'Die frisch sanierte 2 Zimmerwohnung befindet sich im Erdgeschoss und verfügt über folgende Ausstattungsmerkmale: \n\n- Bad mit Tageslicht-Fenster\n- eigener Kellerabteil\n- Zentralheizung\n- Grünblick\n- Südausrichtung\n', 'Schöneberg liegt nicht nur geographisch zwischen dem Szenebezirk Kreuzberg und dem bürgerlich-schicken Wilmersdorf. Mit seinen stilvollen Cafés und Restaurants, kiezigen Kneipen und Galerien und dem wunderbaren Altberliner Flair der kleinen Nebenstraßen, ist der Bezirk \nein ebenso lebendiges wie gediegenes Ausgehviertel. Um Schöneberg zu erleben und zu ""genießen"", besucht man am besten am Wochenende den beliebten Winterfeldmarkt. Hier gibt es hochwertiges Obst und Gemüse sowie Blumen, Käse, Hausrat und Kleidung zu kaufen. \nKein Wunder, dass Schöneberg mit seiner Vielfältigkeit auch früher viele Persönlichkeiten angezogen hat: Marlene Dietrich wuchs hier auf, David Bowie lebte hier, ebenso auch Albert Einstein, Kurt Tucholsky und Helmut Newton. Fazit: der Name des Stadtteils ist Programm.', 'Bei diesem Angebot handelt es sich um eine Immobilie aus dem Firmenverbund.\n\nWeitere Angebote finden Sie unter: www.immokey.com']";central_heating;1955;y;2;272;energy_consumption;;159;;;;;5;;;;true;
2020-05-30 19:41:44.690527;Berlin;ONE_YEAR_FREE;539842;n;y;https://pictures.immobilienscout24.de/listings/8abaf3fe-9c44-47a4-9abf-9e9841a7daf1-1328530139.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;10.81;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;10.81;114115925;oil;n;false;MagentaZuhause L;Berlin;y;8;52;4.75;236;Berlin;12435;no_information;no_information;false;100 MBit/s;no_information;Am Treptower Park;n;https://padlock.link/ioml;https://padlock.link/ml;Am_Treptower_Park;roof_storey;12435;6;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.539842;426000;profile0;5;true;n;showqualicontactform;n;n;Plänterwald_Treptow;T141;7;Berlin;/expose/114115925;['Hier können Sie sich selbst verwirklichen:\n\nCitynah und doch im Grünen\n\nDachgeschoßrohling mit wunderbarem Parkblick ohne Gegenüber auf der Straßenseite.\nDie Einheit befindet sich in einem sanierten Altbau gegenüber dem Treptower Park im 4.OG.\n\nWeitere Informationen zum Objekt finden Sie auf unserer Homepage: www.zwei-am-park.de', 'Es liegt keine Bauplanung/ -genehmigung vor, daher ist alles im Rahmen des Baurechtes möglich.\n\nDer Rohling wird mit 236qm Grundfläche verkauft wie er steht und liegt.\nDie Kosten für Planung und Ausbau sind vom Käufer zu tragen.', 'Citynah und doch im Grünen.\n\nDer nördlichste Ortsteil des Bezirkes Treptow-\nKöpenick war nicht nur in der Vergangenheit\nein bedeutender Knotenpunkt der Straßen-,\nWasser- und Schienenwege der Stadt Berlin,\ngrenzen doch die Bezirke und Ortsteile\nNeukölln, Friedrichshain und Kreuzberg an.\nIn dem Kiez mit seinen liebevoll sanierten\nAltbau-Wohnungen wohnt man hier unweit der\nSpree mit viel Grün.\nDie nahegelegenen S-Bahnhöfe „Treptower\nPark“ und „Plänterwald“ laden dazu ein, die\nBerliner Innenstadt mit öffentlichen Verkehrsmitteln bequem zu erkunden. Eine Bushaltestelle ist ebenfalls in nur wenigen Fußminuten zu erreichen.\nEs befinden sich zahlreiche kleinere\nEinkaufsmöglichkeiten und Gastronomieeinrichtungen im Kiez, ein Supermarkt ist in unmittelbarer Nähe der Wohnung.', 'Saniertes Treppenhaus,\nVideo-Gegensprechanlage,\nFahrradhaus im Hof.\nDas zweite Dachgeschoß im Haus wurde bereits\nausgebaut.\nKein Sanierungsgebiet, kein Millieuschutz'];central_heating;1902;n;1;;energy_consumption;NO_INFORMATION;143.6;236;;2;4;4;;;;;
2020-05-30 19:41:45.085867;Berlin;ONE_YEAR_FREE;164338;n;n;https://pictures.immobilienscout24.de/listings/0a3fc9e6-3151-44b0-a5ac-fe67ba98664b-1359773496.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;12.78;116894250;no_information;y;false;MagentaZuhause L;Berlin;n;9;no_information;7.23;73;Berlin;10785;first_time_use;luxury;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10785;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.164338;599000;profile0;2;true;y;showqualicontactform;n;n;Tiergarten_Tiergarten;AIB12794;3;Berlin;/expose/116894250;"['Es handelt sich um eine repräsentative Garten-Residenz mit ca. 73qm herrschaftlicher Wohnfläche im einzigartigen viergeschossigen Stadtpalais, welches im Jahre 1880 vom Maurermeister Paul Garnn und Otto Krantz errichtet wurde. \r\rDie Wohnungen wären bis Sommer 2020 sofort bezugsfertig. \r\rDas Objekt wird zurzeit bis Sommer 2020 umfangreich modernisiert. \r\rFür das Erdgeschoß existiert eine gewerbliche Genehmigung, d.h. man könnte die Räume im Erdgeschoss gewerblich an Feriengäste, Berlin-Besucher oder langfristig an air- bnb vermieten und somit 30 bis 35 € pro QM erzielen. Somit könnte man 5 bis 6 % Rendite erzielen. \r\rDie Wohnungen oder Gewerbeeinheiten wären auch zusammenlegbar. \r\rDas Objekt verfügt über viele alte originale Stilelemente und Stuckverzierungen aus dem Jahre 1880.\r\rWeitere Details teilen wir Ihnen gerne auf Nachfrage mit!', 'Eine attraktive Adresse in alter Wohnlage von Mitte / Tiergarten – fast direkt am Potsdamer Platz!', 'Unser Service für Eigentümer\rWir stehen Ihnen bei dem Verkauf Ihrer Immobilie vom Anfang bis zum fertigen Abschluss diskret und kompetent zur Verfügung. \rJeder Schritt erfolgt nach Absprache mit Ihnen. \rSie entscheiden über die Verkaufsstrategie Ihres Objektes, ob diskret und ""off-market"" oder eine qualifizierte Vermarktung in Print- sowie Onlinemedien. \rWir verfügen immer über den richtigen Käufer. \rZudem bewerten wir Ihre Immobilie kostenfrei, entsprechend dem aktuellen Marktwert.\rGerne beraten wir Sie kostenlos persönlich in unserem Büro, per Telefon oder per E-Mail!\rWir freuen uns von Ihnen zu hören!\rwww.immo-boerse24.de']";central_heating;1880;y;1;;energy_consumption;;243;;;;;4;;;;;2020
2020-05-30 19:41:45.432711;Berlin;;18027065;n;y;https://pictures.immobilienscout24.de/listings/1311c929-b426-458e-9ae4-48ead42240ff-1359870393.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.37;;;;;11.37;116901066;;y;false;;Berlin;y;8;8;5.8;61;Berlin;10711;no_information;luxury;false;;no_information;Heilbronner;y;;;Heilbronner;no_information;10711;2;n;2,active;;Deutschland;standard;;wohnung_kauf;n;;false;009.9233d0ff-ce69-47de-ab6b-2b67a0fbd406;449000;profile0;2;true;y;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;HIWE413;3;Berlin;/expose/116901066;['Vom lebhaften Ku’damm über die gemütlichen Kieze in direkter Nachbarschaft bis hin zur grünen Lunge, dem Grunewald: Rund um das HIGH WEST erwartet Sie eine bunte Mischung verschiedenster Spots, Quartiere und Naherholungsziele, die ein Großstadtleben voller Abwechslung und Inspirationen bieten.\n\nOb Radeln, Joggen, Paddeln oder Schwimmen: Der Grunewald bietet mit seiner Seenkette, der Havel und dem Wannsee unzählige Möglichkeiten für Erholungssuchende wie Sportbegeisterte. Mit der S-Bahn erreicht man das grüne Paradies vom Bahnhof Charlottenburg aus bereits in fünf Minuten! Schöne Spaziergänge ermöglicht auch der nahe Lietzensee mit seinen idyllischen Uferwegen.\n\nAbseits vom Großstadttrubel geht es am westlichen Ende des Stuttgarter Platzes beschaulich zu. Entlang der schönen Leonhardt- und Windscheidstraße reihen sich originelle Geschäfte und Boutiquen, kreative Werkstätten und Feinkostläden aneinander. In den vielen Cafés und Restaurants trifft sich ein buntes Publikum aus Jung und Alt zum geselligen Miteinander.'];floor_heating;;y;;;;;;61;;;4;;;;;;
2020-05-30 19:41:45.991083;Berlin;;18235774;y;y;https://pictures.immobilienscout24.de/listings/46024a57-f986-43d4-8835-d54299ad130a-1359824658.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;11.12;;;;;11.12;111433854;no_information;y;false;;Berlin;y;4;no_information;6.14;50;Berlin;16770;first_time_use;no_information;false;;no_information;no_information;y;;;no_information;no_information;16770;1.5;n;2,active;;Deutschland;top;;wohnung_kauf;y;;;009.e8d5d528-3516-42a0-bdcf-d3938cfbcc00;170000;profile0;1;true;y;showqualicontactform;y;n;Charlottenburg_Charlottenburg;111433854;2;Berlin;/expose/111433854;['Pflegeimmobilien als Kapitalanlage sind beliebter denn je!\nAuch Sie haben keine Lust mehr auf Mietausfall, nervige, oder säumige Mieter?\nWir haben die Lösung, eine Pflegeimmobile als Kapitalanlage...\n\nBeispiel:\nKaufpreis 170.000,00 €\nMiete 6.460,00 € p.a.\n\nMinimale Kosten für Instandhaltung und Verwaltung.\n\nIhre Vorteile:\n*Sicherheit und Rendite\n*Attraktive Pflegeimmobilien dank bonitätsstarker und kompetenter Betreiber\n*Pflegeimmobilien als Investition\n*Indexierte Mietverträge bis zu 25 Jahren\n*Appartements in Pflegeimmobilien – Investment ohne hohen Verwaltungs- und Instandhaltungsaufwand\n*Kein Mieterkontakt, kein Leerstandsrisiko\n*Keine Beteiligung sondern sicherer Eintrag im Grundbuch\n*Völlige Unabhängigkeit von Finanzmärkten, klassischen Immobilien und den Börsen\n\nZudem profitieren Sie von historisch niedrigen Zinsen, so dass diese Anlageform nicht nur den Einmalzahler als sofortige Rente glücklich macht, sondern auch und gerade den Sparer als Alternative zur klassichen Rentenversicherung, Lebensversicherung, oder sonstigen Geldwert Sparplan.', 'Nach modernsten Erkenntnissen und Vorgaben ausgestattete Wohnungen bzw. Appartements,\nbarrierefreie Grundrisse, bereits möbliert', 'Gute Anbindung an das öffentliche Verkehrsnetz,\nEinkaufsmöglichkeiten des täglichen Bedarfs in der Nähe oder im Einzugsbereich, Ärzte und Apotheken im näheren Umfeld, Parkplätze vorhanden', 'Provisonsfreier Erwerb!\nFinanzierung zu 100 % möglich.\nNutzen Sie uns mit über 1000 abgewickelten Einheiten als ihren starken Partner an der Seite, wenn es um Premium Kapitalanlage Immobilien geht.\nWir freuen uns auf Ihre Anfrage.\n\nSchauen Sie sich noch zur Info dieses Video an:\n\nhttps://www.youtube.com/channel/UCxKEzF-qKczkaiMVphNXNiQ'];no_information;2020;n;9;30;;;;;;;;;;;;;2020
2020-05-30 19:41:46.327828;Berlin;;175423;n;y;https://pictures.immobilienscout24.de/listings/f925db91-756d-4d80-aefa-9e448f9da6d1-1359872295.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;10.77;;;;;10.77;116901410;no_information;n;false;;Berlin;n;10;no_information;5.67;130;Berlin;10179;no_information;sophisticated;false;;no_information;no_information;n;;;no_information;apartment;10179;4;n;2,active;;Deutschland;standard;;wohnung_kauf;n;;false;001.175423;945000;profile0;4;true;n;showqualicontactform;n;n;Mitte_Mitte;5453 (1/5453);6;Berlin;/expose/116901410;['Hochwertige Ausstattung mit Parkett Eiche Natur inkl. Einbauküche, Boden-tiefe Fenstern mit dreifach Verglasung, Fußbodenheizung, Deckenhöhe 2,90 m, voll ausgestatteten Bädern, Aufzug, Tiefgarage-Plätzen und Gegensprechanlage mit Videofunktion. '];central_heating;;n;;;;;;;;;4;;;;;;
2020-05-30 19:41:46.802425;Berlin;;15347;n;y;https://pictures.immobilienscout24.de/listings/4d40ec1e-5217-4fa7-b013-c4a2c0cf3fb1-1353327392.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.24;;;;;12.24;115758329;;n;true;;Berlin;y;8;13-24;6.59;70;Berlin;10829;first_time_use;sophisticated;false;;no_information;Tempelhofer Weg;y;;;Tempelhofer_Weg;roof_storey;10829;2;n;2,active;;Deutschland;premium;;wohnung_kauf;n;;false;001.15347;458900;profile0;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;7000206-75;3;Berlin;/expose/115758329;['Hier erwartet Sie eine Wohnung mit zwei Zimmern, zwei Dachterrassen und einer ganz besonderen Raumaufteilung. Diese raffinierte Wohnung werden Sie lieben. Eben nicht von der Stange.\n\nIndividualisten machen Freudensprünge beim Anblick dieser besonders raffinierten, extravaganten Eigentumswohnung. Vom lichtdurchfluteten Wohnzimmer führen gleich zwei doppelflügelige Terrassenfenster hinaus auf die große, sonnige Dachterrasse. Im hinteren Teil der Wohnung befinden sich ein Schlafzimmer mit einer Ankleide und das Bad mit einer Wanne und einer Dusche. Und was sagen Sie dazu: Auch von Ihrem neuen Schlafzimmer aus können Sie hinaus auf eine weitere Dachterrasse. Die zweite, kleinere Dachterrasse zeigt nach Nordwesten und bietet gerade im Sommer eine erfrischende Brise. Natürlich erreichen Sie auch diese Wohnung mit dem Aufzug.', '• Eichenparkett \n• elektronische Rollläden\n• Videosprechanlage\n• bodengleiche Dusche\n• Fußbodenheizung\n• 2 Dachterrassen\n• Fahrradstellplätze im Gebäude\n• Aufzug\n• 3 Spielplätze im Quartier', 'Von oben betrachtet erinnert Ihr Zuhause an ein großes grünes T. Unter dem begrünten Flachdach finden sich auf fünf Etagen 161 moderne und komfortable Wohnungen, die für jeden Geschmack etwas bieten. Wie Ihr Leben auch aussehen mag, in den Schöneberger Höfen werden Sie bei der Suche nach einem Zuhause fündig. Sie müssen sich nur entscheiden. Clevere Grundrisse, ein barrierefreier Zugang und eine massive Bauweise sind bei allen Wohnungen inklusive.'];floor_heating;;n;;;;;;;disabled;7000206;5;5;true;72867;true;;
2020-05-30 19:41:47.144611;Berlin;ONE_YEAR_FREE;16257733;n;y;https://pictures.immobilienscout24.de/listings/fab9f857-2a5d-4b9f-bc92-85fd377b754d-1359768725.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;27;14.43;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;14.43;116893853;natural_gas_light;n;false;MagentaZuhause L;Berlin;y;2;25;7.95;31.82;Berlin;13359;well_kept;normal;false;100 MBit/s;no_information;"Drontheimer Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Drontheimer_Straße;apartment;13359;1;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15944898;99000;profile0;1;true;n;;n;n;Wedding_Wedding;250005;1;Berlin;/expose/116893853;['Die geräumige Wohnung mit einem Zimmer befindet sich im 4. Stock des Seitenflügels eines\ngepflegten Altbaus von ca. 1900. Die Wohnung verfügt über Doppelglasfenster,\nLaminatboden, gefliestes Bad mit Wanne und Hänge-WC und eine Küche mit einfacher\nEinbauküche. Alle Räume sind separat betretbar. Die Wohnung ist unbefristet für 243,34 €/\nMonat kalt vermietet.\nDas schöne Altbaugebäude aus dem Jahr 1900 besteht aus einem Vorderhaus und 3\nHinterhäusern in gepflegten Zustand. Die Anlage mit 75 Einheiten wurde 2008 komplett\nsaniert, darunter die Fassade, Eingangsbereiche und Hofflächen, Fenster, Stränge, Elektrik\nund die Bäder in den Wohnungen. Auch wurden die Dächer teilweise saniert. Das Gebäude\nverfügt über eine Zentralheizung.', 'Die Drontheimer Straße ist eine belebte, offene Straße mit breiten Gehwegen und einer\ngemütlichen Kiez-Atmosphäre. Sie hat eine, für Wedding typische gemischte Bebauung aus\nAltbauten, Gewerbe und Nachkriegsbauten. Viele der Häuser haben kleine Gewerbe im\nErdgeschoss. Diese verläuft zwischen der Osloer Str. und Pankow und hat eine gute\nInfrastruktur mit vielen kleinen Geschäften, Schulen und Parks. Durch den U-Bahnhof Osloer\nStr sowie mehrere Bus und Tramlinien dort, ist die Wohnung hervorragend an das\nStadtzentrum angeschlossen. Von hier aus erreicht man sowohl den Alexanderplatz als auch\nden Potsdamer Platz in ca. 15 Minuten. In der Nähe der Wohnung liegt auch das große\nEinkaufszentrum Gesundbrunnen Center, mit Geschäften für jeden Bedarf. Der Bezirk\nGesundbrunnen wird zunehmend populär, unter anderem aufgrund seiner Nähe zu Mitte\nund Prenzlauer Berg. Viele Studenten ziehen derzeit in den Kiez, vom dem auch der Campus\nder Fachhochschule Beuth und der Biotechnologie Campus der TU zu Fuss zu erreichen sind.', 'Die Wohnung ist unbefristet an einen ordentlichen und unkomplizierten Mieter vermietet, der die Wohnung gut instand hält und immer pünktlich seine Miete zahlt.\n\nEs besteht keine Sperrfrist für Eigenbedarfskündigung. Der Verkäufer bevorzugt jedoch Kapitalanleger als Käufer.'];central_heating;1900;y;1;;energy_consumption;;125;32.5;;;4;;;;;;2008
