timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_noParkSpaces;obj_lastRefurbish;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_usableArea;ga_cd_developer_virtualreality
2020-05-30 19:23:56.026052;Berlin;central_heating;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/25217426-076b-4aa3-97ac-705019ab5837-1371169936.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;disabled;12.19;118749641;natural_gas_heavy;n;true;MagentaZuhause L;y;Berlin;y;10;1;;no_information;energy_consumption;7.44;130;Berlin;10997;no_information;no_information;D;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10997;4;128;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;799000;profile0;;4;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;118749641;6;Berlin;/expose/118749641;['Diese Wohnung bietet das Erlebnis heller salonartiger Zimmer unter ca. 3,40 Meter hohen Decken mit schönen Aussichten in den Hof und einem behagliche Altbauambiente. Frappant ist der großzügige Wohn- und Essbereich, der aus den zwei größten Zimmern besteht. Denkbar ist, einen Teil als geschlossenes viertes Zimmer abzutrennen. Die beiden Grundbücher ermöglichen auch die Wiedereinrichtung zweier separat zugänglicher Wohnungen. Faszinierend sind die charaktervollen originalen Altbauelemente, wie z.B. die Holzprofiltüren, Holzdielenböden und großen Doppelkastenfenster. Ansprechend geräumig ist auch die gepflegte Küche, die ebenfalls einen markanten Holzdielenboden besitzt und auf die westwärts orientierte Loggia führt. Die zweite Sonnenloggia in bester Südlage zum baumbegrünten Hof ist von einem der beiden Schlafzimmer im Seitenflügel zugänglich. Dazwischen befindet sich eines der zwei Bäder, die jeweils mit einer Wanne ausgestattet sind. Diese sehr attraktive Wohnung zeigt sich in einem gepflegten Zustand. Für behagliche Raumstimmungen sorgt die Gaszentralheizung. Dieser beeindruckenden Wohnung ist ein Kellerraum zugeordnet. Fahrradabstellplätze sind im schönen Hof angelegt. Die Parkplatzsituation für Pkw ist für die Gegend recht gut.\nViel Bewegungsraum für Privates und Geselliges, anregend tagesbelichtet, charmante Interieurs, reizvolle Aussichten und eine  motivierende Kiezlage, das sind die Zutaten für eine exzellente Wohnqualität in Kreuzberg.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;
2020-05-30 19:23:56.359089;Berlin;central_heating;ONE_YEAR_FREE;16720656;n;n;https://pictures.immobilienscout24.de/listings/6aeae9d4-553f-4881-99f6-9e94bdc7bbce-1371153893.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;10.77;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;1971;WITH_HYBRID;disabled;10.77;118747420;no_information;y;false;MagentaZuhause M Hybrid (2);y;Berlin;y;4;3;120;no_information;energy_consumption;5.67;30;Berlin;10179;well_kept;sophisticated;D;false;16 MBit/s;no_information;no_information;y;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;no_information;apartment;10179;1;100.1;n;;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;009.1111dc90-5c18-412c-99eb-ca2047caf30d;185000;profile0;18;1;true;n;;n;n;Mitte_Mitte;ZFRYQ9ON;1;Berlin;/expose/118747420;['• 2017 komplett innen modernisiertes Studio-Apartment hat einen guten Schnitt und verfügt über eine geschmackvolle Möblierung.\r\n• Es ist eine neue offene Einbauküche in moderner Optik samt marken Elektrogeräten vorhanden.\r\n• Das große und helle Wohn-/Schlafzimmer bietet zusätzlich einen Essbereich.\r\n• Die neuen Kunststofffenster punkten mit Dreifachverglasung und Schallschutz.\r\n• Zwei gemeinschaftliche Aufzüge und ein Fahrradkeller runden das Angebot ab.\r\n• Um die Wohnanlage kümmert sich ein Hausmeister.\r\n• Die Wohnung ist sofort frei. Die Übergabe erfolgt nach Absprache.\r\n• Ein Kellerabteil ist ebenso vorhanden.', 'Immobilien in Berlin-Mitte sind begehrt wie nie. Im historischen Kern der Hauptstadt geht es trubelig, hip und trendig zu. Besonders im Bereich zwischen Torstraße und Oranienburger Straße gibt es zuhauf historische Gebäude, Sehenswürdigkeiten, Geschäfte und Restaurants. Hier geben sich Touristen, Zugezogene und Alteingesessene die Klinke in die Hand und genießen das faszinierende Flair.\r\n\r\nDie angebotene Wohnung liegt am südöstlichen Rand von Mitte nur einen Steinwurf von der Spree entfernt. Nach kurzem Fußweg erreichen Sie Supermärkte, Läden, Cafés und Co. In unmittelbarer Nähe fahren Bus, U- und S-Bahn. Trotz der zentralen Lage gibt es nahe gelegene Grünflächen und Parks, so bietet zum Beispiel der Köllnische Park Möglichkeiten zur Naherholung. Der Alexanderplatz ist in der unmittelbaren Umgebung.\r\n\r\nAnbindung ÖPNV:\r\nBus | Alexanderstr. (ca. 2 Gehminuten)\r\nS & U-Bahn | Jannowitzbrücke (ca. 4 Gehminuten)', 'Auch in Zeiten des Coronavirus sind wir für Sie da. Unsere Makler beraten Sie gerne persönlich per Telefon oder Videokonferenz. Schicken Sie uns einfach eine Anfrage über Immobilienscout24 und registrieren Sie sich auf unserer Kundenplattform myHomeday. Einen Link zu myHomeday erhalten Sie automatisch nach Ihrer Anfrage per E-Mail. Dort können Sie die Adresse und alle Dokumente der Immobilie freischalten sowie direkt einen Beratungstermin buchen.'];0;;10 MBit/s;50 MBit/s;;
2020-05-30 19:23:56.697571;Berlin;no_information;;15746577;n;y;https://pictures.immobilienscout24.de/listings/cfad2cc2-2bb3-4095-bc54-2f98ff278d8b-1371158208.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;9.73;;;;2005;;;9.73;118748041;gas;n;false;;y;Berlin;n;11;6;675;no_information;energy_consumption;3.79;206;Berlin;14195;mint_condition;no_information;;false;;no_information;no_information;y;;;no_information;no_information;14195;4;94.4;n;;2,active;;Deutschland;standard;;wohnung_kauf;n;5;;;002.01002783912;1900000;profile0;5;4;true;n;showqualicontactform;n;n;Dahlem_Zehlendorf;118748041;7;Berlin;/expose/118748041;['Die Wohnung\xa0wurde in den Jahren 2005/2006\xa0mit gehobener Ausstattung\xa0gebaut und erstreckt sich über die gesamte Fläche des Dachbodens. Das repräsentative Wohnhaus wurde 2004 saniert, es liegt ruhig in der Nähe der FU, umgeben von großzügigen Parkanlagen.\nDie Wohnung ist sowohl\xa0durch einen Privataufzug als auch durch das Treppenhaus\xa0zu erreichen.\nDas\xa0Wohnzimmer von\xa0ca. 70 qm\xa0und mit bis zu 5 m hohen Decken öffnet sich durch eine komplett offene Glasfront\xa0auf eine Terrasse von 19 qm. Eine voll ausgestattete Küche, zwei Schlafzimmer, zwei separate Bäder und ein Gäste-WC befindet sich auf gleicher Ebene.\nEin\xa0weiteres geräumiges Zimmer\xa0mit einer 18 qm Terrasse mit Blick über\xa0Bäume und Parkanlagen\xa0befindet sich in 2. Etage der Wohnung.\n\xa0S-Bahn\xa0und U-Bahn Stationen sind in der Nähe sowie alle Einkaufsmöglichkeiten, Schulen und Sportstudios.', 'Einbauküche\n2 Terrassen\nFahrstuhl bis in die Wohnung\n2 Bäder\nGäste-WC', 'Bitte prüfen Sie nach Ihrer Anfrage nach dem Expose bitte auch den Spam-Ordner.'];;;;;20;
2020-05-30 19:23:57.038041;Berlin;central_heating;ONE_YEAR_FREE;18199045;n;y;https://pictures.immobilienscout24.de/listings/aa5765fe-1405-444a-8ec9-40f0edf17eef-1371150913.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;11.3;118746968;district_heating;y;false;MagentaZuhause L;n;Berlin;y;11;1;;12;;5.73;226.3;Berlin;10625;mint_condition;sophisticated;;false;100 MBit/s;no_information;"Schl&uuml;terstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Schlüterstraße;apartment;10625;6;;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008926220;1980000;profile0;5;5;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;118746968;7;Berlin;/expose/118746968;['Bitte schauen Sie sich das Exposé an.', 'Eine so vielfältige und bezaubernde Stadt wie Berlin, zieht nicht nur Menschen aus aller Welt an. Das traditionsreiche Charlottenburg, bietet ein derart facettenreiches Wohnbild wie kaum ein anderer Berliner Bezirk. Er ist nicht nur ein Treffpunkt für die Berliner, auch für Touristen ist die Gegend ein beliebtes Ausflugsziel. Das Schlüter Palais befindet sich zwischen der Pestalozzi- und Goethestraße in Charlottenburg. Der Savignyplatz, das Schloss Charlottenburg, das KaDeWe, die Gedächtniskirche, der Zoo, das Kino Zoopalast und die bekannteste Straße Berlins, der Kurfürstendamm sind fußläufig in wenigen Minuten erreichbar. Mit einer Länge von ca. 3,5 Kilometern ist der Boulevard Kurfürstendamm die Bummelmeile Nummer eins in Berlin. Die abwechslungsreiche große Auswahl an Gastronomie und Feinkostläden bieten eine fast unendliche Auswahl an kulinarischen Möglichkeiten. Der beliebte Wochenmarkt am Karl-August-Platz bietet immer mittwochs und samstags den Anwohnern der Umgebung frisches Fleisch, Obst und Gemüse aus regionalem Anbau an.'];;;;;226.3;
2020-05-30 19:23:57.393125;Berlin;self_contained_central_heating;ONE_YEAR_FREE;15367073;n;n;https://pictures.immobilienscout24.de/listings/f863a2dc-90e5-4359-9a97-38324b817da6-1371170249.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;1904;REGULAR;;16.54;118749692;gas;y;false;MagentaZuhause L;y;Berlin;y;3;1;110.69;13;energy_consumption;8.84;40;Berlin;12051;well_kept;normal;C;false;100 MBit/s;no_information;Nogatstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Nogatstr.;apartment;12051;1;99.8;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15314639;147900;profile1_customersettings;5;1;true;n;showqualicontactform;n;n;Neukölln_Neukölln;A504;1;Berlin;/expose/118749692;"['Diese schöne im 2. Stock des Seitenflügels befindliche, sehr lichte 1-Zimmerwohnung besticht durch Ihre Lage in einer ruhigen Seitenstraße des ansonsten sehr belebten Stadtteils Berlin-Neukölln und Ihren guten Schnitt. Der U-Bahnhof Herrmannplatz sowie das Herrmannquartier sind mit zahlreichen Geschäften sind in ca. 6 Gehminuten erreichbar.  Die Wohnung ist seit über 8 Jahren solide vermietet. Es gelten die gesetzlichen Kündigungsfristen; bei einer Eigenbedarfskündigung sind das voraussichtlich 9 Monate.\r\n\r\nDer Mietzins beträgt derzeit 233,22 EUR Nettokalt zzgl. 55,- EUR Heizkostenvorauszahlung. Hier liegt ein erhebliches Mietsteigerungspotential.  Das aktuelle Hausgeld beträgt 110,69 EUR/Monat. Die Wohnung wird über eine Gasetagenheizung mit Wärme versorgt.\r\n\r\nDie Wohnung eignet sich hervorragend als Kapitalanlage in der Weltstadt Berlin mit stetig steigenden Miet- und Immobilienpreisen die im Verhältnis zu anderen Metropolen preislich noch deutlich hinterher hinkt.\r\n\r\nDes Weiteren verfügt die Wohnung über einen Kellerraum.', '- SF, 2.OG ohne Aufzug\r\n- ruhige Seitenstraße\r\n- Hausgeld: 110,69 Euro pro Monat\r\n- Gasetagenheizung\r\n- Kapitalanlage mit Option auf Selbstnutzung\r\n- Kellerraum', 'Berlin-Neukölln befindet sich im inneren S-Bahnring Berlins und gehört damit zu dem Kernbereich von Berlin. Hier pulsiert das Leben und der Handel mit zahlreichen Geschäften und einer perfekten Verkehrsanbindung benötigt man hier kein Auto um mobil zu sein. \r\nIn diesem lebendigen, zentralen Kiez, der von attraktiven Altbauten gesäumt ist begeistern die Stuckverzierungen und der Altbaucharme mit seinen hohen Decken. Seit 2008 mit dem Titel ""Ort der Vielfalt"" gekürt, unterliegt der Bezirk Neukölln einem stetigem Wandel und heute beliebt wie noch nie zuvor. Er folgt keinem Trend, ist dennoch ein neuer Anziehungspunkt für zahlreiche Vintageläden, Szene- Bars, Cafés und bietet außerdem zahlreiche Freizeitoasen wie das Tempelhofer Feld, den Britzer Garten oder den Körner Park. Im Norden städtisch geprägt durch Gründerzeit- Architektur ist es in südlichen Ortsstellen sogar grün, ruhig und besticht durch Siedlungscharakter. Sie sind zudem sehr gut an das öffentliche Verkehrsnetz angebunden durch die U- Bahnlinie U7, den zahlreichen Buslinien und die nur ca. fünf Minuten entfernt gelegene Autobahn.', 'Es wird darauf hingewiesen, das sich der Verkäufer im Falle einer erhöhten Nachfrage für den Kaufinteressenten entscheiden wird, der ein gesichertes und möglicherweise höheres Angebot unterbreiten kann.']";;;;;;
2020-05-30 19:23:57.730657;Berlin;central_heating;ONE_YEAR_FREE;18199045;n;y;https://pictures.immobilienscout24.de/listings/3775e727-06c5-4769-aee2-348dab33d025-1371145548.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;11.3;118745690;district_heating;n;false;MagentaZuhause L;n;Berlin;y;11;1;;12;;5.73;226.3;Berlin;10625;mint_condition;sophisticated;;false;100 MBit/s;no_information;"Schl&uuml;terstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Schlüterstraße;apartment;10625;6;;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008926220;1590000;profile0;5;5;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;118745690;7;Berlin;/expose/118745690;['Bitte schauen Sie sich das ausführliche Exposé an.', 'Eine so vielfältige und bezaubernde Stadt wie Berlin, zieht nicht nur Menschen aus aller Welt an. Das traditionsreiche Charlottenburg, bietet ein derart facettenreiches Wohnbild wie kaum ein anderer Berliner Bezirk. Er ist nicht nur ein Treffpunkt für die Berliner, auch für Touristen ist die Gegend ein beliebtes Ausflugsziel. Das Schlüter Palais befindet sich zwischen der Pestalozzi- und Goethestraße in Charlottenburg. Der Savignyplatz, das Schloss Charlottenburg, das KaDeWe, die Gedächtniskirche, der Zoo, das Kino Zoopalast und die bekannteste Straße Berlins, der Kurfürstendamm sind fußläufig in wenigen Minuten erreichbar. Mit einer Länge von ca. 3,5 Kilometern ist der Boulevard Kurfürstendamm die Bummelmeile Nummer eins in Berlin. Die abwechslungsreiche große Auswahl an Gastronomie und Feinkostläden bieten eine fast unendliche Auswahl an kulinarischen Möglichkeiten. Der beliebte Wochenmarkt am Karl-August-Platz bietet immer mittwochs und samstags den Anwohnern der Umgebung frisches Fleisch, Obst und Gemüse aus regionalem Anbau an.'];;;;;226.3;
2020-05-30 19:23:58.546785;Berlin;district_heating;;8874474;n;n;https://pictures.immobilienscout24.de/listings/8238433e-0ebf-45d9-8d0f-f9f8b2804296-1371149694.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;24;11.3;;;;1890;;disabled;11.3;118746854;district_heating;n;false;;y;Berlin;y;6;1;175.61;36;energy_required;5.73;43.99;Berlin;10625;well_kept;no_information;C;false;;no_information;Pestalozzistr;n;;;Pestalozzistr;no_information;10625;1;79;n;;2,active;;Deutschland;top;;wohnung_kauf;n;;;;001.8874474;286000;profile0;;1;true;n;;n;n;Charlottenburg_Charlottenburg;BO-PE-36-18.1;2;Berlin;/expose/118746854;"['Der klassische Berliner Altbau wurde 1890 erbaut und besteht aus 36 Wohneinheiten und 2 Gewerbeeinheiten. Das Haus ist vollunterkellert und erstreckt sich über drei Treppenhäuser. Das komplette Dachgeschoss wurde in den 1980er Jahren ausgebaut. Weitere Modernisierungsmaßnahmen werden in den kommenden Monaten durchgeführt.', 'Die angebotene 1-Zimmer-Wohnung befindet sich im zweiten Obergeschoss des Seitenflügels. Die Wohnung ist gerade hochwertig renoviert worden und ist bezugsfrei! Die sonnenhelle Immobilie hat im Original zwei Zimmer, kann aber auf Wunsch und mit einem geringen Aufwand in eine 1-Zimmer-Wohnung umgewandelt werden. Die sehr guten Lichtverhältnisse dieser Wohnung komplettieren das angenehme Wohnambiente. Die ruhige und sehr gute Lage innerhalb der City West ist absolut ideal und hervorragend angebunden. Starten Sie Ihre private Vorab-Besichtigung unter dem folgenden Link: https://tour.ogulo.com/OVfr !', 'Sehr zentral in bester Lage von Charlottenburg gelegen! Cafés, Bars und Restaurants finden sich ebenso wie Geschäfte des täglichen Bedarfs. Nur wenige Meter entfernt ist die Wilmersdorfer Straße mit den ""Wilmersdorfer Arcaden"" mit zahlreichen Einkaufsmöglichkeiten, sowie einer perfekten Verkehrsanbindung durch den gleichnamigen U-Bahnhof (U7). Der S-Bahnhof Charlottenburg (S3, 5, 7, 9, 42) ist ebenso innerhalb von 5 Minuten fußläufig erreichbar. Nach Süden hin lädt der Kurfürstendamm mit all seinen Büros und Shoppingmöglichkeiten zum Verweilen ein.']";;;;;;true
2020-05-30 19:23:58.895827;Berlin;district_heating;ONE_YEAR_FREE;16802494;n;n;https://pictures.immobilienscout24.de/listings/33e0e2c6-7f21-4958-81ce-0dbca70413e2-1371143025.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1905;REGULAR;;11.73;118745529;district_heating;n;false;MagentaZuhause L;y;Berlin;n;7;1;;62a;energy_consumption;5.75;211;Berlin;12167;well_kept;no_information;;false;100 MBit/s;no_information;Albrechtstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Albrechtstr.;apartment;12167;10;153;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.a5bff6ac-f5b7-4295-b5a3-bce28d261653;370000;profile0;5;5;true;n;showqualicontactform;n;n;Steglitz_Steglitz;9041-0016 DG ;7;Berlin;/expose/118745529;"['Das im Jahr 1905 errichtete Wohnhaus befindet sich im idyllischen Steglitz unweit des Teltowkanal. Die Immobilie bietet auf 4 Etagen insgesamt 14 geräumige 2-4 Zimmer Wohnungen mit einer Fläche von  60 – 115 m². \n\nDas  derzeit unausgebaute Dachgeschoss lässt Raum für eigene kreative Wohnideen. Jede Wohnung verfügt über zusätzlichen Stauraum im Keller, welcher bequem über den begrünten Innenhof zu erreichen ist. Fast alle Wohnungen verfügen über einen Balkon oder eine Loggia, auf welchen man sich vom hektischen Berliner Alltag erholen kann. \n\nDas frisch renovierte Treppenhaus, lässt den charmanten Altbau in neuem Glanz erstrahlen. Die  lichtdurchfluteten Wohnungen mit ihren charakteristisch hohen Decken, historischem Stuck und klassischen Holzböden bieten viel Raum und werden den unterschiedlichen Wohnträumen gerecht. \n\nIn 2019 / 2020 fand eine umfassende Balken- und Strangsanierung statt. \nAlle Leerwohnungen werden unsaniert verkauft.', 'Im Osten des schönen Stadtteils Steglitz, liegt die Albrechtstraße umgeben von prachtvollen Altbauten der Gründerzeit. Der historische Altbau befindet sich im ruhigen Teil der Albrechtstraße am Teltowkanal. Wer gern ruhig und dennoch citynah wohnen möchte, ist hier genau richtig. \n\nDer Stadtpark Steglitz ist fußläufig erreichbar und bietet  Entspannung jeglicher Art.  Wenige Gehminuten entfernt, befindet sich das Planetarium, welches zum Beobachten der Sterne einlädt. Der direkt benachbarte Insulaner sorgt mit seinem Freibad im Sommer für Abkühlung. Die nahegelegene Schlossstraße, welche bekannt für ihre zahlreichen Shoppingmöglichkeiten wie das ""Boulevard Berlin"" und ""Das Schloss"" ist, bietet ebenfalls auch eine Vielfalt von kulinarische Erlebnismöglichkeiten. Auch der Nachwuchs ist durch die Nähe zu Kitas und Schulen bestens aufgehoben. \n\nFazit: Die perfekte Wohngegend für Ihre Familie! Ferner runden die öffentlichen Verkehrsanbindungen ins Zentrum der Stadt durch die Bushaltestelle Siemensstraße / Halskestraße und die S-Bahn Station Südende, sowie der Autobahnanschluss an die A 103 diese idyllische Lage ab. \n\n\n', 'Gerne vereinbaren wir einen Besichtigungstermin mit Ihnen vor Ort. \nBitte senden Sie uns hierfür Ihre Kontaktdaten inklusive Emailadresse und Telefonnummer über das Kontaktformular zu oder auf dem telefonischen Wege unter: +49 30 403 907 – 681']";;2019;;;;
2020-05-30 19:23:59.368306;Berlin;floor_heating;ONE_YEAR_FREE;18512037;n;n;https://pictures.immobilienscout24.de/listings/e0db343d-ac0c-4cbe-86c9-c1a96e6cb18c-1371143399.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;;11.3;118743530;district_heating;y;false;MagentaZuhause L;y;Berlin;n;4;1;185;no_information;;5.73;35;Berlin;14050;fully_renovated;sophisticated;;false;100 MBit/s;outside;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14050;1;;n;3244;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009334619;190000;profile0;;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;8232;1;Berlin;/expose/118743530;['Ab sofort können Sie diese schöne und sanierte Altbauwohnung beziehen, die durch eine gehobene Innenausstattung besticht und in der ersten Etage eines im Jahre 1930 errichteten Wohngebäudes in Berlin-Westend liegt. \n\nEin helles, lichtdurchflutetes Badezimmer mit Duschkabine und neuen Marken Sanitäranlagen sowie einer modernen neuen Einbauküche, komplettieren das Wohn und Schlafzimmer zu einer modern ausgestatteten Wohnung zum Wohlfühlen. \n\nEin Auto-Stellplatz kann hier zusätzlich für 50€ im Monat angemietet werden kann.', 'Die Wohnung liegt in unmittelbarer nähe zum \nU- Bhf. Westend.\n\n14059 Berlin-Charlottenburg (Westend)'];1;;;;;
2020-05-30 19:23:59.785505;Berlin;oil_heating;ON_DEMAND;16105520;n;y;https://pictures.immobilienscout24.de/listings/bc6cc999-6cf8-468c-a8b2-212ee7cd9044-1372322197.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;13.06;2,4 MBit/s;telekom_layer_magenta_s;über DSL;1956;REGULAR;;13.06;118745840;gas;y;false;MagentaZuhause S;y;Berlin;y;4;2;;no_information;energy_consumption;6.49;60;Berlin;13407;no_information;no_information;D;false;16 MBit/s;no_information;no_information;n;https://padlock.link/ioms;https://padlock.link/ms;no_information;apartment;13407;2;117;n;1862381342;2,active;true;Deutschland;top;16 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;002.01006382082;189000;profile0;;2;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;165621;2;Berlin;/expose/118745840;['Im Hochparterre gelegen bietet diese Wohnung alles, was sich ein Ruhesuchender wünscht. Dennoch sind alle Geschäfte, Ärzte und öffentliche Verkehrsmittel gut erreichbar. Die Anlage hat außerdem einen eigenen Hausmeister, der immer vor Ort ist.  Die Wohnung selbst besticht besonders durch einen großen sonnigen Südbalkon, eine geräumige Wohnküche und Stauraum auch innerhalb der Wohnung. \r\nVon der ganzen Wohnung genießt man einen Blick ins Grüne.\n\n- bezugsfreier Verkauf\r\n- großer sonniger Südbalkon\r\n- Stauraum innerhalb der Wohnung\r\n- kurze Wege zu allen Versorgungen\r\n- Hausmeisterservice in der Anlage\r\n- Idyllische Lage mit viel Ruhe\r\n- Überwiegend Eigentümer bewohnen die Anlage\r\n- große Wohnküche\r\n- und, und, und...', 'sehr ruhige Wohnlage, im Hochparterre'];;2019;;;;
