timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_numberOfFloors;obj_rentSubsidy;obj_energyEfficiencyClass;obj_lastRefurbish;obj_noParkSpaces;obj_groupnumber;obj_usableArea
2020-05-30 19:50:06.464906;Berlin;central_heating;14544073;n;n;https://pictures.immobilienscout24.de/listings/7642313f-5d9e-4de1-aaff-eafec0575c39-1349170013.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.01;1910;12.01;115593708;gas;n;false;y;Berlin;n;6;1;.;energy_required;7.88;51.98;Berlin;10963;need_of_renovation;no_information;false;no_information;"M&ouml;ckernstra&szlig;e";n;Möckernstraße;ground_floor;10963;1.5;175.5;n;2,active;Deutschland;standard;wohnung_kauf;n;0;002.01000690340;289000;profile0;1;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;221+;2;Berlin;/expose/115593708;['Das Wohnhaus befindet sich in einer Nebenstraße der Yorckstraße.', '- große Wohnküche\n- Wannenbad', '- in wenigen Minuten mit dem Bus zum S-U-Bahnhof Yorkstraße'];;;;;;;;;;;;;;;;;;;;
2020-05-30 19:50:06.820750;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/b52146bb-fd2a-409a-b392-2f8598986b8a-1349169683.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.35;1912;11.35;115593680;gas;n;false;y;Berlin;y;9;1;.;energy_required;7.53;89;Berlin;10245;need_of_renovation;no_information;false;no_information;"Modersohnstra&szlig;e";n;Modersohnstraße;apartment;10245;3;145.7;n;2,active;Deutschland;standard;wohnung_kauf;n;2;002.01000690340;534000;profile0;3;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;289+;4;Berlin;/expose/115593680;['Das Wohnhaus befindet sich nahe dem Rudofplatz.\n\nDiverse Einkaufsmöglichkeiten sind in der Umgebung vorhanden.', '- Naturdielen\n- Wannenbad\n- Balkon \n- Kellerraum', '- der S-U-Bahnhof Warschauer Straße ist ca. 10 Minuten entfernt'];;;;;;;;;;;;;;;;;;;;
2020-05-30 19:50:07.177295;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/cccab070-a1ea-4a57-bb9b-df7ff3e937ec-1349159140.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.24;2013;11.24;115592479;district_heating;y;false;y;Berlin;n;11;8;.;energy_required;6.2;200;Berlin;10707;mint_condition;luxury;false;underground_garage;"Konstanzer Stra&szlig;e";y;Konstanzer_Straße;apartment;10707;3.5;76.5;n;2,active;Deutschland;standard;wohnung_kauf;n;1;002.01000690340;1800000;profile0;3;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;207+;7;Berlin;/expose/115592479;['Das Wohnhaus befindet sich nahe Olivaer Platz und dem Kurfürstendamm.\n\nDiverse Einkaufsmöglichkeiten sind vorhanden.', 'Hochwertige Ausstattung:\n\n- Einbauküche\n- Parkett\n- bodentiefe Fenster\n- Ankleide\n- Wannen- und Duschbäder\n- Abstellraum\n- Terrasse', '- nächster U-Bahnhof ist der Adenauerplatz'];;;;;;;;;;;;;;;;;;1;;
2020-05-30 19:50:07.540071;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/32007b1f-1517-45ce-b029-8ce902637e17-1349166899.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.24;1900;11.24;115593424;district_heating;y;false;y;Berlin;y;11;1;no_information;energy_required;6.16;170;Berlin;10719;first_time_use;luxury;false;no_information;no_information;y;no_information;roof_storey;10719;5;112.9;n;2,active;Deutschland;standard;wohnung_kauf;n;5;002.01000690340;1600000;profile0;5;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;319+;7;Berlin;/expose/115593424;['Das Wohnhaus befindet nahe der Meierottostraße.\n\nDiverse Einkaufsmögflichkeiten sind vorhanden.', '- Deckenhöhe ca. 3,20 m\n- großer Wohn/Essbereich \n- offene Küche mit Einbauküche\n- Parkett\n- Wannenbad \n- Duschbad\n- Terrasse ca. 28 m²\n- bodentiefe Fenster\n- Kamin\n- Kellerraum', '- zum U-Bahnhof Spichernstraße sind es ca. 7 Gehminuten\n\n- zum Kurfürstendamm sind es ca. 5 Gehminuten'];;;;;;;;;;;;;;;;;;;;
2020-05-30 19:50:07.876434;Berlin;central_heating;1011756;n;y;https://pictures.immobilienscout24.de/listings/7e021232-dbb8-421b-a605-5c4e4b998e45-1368585959.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.95;1900;10.95;115590531;gas;n;false;y;Berlin;y;9;1;no_information;energy_consumption;6.54;85;Berlin;10437;mint_condition;no_information;false;no_information;no_information;y;no_information;apartment;10437;3;103;n;2,active;Deutschland;top;wohnung_kauf;y;5;001.1011756;579000;profile0;3;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;I-00T8NY-W-02GIC6;4;Berlin;/expose/115590531;['Ein heller Eingangsbereich begrüßt Sie beim Eintritt in diese attraktive Dachgeschoßwohnung. Mehrere Oberlichter sorgen für angenehmen Lichteinfall. Vom Flur gelangen Sie in den gemütlichen Wohn- und Essbereich. Durch große, verglaste Fensterfronten gelangen Sie auf die schöne Dachterrasse, welche zum Verweilen nach einem anstrengenden Arbeitstag einlädt. Hier können Sie den Feierabend mit Familie und Freunden genießen. Das Kinder-oder Arbeitszimmer bietet ausreichend Platz zur Entfaltung. Das große Schlafzimmer verfügt über ein Dachfenster sowie ein Oberlicht. Das Badezimmer besticht durch eine runde Eckbadewanne und eine geräumige Dusche. \r\n\r\n• Dielen\r\n• Dachterrasse\r\n• Eck-Badewanne\r\n• Grauer Marmor im Badezimmer\r\n• Aufzug\r\n• Stuckaltbau-Fassade\r\n• Fahrradabstellplätze', 'Mamor\nDielenboden', 'Der Kiez rund um den Helmholtzplatz zählt nach wie vor zu den beliebtesten Wohnvierteln dieser Stadt. Bereits um die vorletzte Jahrhundertwende gehörte das Gebiet um den heutigen Kollwitzplatz zu den am dichtesten besiedelten Gebieten Berlins. Durch seine Urbanität, pulsierende Lebendigkeit und Historie wird hier der Charakter des Bezirks widergespiegelt. Alles in allem stellt der Prenzlauer Berg ein kommerziell und kulturell intensiv genutztes Innenstadtquartier dar. Auch für Familien mit Kinder ist gesorgt: der Volkspark Friedrichshain mit seinen zahlreichen Freizeitangeboten ist schnell zu erreichen. Das historische Flair verdankt der Helmholtzkiez seiner gut erhaltenen Altbausubstanz. Geschlossene Wohnquartiere prägen das Erscheinungsbild. Die Infrastruktur ist optimal - öffentliche Verkehrsmittel sind fußläufig gut zu erreichen, sodass Sie unkompliziert zu jedem Ziel in der Stadt gelangen können.', 'Die Courtage in Höhe von 7,14 % inkl. der gesetzlichen Mehrwertsteuer auf den Kaufpreis ist mit dem Zustandekommen des Kaufvertrages (notarieller Vertragsabschluss) verdient und fällig. Die vermittelnde und/oder nachweisende Engel & Völkers Berlin Mitte GmbH (Lizenznehmer der Engel & Völkers Residential GmbH ) und ggf. deren Beauftragter, erhalten einen unmittelbaren Zahlungsanspruch gegenüber dem Käufer (Vertrag zugunsten Dritter, § 328 BGB).\r\nHinweise: \r\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Zwischenvermietung bleibt vorbehalten. Sollte das von uns nachgewiesene Objekt bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. Die Weitergabe dieses Exposés an Dritte ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus. Im übrigen gelten die allgemeinen Geschäftsbedingungen für die Rechtsbeziehung zwischen Ihnen und Engel & Völkers Büro Berlin Mitte GmbH. Wir stehen Ihnen mit weiteren Informationen zum Objekt und zum Eigentümer sowie für Besichtigungen gern zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;5;288.11;D;2004;;;
2020-05-30 19:50:08.242176;Berlin;central_heating;523356;n;y;https://pictures.immobilienscout24.de/listings/e14566ca-0c6f-4362-8028-2513ba4084b9-1349265447.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;22;10.47;1874;10.47;115602372;district_heating;n;false;y;Berlin;y;11;1;27;energy_required;6.36;197;Berlin;13187;mint_condition;luxury;false;underground_garage;"Neue Sch&ouml;nholzer Stra&szlig;e";y;Neue_Schönholzer_Straße;loft;13187;2.5;78.2;n;2,active;Deutschland;standard;wohnung_kauf;y;4;001.523356;1085000;profile0;2;true;y;showqualicontactform;y;n;Pankow_Pankow;AM/1.16;7;Berlin;/expose/115602372;"['Aus der ""Alten Mälzerei"" in Pankow wurden - neben den ""Hesperidenhöfen"" und Floratürmen"" - auch die ""Minervasuiten"": Hinter Zinnen, Rundbögen und Arkaden sind traumhafte Wohnräume geschaffen worden! Deutsche Geschichte wurde mit der griechischen Mythologie, traditioneller Baukunst und modernster Technik raffiniert verbunden.', 'Tauchen Sie in die Leichtigkeit des Südens ein: Über die Freitreppe, vorbei am Amphitheater und durch den privaten Loungebereich, erreicht man per Fahrstuhl bequem das großzügige Loft: In allen Wohnräumen ist klassisches Echtholzparkett in Eiche verlegt, in den Bädern elegante Natursteinfliesen. Sensationell ist die Wellness-Kuppel mit Traum-Badezimmer, Ankleideraum und einer im Schlafzimmer frei stehender Badewanne! Einzigartig ist der offene Wohnbereich mit Galerieebene und dem Rundgewölbe eines ehemaligen Schornsteins der Mälzerei. Genießen Sie von Ihrer großen West-Dachterrasse den Blick über Pankow!', 'Ruhig und grün gelegen, eingebettet in eine\numfangreiche Infrastruktur mit diversen\nEinkaufsmöglichkeiten, Cafes, Restaurants, Schulen, Kindergärten, Parkanlagen usw.! Innerhalb weniger Minuten erreicht man fußläufig S- und U-Bahn, der ABahnanschluß A 114 ist nur 2 km entfernt.', 'Hinweis: der TG-Stellplatz ist nicht im Kaufpreis enthalten. Das Hausgeld für den TG-Stellplatz beträgt 29 €/Monat.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;4;521;;2010;1;;
2020-05-30 19:50:08.648254;Berlin;central_heating;523356;n;y;https://pictures.immobilienscout24.de/listings/8891c270-c9e3-464b-b6bf-2ee805565412-1308396965.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.74;1912;10.74;112621992;district_heating;y;false;y;Berlin;y;5;1;43 D;energy_required;5.44;57;Berlin;12524;mint_condition;sophisticated;false;no_information;"Preussenstra&szlig;e";n;Preussenstraße;maisonette;12524;3;129.5;n;2,active;Deutschland;top;wohnung_kauf;y;0;001.523356;222000;profile0;3;true;y;showqualicontactform;n;n;Altglienicke_Treptow;PS/W 2.5;2;Berlin;/expose/112621992;"['Ein Juwel unter den Gartenstädten: die ""Preussensiedlung"" in Alt-Glienicke! Erschaffen von berühmten Baumeistern war sie einst Wegweiser für viele Vorhaben des Reformwohnungsbaus - nun erstrahlt sie im neuen Glanze! Mit Privatgärten, Terrassen und Wohnküchen und einer vor allem effizienten Nutzung der Wohnfläche sind naturnahe, im ""malerischen Landhausstil"", aber dennoch moderne Häuser geschaffen worden. Genießen Sie Gartenstadtromantik in Ihrer eigenen grünen Oase!', 'Wohnen in einem Denkmal-Haus im Grünen mit dem technischen Luxus des 21. Jahrunderts! Lassen Sie sich von den ""Raumwundern"" begeistern: Die Dielenböden in allen Wohnräumen wurden aufgearbeitet bzw. neu verlegt, in den Designer-Bädern sind - passend zur Gartenstadt - zartgrüne Fliesen eingebaut worden. Die Außenfassade wurde mit einer speziellen Putzrezeptur versehen, die eine energetisch hocheffiziente Mineralfaserdämmung auf dem Bestandmauerwerk umhüllt. Zu dem Haus gehört ein Keller. Genießen Sie die Sonne auf der Süd-Gartenterrasse oder im Privat-Garten!', 'Rund um die Preussensiedlung findet man diverse Einkaufsmöglichkeiten; Schulen, Restaurants und Cafe`s sind nur wenige Minuten fußläufig entfernt. Ausgezeichnet ist die Anbindung an die öffentlichen Verkehrsmittel wie S-Bahn und Flughafen Schönefeld.', 'Die Einbauküche ist Bestandteil des Kaufpreises.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;2;265;;2011;;5;
2020-05-30 19:50:09.235991;Berlin;no_information;116879;n;y;https://pictures.immobilienscout24.de/listings/964376f3-2590-45ad-bdda-eaf6c817387c-1349172924.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;10.94;;10.94;115594058;no_information;n;false;n;Berlin;y;10;;no_information;;5.34;142.8;Berlin;12249;no_information;sophisticated;false;no_information;no_information;y;no_information;no_information;12249;4.5;;n;2,active;Deutschland;standard;wohnung_kauf;n;2;001.116879;761300;profile0;4;true;n;showqualicontactform;y;n;Lankwitz_Steglitz;P766;6;Berlin;/expose/115594058;['Diese intelligent geschnittene Familienwohnung können Sie als 4 oder 5 Zimmerwohnung ausgestalten. Fussbodenheizung, Parkett, bodentiefe, dreifach verglaste Fenster mit elektrischen Rollläden, Markensanitärausstattung in den Bädern und ein Stellplatz in der Tiefgarage versprechen einen Wohnkomfort, der kaum Wünsche offen lässt. Die Fertigstellung dieser Wohnung ist für März 2023 geplant, auf die Grundrisse können Sie somit noch Einfluss nehmen. ', '- Fussbodenheizung\n- 2 Balkone\n- bodentiefe Fenster mit elektrischen Rolläden\n- Parkettböden in den Wohn- und Schlafräumen\n- Stellplatz in der Tiefgarage', 'In grüner, sehr angenehmer Wohnlage offerieren wir Ihnen dieses Immobilienangebot, unweit des S- und Regionalbahnhofes Lichterfelde Ost. Der nahegelegene Kranoldplatz bietet Ihnen diverse Einkaufsmöglichkeiten, z.B. Butter Lindner, Biomarkt, mehrere Supermärkte und diverse Fachgeschäfte. Auch Ärzte, Optiker und Bankfilialen sind hier angesiedelt. Damit haben Sie eine nahezu vollständie Versorgungsinfrastruktur fussläufig entfernt. Mit der Regionalbahn erreichen Sie den Potsdamer Platz in ca. 12, den Hauptbahnhof in ca. 15 Minuten.'];;;;;;;;;;;;;false;3;;;;1;;
2020-05-30 19:50:09.564252;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/576a9f7e-ca8c-47d2-8c64-fdea0810cc71-1349165673.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.12;1908;11.12;115593335;gas;n;false;y;Berlin;y;11;1;.;energy_required;6.13;154;Berlin;10629;refurbished;sophisticated;false;no_information;"Lewishamstra&szlig;e";y;Lewishamstraße;apartment;10629;4.5;103.5;n;2,active;Deutschland;standard;wohnung_kauf;n;3;002.01000690340;1100000;profile0;4;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;325+;7;Berlin;/expose/115593335;['Das Wohnhaus befindet sich in einer Nebenstraße des Kurfürstendamms nahe dem Adenauerplatz.\n\nEs handelt sich um eine helle Wohnung im Vorderhaus.\n\nDiverse Einkaufsmöglichkeiten sind vorhanden.', 'Hochwertige Ausstattung:\n\n- gespachtelte Wände\n- Parkett\n- Wannen- und Duschbad\n- Balkon\n- Kellerraum', '- der Hauptbahnhof ist in ca. 10 Minuten mit dem PKW erreichbar\n\n- zum U-Banhof Adenauerplatz sind es nur 6 Gehminuten'];;;;;;;;;;;;;;;;;;;;
2020-05-30 19:50:10.003217;Berlin;self_contained_central_heating;12186575;n;y;https://pictures.immobilienscout24.de/listings/3bdb2070-cc7f-4714-8224-0896fe7bb4be-1349170079.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;12.86;1918;12.86;115593667;natural_gas_heavy;n;false;n;Berlin;n;5;1;80;energy_consumption;6.82;70;Berlin;13409;well_kept;sophisticated;false;no_information;Letteallee;n;Letteallee;ground_floor;13409;3;142;n;2,active;Deutschland;standard;wohnung_kauf;y;0;001.12186575;219000;profile0;3;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;LET80B;3;Berlin;/expose/115593667;['Ruhige Straße.\nDer Wohnung befindet sich 2 Terrassen (Sondernutzungsrecht).', 'Berlin vor der Tür!'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;4;179;;;;;68
